shipment_id,carrier_id,from_location,to_location,total_usd,ship_date
SH-LOG-04848,CAR002,Long Beach,Singapore,2884.43,2025-07-11
SH-LOG-00210,CAR006,Long Beach,Hong Kong,3512.16,2025-07-12
SH-LOG-00227,CAR008,Seattle,Portland,3865.72,2025-07-12
SH-LOG-00231,CAR001,Los Angeles,Phoenix,3122.38,2025-07-12
SH-LOG-00493,CAR006,Savannah,Rotterdam,1401.5,2025-07-12
SH-LOG-00497,CAR015,JFK,Los Angeles,7700.82,2025-07-12
SH-LOG-00617,CAR018,Multiple US,Multiple US,12383.09,2025-07-12
SH-LOG-00767,CAR019,JFK,Singapore,9977.08,2025-07-12
SH-LOG-00844,CAR005,Detroit,Cleveland,358.1,2025-07-12
SH-LOG-01512,CAR001,Chicago,Milwaukee,1458.19,2025-07-12
SH-LOG-01571,CAR008,Dallas,Atlanta,2206.57,2025-07-12
SH-LOG-01717,CAR014,Long Beach,Singapore,2968.7,2025-07-12
SH-LOG-01845,CAR019,JFK,Singapore,9173.18,2025-07-12
SH-LOG-01909,CAR013,Los Angeles,Phoenix,2948.36,2025-07-12
SH-LOG-02443,CAR014,Long Beach,Shanghai,3344.36,2025-07-12
SH-LOG-03152,CAR020,Chicago,Milwaukee,1379.02,2025-07-12
SH-LOG-04491,CAR013,Chicago,Detroit,2673.38,2025-07-12
SH-LOG-04646,CAR006,Long Beach,Hong Kong,3458.83,2025-07-12
SH-LOG-00839,CAR013,Detroit,Cleveland,451.78,2025-07-13
SH-LOG-01270,CAR012,Chicago,Indianapolis,2204.64,2025-07-13
SH-LOG-01926,CAR003,JFK,Los Angeles,7782.15,2025-07-13
SH-LOG-02038,CAR005,Dallas,Atlanta,2568.28,2025-07-13
SH-LOG-02889,CAR008,Denver,Salt Lake City,4578.17,2025-07-13
SH-LOG-03135,CAR011,Long Beach,Shanghai,3466.78,2025-07-13
SH-LOG-03301,CAR018,Multiple US,Multiple US,14487.63,2025-07-13
SH-LOG-03718,CAR017,Newark,Hamburg,2556.59,2025-07-13
SH-LOG-03887,CAR020,Los Angeles,Phoenix,3403.76,2025-07-13
SH-LOG-04141,CAR014,Long Beach,Shanghai,3263.47,2025-07-13
SH-LOG-04256,CAR008,Denver,Salt Lake City,4160.72,2025-07-13
SH-LOG-04605,CAR006,Long Beach,Hong Kong,3162.57,2025-07-13
SH-LOG-04649,CAR020,Los Angeles,Phoenix,3635.59,2025-07-13
SH-LOG-04894,CAR003,JFK,Dubai,6353.5,2025-07-13
SH-LOG-00147,CAR009,Long Beach,Hong Kong,3436.64,2025-07-14
SH-LOG-00357,CAR009,Long Beach,Shanghai,3122.95,2025-07-14
SH-LOG-02513,CAR018,Multiple US,Multiple US,15304.64,2025-07-14
SH-LOG-02525,CAR002,Newark,Hamburg,2634.99,2025-07-14
SH-LOG-03151,CAR008,Dallas,San Antonio,2020.57,2025-07-14
SH-LOG-03399,CAR011,Long Beach,Singapore,2887.49,2025-07-14
SH-LOG-04524,CAR010,Chicago,Detroit,2879.17,2025-07-14
SH-LOG-04579,CAR015,JFK,Singapore,9223.84,2025-07-14
SH-LOG-04645,CAR017,Long Beach,Hong Kong,3447.24,2025-07-14
SH-LOG-04687,CAR013,Los Angeles,Phoenix,3628.47,2025-07-14
SH-LOG-00191,CAR015,JFK,Los Angeles,7410.12,2025-07-15
SH-LOG-01032,CAR012,Seattle,Portland,3592.54,2025-07-15
SH-LOG-01040,CAR017,Long Beach,Hong Kong,3154.26,2025-07-15
SH-LOG-01044,CAR019,JFK,Singapore,10040.94,2025-07-15
SH-LOG-01392,CAR003,JFK,Los Angeles,6915.56,2025-07-15
SH-LOG-01452,CAR015,JFK,Los Angeles,7406.96,2025-07-15
SH-LOG-02546,CAR010,Seattle,Portland,4292.79,2025-07-15
SH-LOG-02606,CAR008,Chicago,Detroit,3179.44,2025-07-15
SH-LOG-02624,CAR013,Denver,Salt Lake City,3860.11,2025-07-15
SH-LOG-02643,CAR019,JFK,Los Angeles,6973.35,2025-07-15
SH-LOG-02927,CAR011,Long Beach,Singapore,2995.87,2025-07-15
SH-LOG-02978,CAR014,Long Beach,Hong Kong,3590.18,2025-07-15
SH-LOG-03055,CAR018,Multiple US,Multiple US,10784.57,2025-07-15
SH-LOG-03234,CAR007,JFK,Singapore,9298.42,2025-07-15
SH-LOG-03855,CAR011,Long Beach,Singapore,2864.14,2025-07-15
SH-LOG-04069,CAR013,Dallas,Atlanta,2380.58,2025-07-15
SH-LOG-04389,CAR009,Long Beach,Shanghai,3125.8,2025-07-15
SH-LOG-04493,CAR006,Long Beach,Shanghai,3296.87,2025-07-15
SH-LOG-04564,CAR002,Newark,Hamburg,2799.22,2025-07-15
SH-LOG-00042,CAR017,Savannah,Rotterdam,1302.47,2025-07-16
SH-LOG-00127,CAR015,JFK,Singapore,10020.92,2025-07-16
SH-LOG-00299,CAR013,Dallas,San Antonio,2150.08,2025-07-16
SH-LOG-00308,CAR016,Los Angeles,Phoenix,3191.24,2025-07-16
SH-LOG-00563,CAR013,Chicago,Milwaukee,1403.0,2025-07-16
SH-LOG-00663,CAR003,JFK,Singapore,9556.3,2025-07-16
SH-LOG-01096,CAR013,Seattle,Portland,3807.64,2025-07-16
SH-LOG-01255,CAR006,Newark,Hamburg,2834.04,2025-07-16
SH-LOG-01342,CAR010,Chicago,Indianapolis,2009.91,2025-07-16
SH-LOG-01827,CAR017,Long Beach,Shanghai,3430.3,2025-07-16
SH-LOG-02037,CAR004,Multiple US,Multiple US,14379.0,2025-07-16
SH-LOG-02449,CAR013,Los Angeles,Phoenix,3211.59,2025-07-16
SH-LOG-02791,CAR013,Detroit,Cleveland,544.92,2025-07-16
SH-LOG-03279,CAR020,Chicago,Houston,2996.61,2025-07-16
SH-LOG-04089,CAR001,Dallas,San Antonio,2572.8,2025-07-16
SH-LOG-04139,CAR019,JFK,Los Angeles,7672.64,2025-07-16
SH-LOG-04150,CAR019,JFK,Singapore,9639.58,2025-07-16
SH-LOG-00341,CAR006,Savannah,Rotterdam,1684.31,2025-07-17
SH-LOG-00470,CAR020,Chicago,Indianapolis,2599.31,2025-07-17
SH-LOG-00711,CAR019,JFK,Los Angeles,6921.01,2025-07-17
SH-LOG-01986,CAR007,O'Hare,Dallas-Fort Worth,4529.21,2025-07-17
SH-LOG-02137,CAR013,Denver,Salt Lake City,4153.15,2025-07-17
SH-LOG-02499,CAR016,Chicago,Detroit,2581.74,2025-07-17
SH-LOG-02577,CAR013,Dallas,Atlanta,2444.99,2025-07-17
SH-LOG-03697,CAR013,Dallas,Atlanta,2995.92,2025-07-17
SH-LOG-04546,CAR007,JFK,Dubai,5508.27,2025-07-17
SH-LOG-04637,CAR013,Denver,Salt Lake City,3974.03,2025-07-17
SH-LOG-00238,CAR019,JFK,Los Angeles,7001.7,2025-07-18
SH-LOG-00935,CAR015,O'Hare,Dallas-Fort Worth,5193.7,2025-07-18
SH-LOG-01208,CAR009,Newark,Hamburg,2540.75,2025-07-18
SH-LOG-01383,CAR006,Long Beach,Hong Kong,3133.2,2025-07-18
SH-LOG-02035,CAR011,Savannah,Rotterdam,1773.62,2025-07-18
SH-LOG-02077,CAR005,Dallas,San Antonio,2408.96,2025-07-18
SH-LOG-02167,CAR010,Detroit,Cleveland,567.33,2025-07-18
SH-LOG-02472,CAR002,Long Beach,Hong Kong,3367.38,2025-07-18
SH-LOG-02535,CAR005,Chicago,Indianapolis,2571.21,2025-07-18
SH-LOG-03011,CAR004,Multiple US,Multiple US,11932.96,2025-07-18
SH-LOG-04315,CAR014,Savannah,Rotterdam,1361.06,2025-07-18
SH-LOG-04341,CAR007,JFK,Singapore,9983.18,2025-07-18
SH-LOG-04463,CAR015,JFK,Los Angeles,7231.28,2025-07-18
SH-LOG-04868,CAR009,Newark,Hamburg,2637.81,2025-07-18
SH-LOG-04922,CAR003,JFK,Singapore,9591.48,2025-07-18
SH-LOG-00661,CAR009,Newark,Hamburg,2830.9,2025-07-19
SH-LOG-00667,CAR001,Dallas,San Antonio,2598.17,2025-07-19
SH-LOG-00899,CAR017,Long Beach,Singapore,2803.72,2025-07-19
SH-LOG-01064,CAR013,Chicago,Detroit,2483.63,2025-07-19
SH-LOG-01498,CAR013,Detroit,Cleveland,381.12,2025-07-19
SH-LOG-01902,CAR015,O'Hare,Dallas-Fort Worth,4795.5,2025-07-19
SH-LOG-02818,CAR009,Long Beach,Hong Kong,3175.11,2025-07-19
SH-LOG-04696,CAR013,Detroit,Cleveland,470.3,2025-07-19
SH-LOG-04931,CAR013,Seattle,Portland,4068.95,2025-07-19
SH-LOG-04952,CAR012,Denver,Salt Lake City,4196.45,2025-07-19
SH-LOG-00513,CAR020,Chicago,Detroit,2889.61,2025-07-20
SH-LOG-00800,CAR006,Long Beach,Hong Kong,3571.01,2025-07-20
SH-LOG-00807,CAR009,Long Beach,Shanghai,3196.9,2025-07-20
SH-LOG-01317,CAR011,Savannah,Rotterdam,1449.33,2025-07-20
SH-LOG-01360,CAR011,Long Beach,Singapore,2918.23,2025-07-20
SH-LOG-01385,CAR001,Dallas,Atlanta,2678.62,2025-07-20
SH-LOG-02085,CAR001,Chicago,Milwaukee,1114.57,2025-07-20
SH-LOG-02286,CAR013,Detroit,Cleveland,489.08,2025-07-20
SH-LOG-02674,CAR018,Multiple US,Multiple US,10366.51,2025-07-20
SH-LOG-02764,CAR003,JFK,Dubai,6324.5,2025-07-20
SH-LOG-03932,CAR013,Chicago,Indianapolis,2279.96,2025-07-20
SH-LOG-04882,CAR013,Chicago,Detroit,3359.99,2025-07-20
SH-LOG-04929,CAR013,Seattle,Portland,4231.42,2025-07-20
SH-LOG-00511,CAR001,Detroit,Cleveland,425.32,2025-07-21
SH-LOG-02365,CAR011,Long Beach,Hong Kong,3447.23,2025-07-21
SH-LOG-02533,CAR009,Newark,Hamburg,2415.74,2025-07-21
SH-LOG-02779,CAR012,Los Angeles,Phoenix,3104.68,2025-07-21
SH-LOG-03699,CAR016,Dallas,San Antonio,2014.11,2025-07-21
SH-LOG-03915,CAR013,Seattle,Portland,3690.19,2025-07-21
SH-LOG-00553,CAR011,Long Beach,Singapore,2914.06,2025-07-22
SH-LOG-00805,CAR005,Chicago,Detroit,2725.48,2025-07-22
SH-LOG-01357,CAR019,JFK,Los Angeles,7540.99,2025-07-22
SH-LOG-02049,CAR019,JFK,Singapore,9942.49,2025-07-22
SH-LOG-02092,CAR009,Long Beach,Hong Kong,3337.08,2025-07-22
SH-LOG-02164,CAR007,JFK,Dubai,5933.87,2025-07-22
SH-LOG-02374,CAR005,Chicago,Detroit,3054.35,2025-07-22
SH-LOG-02639,CAR001,Chicago,Houston,2765.04,2025-07-22
SH-LOG-02795,CAR011,Savannah,Rotterdam,1605.37,2025-07-22
SH-LOG-03138,CAR020,Chicago,Detroit,3380.7,2025-07-22
SH-LOG-03695,CAR007,O'Hare,Dallas-Fort Worth,4794.73,2025-07-22
SH-LOG-04404,CAR004,Multiple US,Multiple US,11517.17,2025-07-22
SH-LOG-04726,CAR003,JFK,Dubai,5623.17,2025-07-22
SH-LOG-04728,CAR013,Dallas,San Antonio,2182.45,2025-07-22
SH-LOG-04943,CAR001,Denver,Salt Lake City,4103.32,2025-07-22
SH-LOG-00039,CAR001,Dallas,Atlanta,2280.37,2025-07-23
SH-LOG-01337,CAR005,Chicago,Houston,2725.83,2025-07-23
SH-LOG-01375,CAR007,O'Hare,Dallas-Fort Worth,4838.38,2025-07-23
SH-LOG-01464,CAR005,Chicago,Houston,2516.67,2025-07-23
SH-LOG-02048,CAR007,O'Hare,Dallas-Fort Worth,4462.59,2025-07-23
SH-LOG-02075,CAR013,Chicago,Houston,2693.99,2025-07-23
SH-LOG-02100,CAR005,Dallas,Atlanta,2681.18,2025-07-23
SH-LOG-02108,CAR002,Long Beach,Singapore,2847.18,2025-07-23
SH-LOG-02329,CAR017,Long Beach,Shanghai,3284.83,2025-07-23
SH-LOG-02644,CAR007,JFK,Los Angeles,7047.27,2025-07-23
SH-LOG-02695,CAR015,JFK,Los Angeles,7204.53,2025-07-23
SH-LOG-03283,CAR013,Chicago,Indianapolis,2434.44,2025-07-23
SH-LOG-04212,CAR006,Newark,Hamburg,2641.88,2025-07-23
SH-LOG-04362,CAR002,Newark,Hamburg,2698.54,2025-07-23
SH-LOG-04390,CAR015,JFK,Singapore,9916.08,2025-07-23
SH-LOG-04740,CAR014,Long Beach,Singapore,2864.41,2025-07-23
SH-LOG-00469,CAR005,Seattle,Portland,4037.09,2025-07-24
SH-LOG-01624,CAR011,Long Beach,Hong Kong,3455.24,2025-07-24
SH-LOG-01911,CAR005,Dallas,San Antonio,2543.05,2025-07-24
SH-LOG-02246,CAR010,Dallas,San Antonio,2481.45,2025-07-24
SH-LOG-02247,CAR015,O'Hare,Dallas-Fort Worth,4682.1,2025-07-24
SH-LOG-02460,CAR002,Long Beach,Shanghai,3361.7,2025-07-24
SH-LOG-03417,CAR006,Long Beach,Singapore,3075.3,2025-07-24
SH-LOG-03840,CAR008,Chicago,Houston,2884.2,2025-07-24
SH-LOG-03930,CAR020,Chicago,Detroit,3034.17,2025-07-24
SH-LOG-03944,CAR008,Denver,Salt Lake City,4411.94,2025-07-24
SH-LOG-04303,CAR009,Long Beach,Shanghai,3231.19,2025-07-24
SH-LOG-00012,CAR017,Savannah,Rotterdam,1741.78,2025-07-25
SH-LOG-00112,CAR006,Long Beach,Hong Kong,3178.48,2025-07-25
SH-LOG-00401,CAR004,Multiple US,Multiple US,14238.21,2025-07-25
SH-LOG-00526,CAR015,O'Hare,Dallas-Fort Worth,4594.37,2025-07-25
SH-LOG-00538,CAR009,Newark,Hamburg,2403.16,2025-07-25
SH-LOG-00799,CAR013,Detroit,Cleveland,496.39,2025-07-25
SH-LOG-00873,CAR013,Chicago,Detroit,2402.09,2025-07-25
SH-LOG-01721,CAR018,Multiple US,Multiple US,13282.97,2025-07-25
SH-LOG-01865,CAR008,Seattle,Portland,3526.47,2025-07-25
SH-LOG-02141,CAR014,Long Beach,Singapore,3228.9,2025-07-25
SH-LOG-03290,CAR008,Chicago,Houston,2534.61,2025-07-25
SH-LOG-03484,CAR013,Denver,Salt Lake City,3658.41,2025-07-25
SH-LOG-03837,CAR006,Long Beach,Hong Kong,3542.87,2025-07-25
SH-LOG-03903,CAR012,Detroit,Cleveland,481.61,2025-07-25
SH-LOG-04523,CAR011,Long Beach,Singapore,2990.1,2025-07-25
SH-LOG-04772,CAR009,Newark,Hamburg,2676.08,2025-07-25
SH-LOG-04992,CAR005,Chicago,Milwaukee,1772.16,2025-07-25
SH-LOG-00010,CAR006,Long Beach,Hong Kong,3452.96,2025-07-26
SH-LOG-00071,CAR013,Chicago,Detroit,2942.75,2025-07-26
SH-LOG-00183,CAR018,Multiple US,Multiple US,12974.73,2025-07-26
SH-LOG-00802,CAR001,Chicago,Houston,2469.04,2025-07-26
SH-LOG-01057,CAR006,Newark,Hamburg,2468.09,2025-07-26
SH-LOG-01263,CAR013,Chicago,Milwaukee,1164.17,2025-07-26
SH-LOG-01401,CAR006,Newark,Hamburg,2406.7,2025-07-26
SH-LOG-01786,CAR001,Los Angeles,Phoenix,3219.08,2025-07-26
SH-LOG-01985,CAR007,JFK,Dubai,6119.02,2025-07-26
SH-LOG-02122,CAR013,Chicago,Indianapolis,2446.93,2025-07-26
SH-LOG-02135,CAR006,Long Beach,Shanghai,3163.32,2025-07-26
SH-LOG-02897,CAR002,Newark,Hamburg,2780.9,2025-07-26
SH-LOG-03521,CAR014,Long Beach,Hong Kong,3455.48,2025-07-26
SH-LOG-03926,CAR020,Detroit,Cleveland,316.74,2025-07-26
SH-LOG-04196,CAR008,Seattle,Portland,4019.91,2025-07-26
SH-LOG-00404,CAR019,O'Hare,Dallas-Fort Worth,4679.24,2025-07-27
SH-LOG-00902,CAR009,Savannah,Rotterdam,1753.65,2025-07-27
SH-LOG-01053,CAR013,Dallas,Atlanta,2147.55,2025-07-27
SH-LOG-01345,CAR002,Long Beach,Hong Kong,3188.47,2025-07-27
SH-LOG-01494,CAR009,Long Beach,Hong Kong,3433.29,2025-07-27
SH-LOG-02101,CAR016,Seattle,Portland,4064.08,2025-07-27
SH-LOG-02611,CAR017,Long Beach,Singapore,2893.59,2025-07-27
SH-LOG-02733,CAR005,Seattle,Portland,4004.41,2025-07-27
SH-LOG-03153,CAR005,Chicago,Indianapolis,2345.01,2025-07-27
SH-LOG-03909,CAR013,Chicago,Detroit,3106.35,2025-07-27
SH-LOG-04268,CAR007,JFK,Singapore,9780.09,2025-07-27
SH-LOG-04780,CAR013,Denver,Salt Lake City,4196.26,2025-07-27
SH-LOG-04967,CAR019,JFK,Dubai,6386.67,2025-07-27
SH-LOG-04970,CAR007,JFK,Los Angeles,7421.49,2025-07-27
SH-LOG-01329,CAR013,Chicago,Indianapolis,2244.44,2025-07-28
SH-LOG-01727,CAR020,Dallas,Atlanta,2285.39,2025-07-28
SH-LOG-02312,CAR017,Long Beach,Singapore,3035.77,2025-07-28
SH-LOG-02619,CAR005,Chicago,Indianapolis,2468.1,2025-07-28
SH-LOG-02880,CAR006,Long Beach,Singapore,2827.81,2025-07-28
SH-LOG-03892,CAR019,O'Hare,Dallas-Fort Worth,5055.12,2025-07-28
SH-LOG-04453,CAR002,Long Beach,Hong Kong,3192.17,2025-07-28
SH-LOG-04968,CAR001,Chicago,Indianapolis,1862.82,2025-07-28
SH-LOG-00447,CAR002,Long Beach,Shanghai,3416.55,2025-07-29
SH-LOG-00559,CAR008,Dallas,Atlanta,2235.93,2025-07-29
SH-LOG-01567,CAR018,Multiple US,Multiple US,15125.73,2025-07-29
SH-LOG-02091,CAR013,Chicago,Indianapolis,1986.54,2025-07-29
SH-LOG-02213,CAR006,Long Beach,Hong Kong,3484.06,2025-07-29
SH-LOG-02359,CAR020,Seattle,Portland,4193.45,2025-07-29
SH-LOG-02711,CAR020,Denver,Salt Lake City,4030.31,2025-07-29
SH-LOG-02901,CAR009,Long Beach,Singapore,2949.13,2025-07-29
SH-LOG-03373,CAR013,Chicago,Indianapolis,2572.65,2025-07-29
SH-LOG-03385,CAR014,Savannah,Rotterdam,1743.26,2025-07-29
SH-LOG-03508,CAR003,JFK,Dubai,5792.92,2025-07-29
SH-LOG-03741,CAR001,Dallas,Atlanta,2460.99,2025-07-29
SH-LOG-03774,CAR014,Long Beach,Hong Kong,3289.3,2025-07-29
SH-LOG-04287,CAR013,Chicago,Houston,2836.51,2025-07-29
SH-LOG-00287,CAR014,Savannah,Rotterdam,1468.63,2025-07-30
SH-LOG-00426,CAR001,Los Angeles,Phoenix,2898.65,2025-07-30
SH-LOG-00536,CAR013,Chicago,Milwaukee,1523.82,2025-07-30
SH-LOG-00804,CAR013,Dallas,Atlanta,2580.29,2025-07-30
SH-LOG-01368,CAR013,Detroit,Cleveland,431.64,2025-07-30
SH-LOG-01668,CAR010,Dallas,San Antonio,2747.93,2025-07-30
SH-LOG-01853,CAR018,Multiple US,Multiple US,15683.41,2025-07-30
SH-LOG-01898,CAR004,Multiple US,Multiple US,10394.28,2025-07-30
SH-LOG-01916,CAR019,JFK,Dubai,5445.56,2025-07-30
SH-LOG-02151,CAR017,Long Beach,Singapore,2974.66,2025-07-30
SH-LOG-02344,CAR005,Chicago,Indianapolis,2575.46,2025-07-30
SH-LOG-02501,CAR014,Long Beach,Shanghai,3401.07,2025-07-30
SH-LOG-03003,CAR007,JFK,Dubai,5449.18,2025-07-30
SH-LOG-03216,CAR012,Detroit,Cleveland,415.34,2025-07-30
SH-LOG-04039,CAR005,Dallas,Atlanta,2616.83,2025-07-30
SH-LOG-04997,CAR005,Chicago,Detroit,2891.54,2025-07-30
SH-LOG-00450,CAR013,Dallas,San Antonio,2690.11,2025-07-31
SH-LOG-00755,CAR015,JFK,Dubai,5403.27,2025-07-31
SH-LOG-01791,CAR013,Dallas,San Antonio,2005.51,2025-07-31
SH-LOG-01966,CAR002,Long Beach,Hong Kong,3264.41,2025-07-31
SH-LOG-03904,CAR013,Chicago,Milwaukee,1438.42,2025-07-31
SH-LOG-03939,CAR008,Dallas,Atlanta,2561.15,2025-07-31
SH-LOG-04054,CAR019,O'Hare,Dallas-Fort Worth,4804.39,2025-07-31
SH-LOG-04407,CAR006,Newark,Hamburg,2866.0,2025-07-31
SH-LOG-04934,CAR019,JFK,Singapore,8930.08,2025-07-31
SH-LOG-00437,CAR008,Chicago,Indianapolis,2101.71,2025-08-01
SH-LOG-00980,CAR001,Chicago,Houston,2605.54,2025-08-01
SH-LOG-01173,CAR012,Los Angeles,Phoenix,3753.29,2025-08-01
SH-LOG-01338,CAR013,Chicago,Houston,2937.05,2025-08-01
SH-LOG-01413,CAR020,Chicago,Houston,2341.88,2025-08-01
SH-LOG-02190,CAR001,Dallas,San Antonio,2515.82,2025-08-01
SH-LOG-02867,CAR002,Long Beach,Singapore,3101.56,2025-08-01
SH-LOG-03007,CAR007,JFK,Dubai,5641.9,2025-08-01
SH-LOG-03324,CAR006,Long Beach,Hong Kong,3202.56,2025-08-01
SH-LOG-03558,CAR007,JFK,Los Angeles,7633.64,2025-08-01
SH-LOG-03574,CAR006,Newark,Hamburg,2503.69,2025-08-01
SH-LOG-04006,CAR013,Dallas,Atlanta,2628.69,2025-08-01
SH-LOG-04102,CAR009,Long Beach,Singapore,2927.04,2025-08-01
SH-LOG-04827,CAR005,Detroit,Cleveland,347.02,2025-08-01
SH-LOG-04904,CAR001,Chicago,Milwaukee,1507.84,2025-08-01
SH-LOG-00083,CAR017,Long Beach,Hong Kong,3582.58,2025-08-02
SH-LOG-00121,CAR018,Multiple US,Multiple US,13312.34,2025-08-02
SH-LOG-01144,CAR008,Chicago,Detroit,3338.85,2025-08-02
SH-LOG-02080,CAR015,JFK,Dubai,6250.0,2025-08-02
SH-LOG-02362,CAR002,Newark,Hamburg,2425.81,2025-08-02
SH-LOG-02911,CAR007,JFK,Singapore,9292.35,2025-08-02
SH-LOG-03061,CAR020,Dallas,Atlanta,2223.72,2025-08-02
SH-LOG-03284,CAR006,Newark,Hamburg,2615.02,2025-08-02
SH-LOG-03533,CAR013,Dallas,Atlanta,2796.75,2025-08-02
SH-LOG-03935,CAR013,Dallas,San Antonio,2704.19,2025-08-02
SH-LOG-00455,CAR009,Long Beach,Singapore,2891.98,2025-08-03
SH-LOG-00588,CAR013,Seattle,Portland,4133.42,2025-08-03
SH-LOG-01234,CAR018,Multiple US,Multiple US,10614.03,2025-08-03
SH-LOG-01284,CAR017,Long Beach,Singapore,3233.15,2025-08-03
SH-LOG-01594,CAR018,Multiple US,Multiple US,10668.42,2025-08-03
SH-LOG-01656,CAR013,Denver,Salt Lake City,4373.01,2025-08-03
SH-LOG-02133,CAR019,JFK,Los Angeles,7339.24,2025-08-03
SH-LOG-02616,CAR019,O'Hare,Dallas-Fort Worth,4720.05,2025-08-03
SH-LOG-03000,CAR006,Long Beach,Shanghai,3276.86,2025-08-03
SH-LOG-03263,CAR001,Chicago,Detroit,2452.79,2025-08-03
SH-LOG-04095,CAR014,Long Beach,Singapore,2815.24,2025-08-03
SH-LOG-04121,CAR018,Multiple US,Multiple US,14796.19,2025-08-03
SH-LOG-04761,CAR013,Chicago,Indianapolis,1878.97,2025-08-03
SH-LOG-00792,CAR013,Detroit,Cleveland,459.28,2025-08-04
SH-LOG-00841,CAR013,Seattle,Portland,3543.95,2025-08-04
SH-LOG-01033,CAR005,Chicago,Detroit,3132.44,2025-08-04
SH-LOG-02081,CAR019,O'Hare,Dallas-Fort Worth,4953.88,2025-08-04
SH-LOG-02368,CAR013,Chicago,Houston,2771.24,2025-08-04
SH-LOG-02947,CAR018,Multiple US,Multiple US,15511.2,2025-08-04
SH-LOG-03262,CAR007,JFK,Singapore,9050.89,2025-08-04
SH-LOG-03526,CAR007,O'Hare,Dallas-Fort Worth,4548.84,2025-08-04
SH-LOG-03536,CAR009,Long Beach,Hong Kong,3105.88,2025-08-04
SH-LOG-03793,CAR017,Long Beach,Shanghai,3186.58,2025-08-04
SH-LOG-04055,CAR001,Denver,Salt Lake City,4114.12,2025-08-04
SH-LOG-04261,CAR002,Long Beach,Singapore,3136.11,2025-08-04
SH-LOG-00242,CAR007,JFK,Dubai,5838.55,2025-08-05
SH-LOG-00535,CAR007,JFK,Los Angeles,7276.04,2025-08-05
SH-LOG-01299,CAR019,JFK,Dubai,5564.81,2025-08-05
SH-LOG-01468,CAR020,Los Angeles,Phoenix,3448.03,2025-08-05
SH-LOG-02129,CAR002,Long Beach,Singapore,3056.84,2025-08-05
SH-LOG-02618,CAR001,Chicago,Detroit,2691.21,2025-08-05
SH-LOG-03179,CAR020,Denver,Salt Lake City,4450.83,2025-08-05
SH-LOG-04595,CAR005,Chicago,Houston,2480.9,2025-08-05
SH-LOG-04603,CAR009,Long Beach,Singapore,2834.6,2025-08-05
SH-LOG-00445,CAR020,Dallas,San Antonio,2761.81,2025-08-06
SH-LOG-00532,CAR013,Chicago,Detroit,3104.15,2025-08-06
SH-LOG-01918,CAR014,Long Beach,Singapore,3214.88,2025-08-06
SH-LOG-02714,CAR012,Los Angeles,Phoenix,3170.74,2025-08-06
SH-LOG-02728,CAR002,Long Beach,Hong Kong,3249.84,2025-08-06
SH-LOG-02813,CAR003,O'Hare,Dallas-Fort Worth,4662.85,2025-08-06
SH-LOG-02965,CAR013,Denver,Salt Lake City,3758.08,2025-08-06
SH-LOG-03069,CAR001,Chicago,Houston,3187.45,2025-08-06
SH-LOG-00160,CAR017,Newark,Hamburg,2849.07,2025-08-07
SH-LOG-00444,CAR006,Long Beach,Shanghai,3197.45,2025-08-07
SH-LOG-00619,CAR007,JFK,Dubai,5559.86,2025-08-07
SH-LOG-00989,CAR007,JFK,Singapore,9420.78,2025-08-07
SH-LOG-02506,CAR005,Chicago,Detroit,3399.5,2025-08-07
SH-LOG-03121,CAR013,Dallas,San Antonio,2649.47,2025-08-07
SH-LOG-03659,CAR001,Detroit,Cleveland,429.8,2025-08-07
SH-LOG-04099,CAR011,Long Beach,Hong Kong,3124.58,2025-08-07
SH-LOG-04465,CAR008,Chicago,Detroit,2442.71,2025-08-07
SH-LOG-00040,CAR006,Long Beach,Shanghai,3092.3,2025-08-08
SH-LOG-00427,CAR018,Multiple US,Multiple US,10437.78,2025-08-08
SH-LOG-00590,CAR008,Chicago,Detroit,2698.18,2025-08-08
SH-LOG-01145,CAR018,Multiple US,Multiple US,13121.54,2025-08-08
SH-LOG-01328,CAR006,Long Beach,Hong Kong,3116.89,2025-08-08
SH-LOG-01524,CAR013,Dallas,Atlanta,2998.72,2025-08-08
SH-LOG-02022,CAR019,JFK,Singapore,8867.28,2025-08-08
SH-LOG-02143,CAR013,Chicago,Indianapolis,2338.54,2025-08-08
SH-LOG-02436,CAR015,O'Hare,Dallas-Fort Worth,4454.73,2025-08-08
SH-LOG-02570,CAR001,Chicago,Houston,2227.32,2025-08-08
SH-LOG-03621,CAR019,JFK,Dubai,6263.52,2025-08-08
SH-LOG-04053,CAR009,Long Beach,Shanghai,3101.89,2025-08-08
SH-LOG-00485,CAR004,Multiple US,Multiple US,10143.01,2025-08-09
SH-LOG-00624,CAR001,Chicago,Houston,2942.81,2025-08-09
SH-LOG-00664,CAR017,Newark,Hamburg,2469.76,2025-08-09
SH-LOG-01058,CAR001,Chicago,Milwaukee,1695.17,2025-08-09
SH-LOG-02278,CAR019,O'Hare,Dallas-Fort Worth,5031.93,2025-08-09
SH-LOG-02601,CAR014,Long Beach,Singapore,3027.72,2025-08-09
SH-LOG-02778,CAR013,Chicago,Detroit,2787.21,2025-08-09
SH-LOG-02796,CAR008,Seattle,Portland,3557.74,2025-08-09
SH-LOG-02929,CAR006,Long Beach,Hong Kong,3454.65,2025-08-09
