transaction_id,date,supplier_id,supplier_name,category,subcategory,description,amount_usd,po_number,cost_center,department,payment_terms,invoice_status
TXN-01656,2025-06-14,SUP015,Atlantic Carriers,logistics,ocean freight,ocean freight - Atlantic Carriers,17661.54,PO-316890,CC500,Admin,net_45,pending
TXN-01782,2025-06-14,SUP018,Gulf Coast Shipping,logistics,drayage,drayage - Gulf Coast Shipping,8875.17,PO-332074,CC200,Manufacturing,net_30,paid
TXN-01954,2025-06-14,SUP009,Harbor Wire,direct-materials,aluminum sheet,aluminum sheet - Harbor Wire,39348.83,PO-426312,CC300,Operations,net_30,paid
TXN-02012,2025-06-14,SUP041,ThermaFlow HVAC,mro,abrasives,abrasives - ThermaFlow HVAC,7069.37,PO-925189,CC100,Manufacturing,net_30,paid
TXN-02480,2025-06-14,SUP031,Westside Catering,indirect,print services,print services - Westside Catering,13509.39,PO-349717,CC400,Quality,net_15,pending
TXN-00148,2025-06-15,SUP030,Nova Staffing,indirect,temp staffing,temp staffing - Nova Staffing,9841.59,PO-931621,CC100,Admin,net_30,paid
TXN-00482,2025-06-15,SUP032,Metro Print Services,indirect,training,training - Metro Print Services,15660.87,PO-339030,CC200,Engineering,net_30,overdue
TXN-00977,2025-06-15,SUP041,ThermaFlow HVAC,mro,industrial supplies,industrial supplies - ThermaFlow HVAC,7568.02,PO-873637,CC100,Manufacturing,net_30,paid
TXN-01525,2025-06-15,SUP004,Apex Electronics,direct-materials,specialty metals,specialty metals - Apex Electronics,24329.6,PO-151521,CC400,Quality,net_30,paid
TXN-01654,2025-06-15,SUP037,SafeGuard PPE,mro,HVAC parts,HVAC parts - SafeGuard PPE,7096.88,PO-464218,CC300,Operations,net_30,paid
TXN-02146,2025-06-15,SUP031,Westside Catering,indirect,legal services,legal services - Westside Catering,9391.54,PO-280793,CC400,Admin,net_15,paid
TXN-00114,2025-06-16,SUP049,Ridgeline Hydraulics,mro,hydraulic parts,hydraulic parts - Ridgeline Hydraulics,5253.11,PO-565230,CC200,Engineering,net_30,pending
TXN-00189,2025-06-16,SUP009,Harbor Wire,direct-materials,fasteners,fasteners - Harbor Wire,13732.97,PO-632351,CC500,Admin,net_30,paid
TXN-00295,2025-06-16,SUP002,Heartland Polymers,direct-materials,polymers,polymers - Heartland Polymers,16904.65,PO-722795,CC100,Quality,net_45,paid
TXN-00657,2025-06-16,SUP037,SafeGuard PPE,mro,hydraulic parts,hydraulic parts - SafeGuard PPE,5645.09,PO-855829,CC300,Operations,net_30,paid
TXN-01394,2025-06-16,SUP049,Ridgeline Hydraulics,mro,welding gases,welding gases - Ridgeline Hydraulics,6559.95,PO-496230,CC400,Manufacturing,net_30,paid
TXN-01849,2025-06-16,SUP039,Voltex Electrical,mro,industrial supplies,industrial supplies - Voltex Electrical,4895.86,PO-158840,CC300,Engineering,net_30,paid
TXN-01963,2025-06-16,SUP038,Precision Tools USA,mro,calibration services,calibration services - Precision Tools USA,4388.67,PO-621824,CC200,Admin,net_30,paid
TXN-02015,2025-06-16,SUP046,Atlas Abrasives,mro,filtration,filtration - Atlas Abrasives,1814.13,PO-941310,CC500,Operations,net_30,pending
TXN-02235,2025-06-16,SUP011,Prairie Components,direct-materials,specialty metals,specialty metals - Prairie Components,41036.55,PO-140833,CC500,Manufacturing,net_30,overdue
TXN-00063,2025-06-17,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,6729.29,PO-831059,CC300,Admin,net_30,pending
TXN-00173,2025-06-17,SUP042,BearingPoint Mechanical,mro,electrical,electrical - BearingPoint Mechanical,6612.78,PO-253557,CC300,Operations,net_30,paid
TXN-00334,2025-06-17,SUP020,Lakeshore Warehousing,logistics,warehousing,warehousing - Lakeshore Warehousing,12784.19,PO-238943,CC100,Operations,net_30,paid
TXN-00335,2025-06-17,SUP036,Industrial Supply Co,mro,bearings,bearings - Industrial Supply Co,4660.55,PO-127537,CC100,Engineering,net_30,paid
TXN-00391,2025-06-17,SUP006,Summit Metals,direct-materials,polymers,polymers - Summit Metals,35038.25,PO-428572,CC300,Engineering,net_30,paid
TXN-00541,2025-06-17,SUP032,Metro Print Services,indirect,office supplies,office supplies - Metro Print Services,13796.44,PO-523037,CC400,Manufacturing,net_30,paid
TXN-00952,2025-06-17,SUP027,Apex Legal Partners,indirect,consulting,consulting - Apex Legal Partners,7115.17,PO-328459,CC200,Admin,net_45,paid
TXN-01241,2025-06-17,SUP014,Continental Freight,logistics,expedited,expedited - Continental Freight,12044.13,PO-847143,CC500,Admin,net_45,paid
TXN-01308,2025-06-17,SUP001,Great Lakes Steel,direct-materials,coatings,coatings - Great Lakes Steel,21402.35,PO-811267,CC200,Quality,net_45,overdue
TXN-01682,2025-06-17,SUP002,Heartland Polymers,direct-materials,wire harness,wire harness - Heartland Polymers,35939.51,PO-625860,CC400,Quality,net_45,paid
TXN-02318,2025-06-17,SUP036,Industrial Supply Co,mro,PPE,PPE - Industrial Supply Co,623.24,PO-692612,CC200,Operations,net_30,paid
TXN-02472,2025-06-17,SUP039,Voltex Electrical,mro,HVAC parts,HVAC parts - Voltex Electrical,6362.62,PO-334412,CC500,Manufacturing,net_30,paid
TXN-00095,2025-06-18,SUP027,Apex Legal Partners,indirect,training,training - Apex Legal Partners,6999.59,PO-999398,CC200,Engineering,net_45,paid
TXN-00454,2025-06-18,SUP040,AquaPure Filtration,mro,welding gases,welding gases - AquaPure Filtration,2156.71,PO-620287,CC200,Engineering,net_30,paid
TXN-00521,2025-06-18,SUP039,Voltex Electrical,mro,bearings,bearings - Voltex Electrical,5755.45,PO-636435,CC500,Manufacturing,net_30,paid
TXN-00551,2025-06-18,SUP012,Redwood Rubber,direct-materials,aluminum sheet,aluminum sheet - Redwood Rubber,35028.3,PO-506224,CC500,Admin,net_30,pending
TXN-00713,2025-06-18,SUP030,Nova Staffing,indirect,temp staffing,temp staffing - Nova Staffing,13092.08,PO-274912,CC200,Admin,net_30,paid
TXN-00853,2025-06-18,SUP001,Great Lakes Steel,direct-materials,wire harness,wire harness - Great Lakes Steel,23216.2,PO-818798,CC400,Engineering,net_45,paid
TXN-01580,2025-06-18,SUP015,Atlantic Carriers,logistics,air freight,air freight - Atlantic Carriers,24589.22,PO-282450,CC400,Quality,net_45,pending
TXN-01724,2025-06-18,SUP042,BearingPoint Mechanical,mro,insulation,insulation - BearingPoint Mechanical,6129.4,PO-140048,CC300,Manufacturing,net_30,paid
TXN-01809,2025-06-18,SUP029,Greenfield Facilities,indirect,energy,energy - Greenfield Facilities,8571.71,PO-253075,CC300,Admin,net_30,pending
TXN-01915,2025-06-18,SUP028,Clearview IT Services,indirect,training,training - Clearview IT Services,8457.62,PO-907346,CC300,Engineering,net_30,pending
TXN-01995,2025-06-18,SUP021,Patriot Trucking,logistics,ocean freight,ocean freight - Patriot Trucking,11148.19,PO-817557,CC200,Manufacturing,net_15,paid
TXN-02272,2025-06-18,SUP025,Bright Spark Energy,indirect,temp staffing,temp staffing - Bright Spark Energy,14578.98,PO-946489,CC500,Quality,net_45,paid
TXN-00043,2025-06-19,SUP042,BearingPoint Mechanical,mro,calibration services,calibration services - BearingPoint Mechanical,5657.17,PO-916232,CC400,Operations,net_30,paid
TXN-00120,2025-06-19,SUP013,Pinnacle Alloys,direct-materials,plastic resin,plastic resin - Pinnacle Alloys,44976.82,PO-348728,CC400,Admin,net_45,paid
TXN-00558,2025-06-19,SUP028,Clearview IT Services,indirect,print services,print services - Clearview IT Services,14837.03,PO-126499,CC400,Operations,net_30,paid
TXN-01089,2025-06-19,SUP029,Greenfield Facilities,indirect,energy,energy - Greenfield Facilities,14683.28,PO-919621,CC500,Admin,net_30,pending
TXN-01417,2025-06-19,SUP028,Clearview IT Services,indirect,marketing,marketing - Clearview IT Services,7632.79,PO-794940,CC500,Manufacturing,net_30,paid
TXN-02177,2025-06-19,SUP012,Redwood Rubber,direct-materials,fasteners,fasteners - Redwood Rubber,41952.14,PO-103322,CC200,Engineering,net_30,paid
TXN-00267,2025-06-20,SUP036,Industrial Supply Co,mro,cutting tools,cutting tools - Industrial Supply Co,5721.28,PO-745584,CC500,Operations,net_30,paid
TXN-00518,2025-06-20,SUP039,Voltex Electrical,mro,abrasives,abrasives - Voltex Electrical,7960.1,PO-785315,CC100,Manufacturing,net_30,paid
TXN-00976,2025-06-20,SUP033,Riverview Insurance,indirect,catering,catering - Riverview Insurance,6101.7,PO-228125,CC300,Quality,net_45,paid
TXN-01162,2025-06-20,SUP022,Skybridge Air Cargo,logistics,air freight,air freight - Skybridge Air Cargo,21491.17,PO-596580,CC200,Engineering,net_30,pending
TXN-01985,2025-06-20,SUP019,Mountain Transport,logistics,warehousing,warehousing - Mountain Transport,21821.18,PO-897955,CC100,Quality,net_30,pending
TXN-02314,2025-06-20,SUP001,Great Lakes Steel,direct-materials,aluminum sheet,aluminum sheet - Great Lakes Steel,25797.71,PO-868206,CC300,Quality,net_45,paid
TXN-02406,2025-06-20,SUP013,Pinnacle Alloys,direct-materials,electronic components,electronic components - Pinnacle Alloys,43271.67,PO-293938,CC200,Engineering,net_45,pending
TXN-00682,2025-06-21,SUP005,Cascade Fasteners,direct-materials,fasteners,fasteners - Cascade Fasteners,14749.07,PO-767830,CC400,Admin,net_30,paid
TXN-00909,2025-06-21,SUP044,LubeMax Industrial,mro,industrial supplies,industrial supplies - LubeMax Industrial,3229.93,PO-501557,CC300,Quality,net_30,paid
TXN-01184,2025-06-21,SUP044,LubeMax Industrial,mro,abrasives,abrasives - LubeMax Industrial,1529.33,PO-454820,CC200,Engineering,net_30,paid
TXN-01273,2025-06-21,SUP013,Pinnacle Alloys,direct-materials,wire harness,wire harness - Pinnacle Alloys,25999.44,PO-572552,CC500,Operations,net_45,paid
TXN-01522,2025-06-21,SUP010,Keystone Coatings,direct-materials,polymers,polymers - Keystone Coatings,25055.3,PO-352248,CC100,Quality,net_15,paid
TXN-01677,2025-06-21,SUP011,Prairie Components,direct-materials,machined parts,machined parts - Prairie Components,27832.48,PO-743095,CC500,Engineering,net_30,paid
TXN-00294,2025-06-22,SUP023,Harbor Drayage,logistics,air freight,air freight - Harbor Drayage,6412.67,PO-133782,CC400,Admin,net_30,pending
TXN-01539,2025-06-22,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,22610.19,PO-383049,CC500,Manufacturing,net_30,paid
TXN-01883,2025-06-22,SUP015,Atlantic Carriers,logistics,LTL domestic,LTL domestic - Atlantic Carriers,5026.73,PO-598796,CC400,Quality,net_45,pending
TXN-01912,2025-06-22,SUP003,Pacific Aluminum,direct-materials,fasteners,fasteners - Pacific Aluminum,22115.56,PO-757350,CC400,Quality,net_30,paid
TXN-02144,2025-06-22,SUP004,Apex Electronics,direct-materials,raw steel,raw steel - Apex Electronics,26877.25,PO-650044,CC300,Admin,net_30,paid
TXN-00061,2025-06-23,SUP039,Voltex Electrical,mro,fire detection,fire detection - Voltex Electrical,7728.01,PO-915573,CC200,Engineering,net_30,paid
TXN-01063,2025-06-23,SUP006,Summit Metals,direct-materials,raw steel,raw steel - Summit Metals,36439.93,PO-876487,CC400,Operations,net_30,pending
TXN-01672,2025-06-23,SUP030,Nova Staffing,indirect,training,training - Nova Staffing,17279.21,PO-464462,CC400,Operations,net_30,pending
TXN-02442,2025-06-23,SUP015,Atlantic Carriers,logistics,air freight,air freight - Atlantic Carriers,22244.13,PO-989272,CC500,Operations,net_45,paid
TXN-00801,2025-06-24,SUP030,Nova Staffing,indirect,print services,print services - Nova Staffing,7895.21,PO-104309,CC300,Manufacturing,net_30,paid
TXN-01830,2025-06-24,SUP041,ThermaFlow HVAC,mro,flooring,flooring - ThermaFlow HVAC,1047.91,PO-563363,CC100,Quality,net_30,paid
TXN-01983,2025-06-24,SUP015,Atlantic Carriers,logistics,LTL domestic,LTL domestic - Atlantic Carriers,4551.54,PO-266643,CC400,Manufacturing,net_45,paid
TXN-02277,2025-06-24,SUP007,Liberty Composites,direct-materials,wire harness,wire harness - Liberty Composites,30001.99,PO-721685,CC200,Quality,net_30,paid
TXN-02420,2025-06-24,SUP025,Bright Spark Energy,indirect,office supplies,office supplies - Bright Spark Energy,2532.98,PO-974208,CC400,Admin,net_45,paid
TXN-00610,2025-06-25,SUP011,Prairie Components,direct-materials,rubber seals,rubber seals - Prairie Components,21402.25,PO-793223,CC200,Quality,net_30,pending
TXN-01376,2025-06-25,SUP024,Pinnacle Office Solutions,indirect,marketing,marketing - Pinnacle Office Solutions,8899.96,PO-557311,CC100,Quality,net_30,paid
TXN-02490,2025-06-25,SUP009,Harbor Wire,direct-materials,coatings,coatings - Harbor Wire,19268.04,PO-187008,CC400,Engineering,net_30,paid
TXN-00075,2025-06-26,SUP008,Frontier Plastics,direct-materials,specialty metals,specialty metals - Frontier Plastics,34687.52,PO-878967,CC500,Operations,net_30,paid
TXN-00472,2025-06-26,SUP044,LubeMax Industrial,mro,cutting tools,cutting tools - LubeMax Industrial,7870.66,PO-893969,CC400,Operations,net_30,pending
TXN-00648,2025-06-26,SUP023,Harbor Drayage,logistics,LTL domestic,LTL domestic - Harbor Drayage,6431.9,PO-182300,CC400,Admin,net_30,paid
TXN-00878,2025-06-26,SUP048,CoreShield Insulation,mro,HVAC parts,HVAC parts - CoreShield Insulation,5587.98,PO-817318,CC500,Admin,net_15,paid
TXN-01009,2025-06-26,SUP037,SafeGuard PPE,mro,calibration services,calibration services - SafeGuard PPE,6008.6,PO-647312,CC500,Admin,net_30,paid
TXN-01238,2025-06-26,SUP035,Prism Marketing,indirect,temp staffing,temp staffing - Prism Marketing,8018.55,PO-343697,CC200,Manufacturing,net_15,paid
TXN-01717,2025-06-26,SUP045,ProWeld Gases,mro,abrasives,abrasives - ProWeld Gases,6417.24,PO-685005,CC400,Engineering,net_30,paid
TXN-01952,2025-06-26,SUP002,Heartland Polymers,direct-materials,plastic resin,plastic resin - Heartland Polymers,32028.06,PO-447907,CC100,Manufacturing,net_45,pending
TXN-02278,2025-06-26,SUP036,Industrial Supply Co,mro,HVAC parts,HVAC parts - Industrial Supply Co,5944.28,PO-755303,CC100,Engineering,net_30,paid
TXN-00202,2025-06-27,SUP050,Beacon Calibration,mro,filtration,filtration - Beacon Calibration,2660.76,PO-150068,CC200,Quality,net_30,paid
TXN-00781,2025-06-27,SUP005,Cascade Fasteners,direct-materials,aluminum sheet,aluminum sheet - Cascade Fasteners,18834.81,PO-828361,CC300,Engineering,net_30,paid
TXN-00866,2025-06-27,SUP045,ProWeld Gases,mro,flooring,flooring - ProWeld Gases,6634.82,PO-694798,CC500,Engineering,net_30,paid
TXN-01224,2025-06-27,SUP027,Apex Legal Partners,indirect,print services,print services - Apex Legal Partners,17874.43,PO-486643,CC100,Manufacturing,net_45,paid
TXN-01499,2025-06-27,SUP024,Pinnacle Office Solutions,indirect,facilities maintenance,facilities maintenance - Pinnacle Office Solutions,3893.15,PO-110100,CC300,Manufacturing,net_30,paid
TXN-01636,2025-06-27,SUP047,SignalFire Detection,mro,fire detection,fire detection - SignalFire Detection,3635.6,PO-988767,CC500,Manufacturing,net_30,paid
TXN-01699,2025-06-27,SUP001,Great Lakes Steel,direct-materials,rubber seals,rubber seals - Great Lakes Steel,13997.45,PO-274270,CC200,Quality,net_45,pending
TXN-02358,2025-06-27,SUP005,Cascade Fasteners,direct-materials,raw steel,raw steel - Cascade Fasteners,10246.34,PO-510702,CC300,Admin,net_30,paid
TXN-00090,2025-06-28,SUP037,SafeGuard PPE,mro,flooring,flooring - SafeGuard PPE,7408.94,PO-591465,CC300,Quality,net_30,pending
TXN-00769,2025-06-28,SUP021,Patriot Trucking,logistics,ocean freight,ocean freight - Patriot Trucking,18217.78,PO-195620,CC100,Quality,net_15,paid
TXN-01164,2025-06-28,SUP007,Liberty Composites,direct-materials,coatings,coatings - Liberty Composites,31137.9,PO-189689,CC100,Manufacturing,net_30,paid
TXN-01245,2025-06-28,SUP001,Great Lakes Steel,direct-materials,coatings,coatings - Great Lakes Steel,16606.42,PO-423851,CC200,Quality,net_45,pending
TXN-01442,2025-06-28,SUP029,Greenfield Facilities,indirect,consulting,consulting - Greenfield Facilities,12229.82,PO-696360,CC400,Manufacturing,net_30,paid
TXN-01908,2025-06-28,SUP018,Gulf Coast Shipping,logistics,last mile,last mile - Gulf Coast Shipping,6089.69,PO-861244,CC500,Operations,net_30,paid
TXN-02398,2025-06-28,SUP042,BearingPoint Mechanical,mro,fire detection,fire detection - BearingPoint Mechanical,3307.27,PO-155994,CC100,Engineering,net_30,paid
TXN-02465,2025-06-28,SUP037,SafeGuard PPE,mro,abrasives,abrasives - SafeGuard PPE,787.37,PO-276076,CC300,Admin,net_30,paid
TXN-00138,2025-06-29,SUP004,Apex Electronics,direct-materials,electronic components,electronic components - Apex Electronics,37111.4,PO-925206,CC500,Operations,net_30,paid
TXN-00142,2025-06-29,SUP002,Heartland Polymers,direct-materials,raw steel,raw steel - Heartland Polymers,14447.11,PO-877747,CC400,Admin,net_45,paid
TXN-00219,2025-06-29,SUP044,LubeMax Industrial,mro,industrial supplies,industrial supplies - LubeMax Industrial,6359.84,PO-170499,CC200,Engineering,net_30,paid
TXN-00408,2025-06-29,SUP047,SignalFire Detection,mro,HVAC parts,HVAC parts - SignalFire Detection,2444.35,PO-886197,CC300,Manufacturing,net_30,pending
TXN-00473,2025-06-29,SUP011,Prairie Components,direct-materials,electronic components,electronic components - Prairie Components,43970.1,PO-144748,CC400,Manufacturing,net_30,overdue
TXN-00672,2025-06-29,SUP048,CoreShield Insulation,mro,abrasives,abrasives - CoreShield Insulation,2631.31,PO-237654,CC500,Operations,net_15,paid
TXN-00925,2025-06-29,SUP003,Pacific Aluminum,direct-materials,coatings,coatings - Pacific Aluminum,44769.6,PO-562305,CC300,Engineering,net_30,paid
TXN-02202,2025-06-29,SUP027,Apex Legal Partners,indirect,catering,catering - Apex Legal Partners,4253.78,PO-943934,CC100,Operations,net_45,paid
TXN-02243,2025-06-29,SUP010,Keystone Coatings,direct-materials,plastic resin,plastic resin - Keystone Coatings,11983.96,PO-256580,CC100,Engineering,net_15,pending
TXN-00054,2025-06-30,SUP026,Helix Consulting,indirect,catering,catering - Helix Consulting,13448.99,PO-752483,CC500,Manufacturing,net_30,pending
TXN-00249,2025-06-30,SUP018,Gulf Coast Shipping,logistics,LTL domestic,LTL domestic - Gulf Coast Shipping,21156.85,PO-201377,CC400,Engineering,net_30,pending
TXN-00612,2025-06-30,SUP027,Apex Legal Partners,indirect,office supplies,office supplies - Apex Legal Partners,1870.36,PO-701344,CC500,Operations,net_45,paid
TXN-00825,2025-06-30,SUP040,AquaPure Filtration,mro,bearings,bearings - AquaPure Filtration,7898.16,PO-993916,CC300,Manufacturing,net_30,paid
TXN-01154,2025-06-30,SUP038,Precision Tools USA,mro,PPE,PPE - Precision Tools USA,1461.85,PO-372235,CC500,Operations,net_30,pending
TXN-01172,2025-06-30,SUP009,Harbor Wire,direct-materials,raw steel,raw steel - Harbor Wire,37489.95,PO-426806,CC500,Quality,net_30,paid
TXN-01357,2025-06-30,SUP032,Metro Print Services,indirect,training,training - Metro Print Services,10577.04,PO-440669,CC400,Admin,net_30,paid
TXN-01408,2025-06-30,SUP018,Gulf Coast Shipping,logistics,drayage,drayage - Gulf Coast Shipping,6182.69,PO-290706,CC400,Engineering,net_30,paid
TXN-02072,2025-06-30,SUP030,Nova Staffing,indirect,insurance,insurance - Nova Staffing,6198.59,PO-438484,CC100,Manufacturing,net_30,paid
TXN-02151,2025-06-30,SUP039,Voltex Electrical,mro,electrical,electrical - Voltex Electrical,6772.79,PO-602651,CC500,Admin,net_30,pending
TXN-00228,2025-07-01,SUP030,Nova Staffing,indirect,print services,print services - Nova Staffing,14760.42,PO-741674,CC100,Manufacturing,net_30,paid
TXN-00705,2025-07-01,SUP043,FloorMaster Surfaces,mro,hydraulic parts,hydraulic parts - FloorMaster Surfaces,1000.1,PO-287316,CC100,Operations,net_15,paid
TXN-00730,2025-07-01,SUP033,Riverview Insurance,indirect,marketing,marketing - Riverview Insurance,8669.1,PO-899049,CC200,Quality,net_45,paid
TXN-00784,2025-07-01,SUP021,Patriot Trucking,logistics,drayage,drayage - Patriot Trucking,8712.52,PO-744129,CC500,Quality,net_15,paid
TXN-00807,2025-07-01,SUP022,Skybridge Air Cargo,logistics,FTL domestic,FTL domestic - Skybridge Air Cargo,14892.7,PO-130401,CC400,Manufacturing,net_30,paid
TXN-01114,2025-07-01,SUP009,Harbor Wire,direct-materials,plastic resin,plastic resin - Harbor Wire,31642.26,PO-838747,CC500,Admin,net_30,paid
TXN-01215,2025-07-01,SUP027,Apex Legal Partners,indirect,energy,energy - Apex Legal Partners,7953.24,PO-662511,CC400,Quality,net_45,paid
TXN-01216,2025-07-01,SUP025,Bright Spark Energy,indirect,legal services,legal services - Bright Spark Energy,17259.1,PO-315667,CC300,Quality,net_45,pending
TXN-01370,2025-07-01,SUP043,FloorMaster Surfaces,mro,lubricants,lubricants - FloorMaster Surfaces,602.46,PO-447300,CC300,Engineering,net_15,paid
TXN-01479,2025-07-01,SUP006,Summit Metals,direct-materials,raw steel,raw steel - Summit Metals,35570.77,PO-575745,CC300,Operations,net_30,paid
TXN-02207,2025-07-01,SUP024,Pinnacle Office Solutions,indirect,catering,catering - Pinnacle Office Solutions,16059.33,PO-535997,CC100,Operations,net_30,pending
TXN-02363,2025-07-01,SUP011,Prairie Components,direct-materials,composite panels,composite panels - Prairie Components,10694.82,PO-486144,CC500,Quality,net_30,paid
TXN-00141,2025-07-02,SUP008,Frontier Plastics,direct-materials,raw steel,raw steel - Frontier Plastics,39600.14,PO-115582,CC300,Operations,net_30,paid
TXN-00516,2025-07-02,SUP026,Helix Consulting,indirect,legal services,legal services - Helix Consulting,1815.56,PO-321449,CC100,Admin,net_30,paid
TXN-00903,2025-07-02,SUP045,ProWeld Gases,mro,electrical,electrical - ProWeld Gases,5988.4,PO-475815,CC300,Operations,net_30,paid
TXN-01358,2025-07-02,SUP048,CoreShield Insulation,mro,bearings,bearings - CoreShield Insulation,6822.97,PO-215063,CC100,Manufacturing,net_15,paid
TXN-01436,2025-07-02,SUP050,Beacon Calibration,mro,insulation,insulation - Beacon Calibration,3060.61,PO-455488,CC300,Engineering,net_30,paid
TXN-01802,2025-07-02,SUP046,Atlas Abrasives,mro,HVAC parts,HVAC parts - Atlas Abrasives,7410.39,PO-407213,CC100,Manufacturing,net_30,paid
TXN-01828,2025-07-02,SUP047,SignalFire Detection,mro,PPE,PPE - SignalFire Detection,6730.19,PO-647941,CC300,Manufacturing,net_30,paid
TXN-01889,2025-07-02,SUP037,SafeGuard PPE,mro,filtration,filtration - SafeGuard PPE,7907.32,PO-443874,CC400,Engineering,net_30,paid
TXN-02197,2025-07-02,SUP011,Prairie Components,direct-materials,aluminum sheet,aluminum sheet - Prairie Components,11942.27,PO-353677,CC500,Engineering,net_30,paid
TXN-00274,2025-07-03,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,9260.36,PO-992400,CC500,Quality,net_30,paid
TXN-00392,2025-07-03,SUP050,Beacon Calibration,mro,hydraulic parts,hydraulic parts - Beacon Calibration,6600.26,PO-772741,CC200,Manufacturing,net_30,paid
TXN-00553,2025-07-03,SUP022,Skybridge Air Cargo,logistics,expedited,expedited - Skybridge Air Cargo,24350.82,PO-244892,CC400,Admin,net_30,paid
TXN-00698,2025-07-03,SUP002,Heartland Polymers,direct-materials,specialty metals,specialty metals - Heartland Polymers,40872.75,PO-362874,CC100,Quality,net_45,paid
TXN-01756,2025-07-03,SUP007,Liberty Composites,direct-materials,specialty metals,specialty metals - Liberty Composites,27255.08,PO-519308,CC300,Engineering,net_30,pending
TXN-02329,2025-07-03,SUP043,FloorMaster Surfaces,mro,welding gases,welding gases - FloorMaster Surfaces,3871.0,PO-133020,CC100,Operations,net_15,paid
TXN-00133,2025-07-04,SUP008,Frontier Plastics,direct-materials,wire harness,wire harness - Frontier Plastics,14147.24,PO-507524,CC400,Engineering,net_30,paid
TXN-00426,2025-07-04,SUP018,Gulf Coast Shipping,logistics,air freight,air freight - Gulf Coast Shipping,8139.45,PO-917823,CC500,Manufacturing,net_30,paid
TXN-00752,2025-07-04,SUP046,Atlas Abrasives,mro,calibration services,calibration services - Atlas Abrasives,7239.82,PO-550955,CC200,Admin,net_30,pending
TXN-01022,2025-07-04,SUP012,Redwood Rubber,direct-materials,machined parts,machined parts - Redwood Rubber,38205.25,PO-103225,CC400,Operations,net_30,paid
TXN-00260,2025-07-05,SUP048,CoreShield Insulation,mro,fire detection,fire detection - CoreShield Insulation,5955.52,PO-643878,CC200,Admin,net_15,paid
TXN-00269,2025-07-05,SUP046,Atlas Abrasives,mro,abrasives,abrasives - Atlas Abrasives,4043.03,PO-105433,CC500,Operations,net_30,paid
TXN-00905,2025-07-05,SUP002,Heartland Polymers,direct-materials,plastic resin,plastic resin - Heartland Polymers,53835.64,PO-837290,CC400,Operations,net_45,pending
TXN-00951,2025-07-05,SUP023,Harbor Drayage,logistics,FTL domestic,FTL domestic - Harbor Drayage,21112.93,PO-643341,CC300,Engineering,net_30,pending
TXN-01095,2025-07-05,SUP034,Cornerstone Training,indirect,legal services,legal services - Cornerstone Training,8458.42,PO-940715,CC400,Quality,net_30,pending
TXN-01513,2025-07-05,SUP025,Bright Spark Energy,indirect,consulting,consulting - Bright Spark Energy,5953.55,PO-711795,CC400,Manufacturing,net_45,paid
TXN-01713,2025-07-05,SUP001,Great Lakes Steel,direct-materials,raw steel,raw steel - Great Lakes Steel,24355.47,PO-636561,CC400,Quality,net_45,paid
TXN-01798,2025-07-05,SUP041,ThermaFlow HVAC,mro,electrical,electrical - ThermaFlow HVAC,717.81,PO-739323,CC500,Admin,net_30,overdue
TXN-02081,2025-07-05,SUP049,Ridgeline Hydraulics,mro,cutting tools,cutting tools - Ridgeline Hydraulics,2244.99,PO-624900,CC300,Engineering,net_30,paid
TXN-02110,2025-07-05,SUP028,Clearview IT Services,indirect,IT services,IT services - Clearview IT Services,2926.35,PO-448970,CC300,Quality,net_30,paid
TXN-02282,2025-07-05,SUP019,Mountain Transport,logistics,LTL domestic,LTL domestic - Mountain Transport,10210.58,PO-650454,CC500,Admin,net_30,pending
TXN-00132,2025-07-06,SUP020,Lakeshore Warehousing,logistics,LTL domestic,LTL domestic - Lakeshore Warehousing,17283.27,PO-147549,CC100,Engineering,net_30,overdue
TXN-00297,2025-07-06,SUP049,Ridgeline Hydraulics,mro,industrial supplies,industrial supplies - Ridgeline Hydraulics,6977.98,PO-628373,CC300,Operations,net_30,pending
TXN-00314,2025-07-06,SUP047,SignalFire Detection,mro,cutting tools,cutting tools - SignalFire Detection,6462.32,PO-855303,CC500,Quality,net_30,paid
TXN-00432,2025-07-06,SUP016,Midwest Express,logistics,LTL domestic,LTL domestic - Midwest Express,5083.96,PO-227352,CC100,Manufacturing,net_30,pending
TXN-00870,2025-07-06,SUP041,ThermaFlow HVAC,mro,electrical,electrical - ThermaFlow HVAC,3784.88,PO-137432,CC200,Manufacturing,net_30,paid
TXN-00930,2025-07-06,SUP008,Frontier Plastics,direct-materials,raw steel,raw steel - Frontier Plastics,42786.25,PO-810943,CC500,Manufacturing,net_30,paid
TXN-01229,2025-07-06,SUP043,FloorMaster Surfaces,mro,flooring,flooring - FloorMaster Surfaces,2317.2,PO-593656,CC300,Operations,net_15,paid
TXN-01281,2025-07-06,SUP045,ProWeld Gases,mro,hydraulic parts,hydraulic parts - ProWeld Gases,3513.56,PO-126927,CC500,Manufacturing,net_30,pending
TXN-01354,2025-07-06,SUP043,FloorMaster Surfaces,mro,cutting tools,cutting tools - FloorMaster Surfaces,6795.18,PO-470920,CC400,Manufacturing,net_15,paid
