transaction_id,date,supplier_id,supplier_name,category,amount_usd,po_number,cost_center
TXN007293,2026-04-05,SUP045,Vanguard Staffing,professional-services,3308.28,PO-79066,CC-300
TXN007294,2026-04-05,SUP048,Ironside Recruiting,professional-services,530.95,PO-49507,CC-200
TXN007295,2026-04-05,SUP049,Northstar Audit,professional-services,1186.54,PO-47938,CC-300
TXN007296,2026-04-05,SUP051,Redstone Cloud,it-services,1045.33,PO-26932,CC-400
TXN007297,2026-04-05,SUP052,Agile Platforms,it-services,1050.93,PO-83233,CC-300
TXN007298,2026-04-05,SUP054,Precision Plumbing,facilities,577.8,PO-12456,CC-400
TXN007299,2026-04-06,SUP001,Great Lakes Steel,raw-materials,18649.65,PO-85465,CC-400
TXN007300,2026-04-06,SUP001,Great Lakes Steel,raw-materials,14330.86,PO-93904,CC-400
TXN007301,2026-04-06,SUP003,Pacific Aluminum,raw-materials,14914.48,PO-32527,CC-400
TXN007302,2026-04-06,SUP004,Apex Electronics,raw-materials,11149.81,PO-21551,CC-400
TXN007303,2026-04-06,SUP005,Cascade Fasteners,raw-materials,4025.65,PO-87184,CC-400
TXN007304,2026-04-06,SUP006,Summit Metals,raw-materials,4447.11,PO-50668,CC-300
TXN007305,2026-04-06,SUP008,Frontier Plastics,raw-materials,1609.06,PO-92998,CC-100
TXN007306,2026-04-06,SUP011,Continental Freight,logistics,7417.72,PO-55793,CC-300
TXN007307,2026-04-06,SUP012,Patriot Logistics,logistics,12431.33,PO-29358,CC-200
TXN007308,2026-04-06,SUP021,TechForward Solutions,it-services,4587.08,PO-92306,CC-400
TXN007309,2026-04-06,SUP022,CloudBridge Systems,it-services,8444.22,PO-85952,CC-400
TXN007310,2026-04-06,SUP023,Nexus IT Services,it-services,8571.67,PO-94278,CC-300
TXN007311,2026-04-06,SUP024,Pinnacle Software,it-services,5405.68,PO-29786,CC-400
TXN007312,2026-04-06,SUP026,CyberShield Security,it-services,2081.14,PO-46002,CC-100
TXN007313,2026-04-06,SUP033,Greenfield Maintenance,facilities,2105.33,PO-58331,CC-300
TXN007314,2026-04-06,SUP035,Cornerstone Electric,facilities,3974.5,PO-90610,CC-400
TXN007315,2026-04-06,SUP036,SafeGuard Fire Systems,facilities,2340.9,PO-15376,CC-400
TXN007316,2026-04-06,SUP041,Whitfield Consulting,professional-services,8855.34,PO-34672,CC-300
TXN007317,2026-04-06,SUP041,Whitfield Consulting,professional-services,9164.16,PO-75715,CC-200
TXN007318,2026-04-06,SUP042,Sterling Advisory,professional-services,6246.38,PO-55015,CC-100
TXN007319,2026-04-06,SUP042,Sterling Advisory,professional-services,6650.46,PO-32617,CC-100
TXN007320,2026-04-06,SUP044,Crestline Accounting,professional-services,3521.91,PO-78517,CC-200
TXN007321,2026-04-06,SUP046,Catalyst Training,professional-services,1924.79,PO-54350,CC-100
TXN007322,2026-04-06,SUP046,Catalyst Training,professional-services,2926.57,PO-94843,CC-300
TXN007323,2026-04-06,SUP049,Northstar Audit,professional-services,690.75,PO-96057,CC-200
TXN007324,2026-04-06,SUP051,Redstone Cloud,it-services,674.49,PO-55851,CC-300
TXN007325,2026-04-06,SUP052,Agile Platforms,it-services,1851.65,PO-61374,CC-200
TXN007326,2026-04-06,SUP052,Agile Platforms,it-services,1674.81,PO-21104,CC-300
TXN007327,2026-04-06,SUP053,Heritage Painting,facilities,768.97,PO-53054,CC-200
TXN007328,2026-04-06,SUP054,Precision Plumbing,facilities,1642.48,PO-99838,CC-100
TXN007329,2026-04-07,SUP001,Great Lakes Steel,raw-materials,12087.12,PO-57425,CC-100
TXN007330,2026-04-07,SUP005,Cascade Fasteners,raw-materials,5583.22,PO-39693,CC-200
TXN007331,2026-04-07,SUP005,Cascade Fasteners,raw-materials,3459.1,PO-48770,CC-100
TXN007332,2026-04-07,SUP006,Summit Metals,raw-materials,5267.73,PO-79013,CC-100
TXN007333,2026-04-07,SUP007,Liberty Composites,raw-materials,5389.51,PO-91006,CC-200
TXN007334,2026-04-07,SUP008,Frontier Plastics,raw-materials,1880.87,PO-33703,CC-200
TXN007335,2026-04-07,SUP011,Continental Freight,logistics,5491.73,PO-57749,CC-200
TXN007336,2026-04-07,SUP012,Patriot Logistics,logistics,10279.3,PO-68841,CC-200
TXN007337,2026-04-07,SUP012,Patriot Logistics,logistics,9488.28,PO-50562,CC-400
TXN007338,2026-04-07,SUP013,Eagle Transport,logistics,4327.85,PO-98907,CC-400
TXN007339,2026-04-07,SUP013,Eagle Transport,logistics,6329.83,PO-46932,CC-400
TXN007340,2026-04-07,SUP014,Horizon Carriers,logistics,4863.67,PO-31241,CC-200
TXN007341,2026-04-07,SUP015,Summit Shipping,logistics,2607.91,PO-42768,CC-100
TXN007342,2026-04-07,SUP016,Gateway Freight,logistics,4707.31,PO-82684,CC-100
TXN007343,2026-04-07,SUP021,TechForward Solutions,it-services,8980.58,PO-26341,CC-300
TXN007344,2026-04-07,SUP024,Pinnacle Software,it-services,4797.36,PO-67340,CC-100
TXN007345,2026-04-07,SUP025,DataVault Analytics,it-services,2376.75,PO-69130,CC-300
TXN007346,2026-04-07,SUP025,DataVault Analytics,it-services,5152.26,PO-64381,CC-100
TXN007347,2026-04-07,SUP041,Whitfield Consulting,professional-services,6666.52,PO-29142,CC-200
TXN007348,2026-04-07,SUP043,Meridian Legal,professional-services,4884.13,PO-28191,CC-400
TXN007349,2026-04-07,SUP043,Meridian Legal,professional-services,4748.19,PO-10688,CC-100
TXN007350,2026-04-07,SUP047,Blueprint Marketing,professional-services,1840.01,PO-65476,CC-100
TXN007351,2026-04-07,SUP047,Blueprint Marketing,professional-services,2149.84,PO-41147,CC-300
TXN007352,2026-04-07,SUP050,Clearpath Compliance,professional-services,789.38,PO-18232,CC-100
TXN007353,2026-04-07,SUP051,Redstone Cloud,it-services,1134.03,PO-80261,CC-100
TXN007354,2026-04-07,SUP052,Agile Platforms,it-services,1640.63,PO-28818,CC-300
TXN007355,2026-04-07,SUP053,Heritage Painting,facilities,747.52,PO-41531,CC-400
TXN007356,2026-04-08,SUP001,Great Lakes Steel,raw-materials,13584.18,PO-57265,CC-100
TXN007357,2026-04-08,SUP002,Heartland Polymers,raw-materials,12569.22,PO-76535,CC-100
TXN007358,2026-04-08,SUP002,Heartland Polymers,raw-materials,10489.98,PO-71621,CC-100
TXN007359,2026-04-08,SUP003,Pacific Aluminum,raw-materials,15078.33,PO-43246,CC-100
TXN007360,2026-04-08,SUP007,Liberty Composites,raw-materials,2086.89,PO-86271,CC-300
TXN007361,2026-04-08,SUP013,Eagle Transport,logistics,9087.53,PO-99742,CC-400
TXN007362,2026-04-08,SUP014,Horizon Carriers,logistics,5226.18,PO-33891,CC-200
TXN007363,2026-04-08,SUP014,Horizon Carriers,logistics,2710.83,PO-69988,CC-100
TXN007364,2026-04-08,SUP023,Nexus IT Services,it-services,6090.4,PO-81176,CC-400
TXN007365,2026-04-08,SUP023,Nexus IT Services,it-services,4316.95,PO-94790,CC-200
TXN007366,2026-04-08,SUP025,DataVault Analytics,it-services,1694.14,PO-95948,CC-300
TXN007367,2026-04-08,SUP031,National Facilities Group,facilities,6437.48,PO-62431,CC-400
TXN007368,2026-04-08,SUP032,Metro Building Services,facilities,4944.52,PO-34486,CC-400
TXN007369,2026-04-08,SUP033,Greenfield Maintenance,facilities,3749.51,PO-78062,CC-300
TXN007370,2026-04-08,SUP034,Atlas HVAC,facilities,4355.41,PO-20345,CC-400
TXN007371,2026-04-08,SUP035,Cornerstone Electric,facilities,3868.87,PO-81496,CC-300
TXN007372,2026-04-08,SUP042,Sterling Advisory,professional-services,5169.13,PO-88986,CC-400
TXN007373,2026-04-08,SUP044,Crestline Accounting,professional-services,3554.86,PO-56210,CC-400
TXN007374,2026-04-08,SUP046,Catalyst Training,professional-services,3322.17,PO-19835,CC-400
TXN007375,2026-04-08,SUP046,Catalyst Training,professional-services,1864.69,PO-99051,CC-200
TXN007376,2026-04-08,SUP047,Blueprint Marketing,professional-services,976.76,PO-89635,CC-400
TXN007377,2026-04-08,SUP047,Blueprint Marketing,professional-services,776.78,PO-18812,CC-200
TXN007378,2026-04-08,SUP048,Ironside Recruiting,professional-services,1016.35,PO-60181,CC-100
TXN007379,2026-04-08,SUP049,Northstar Audit,professional-services,1098.65,PO-58623,CC-300
TXN007380,2026-04-08,SUP050,Clearpath Compliance,professional-services,361.61,PO-28047,CC-300
TXN007381,2026-04-08,SUP052,Agile Platforms,it-services,1084.27,PO-24869,CC-100
TXN007382,2026-04-08,SUP053,Heritage Painting,facilities,660.93,PO-60723,CC-100
TXN007383,2026-04-09,SUP002,Heartland Polymers,raw-materials,18690.53,PO-47431,CC-400
TXN007384,2026-04-09,SUP007,Liberty Composites,raw-materials,5906.11,PO-99381,CC-300
TXN007385,2026-04-09,SUP008,Frontier Plastics,raw-materials,3819.05,PO-82089,CC-300
TXN007386,2026-04-09,SUP011,Continental Freight,logistics,15847.6,PO-93584,CC-200
TXN007387,2026-04-09,SUP012,Patriot Logistics,logistics,9227.42,PO-25907,CC-200
TXN007388,2026-04-09,SUP013,Eagle Transport,logistics,4647.37,PO-74752,CC-100
TXN007389,2026-04-09,SUP015,Summit Shipping,logistics,4248.43,PO-82305,CC-200
TXN007390,2026-04-09,SUP016,Gateway Freight,logistics,1760.78,PO-50539,CC-400
TXN007391,2026-04-09,SUP021,TechForward Solutions,it-services,11004.62,PO-78903,CC-400
TXN007392,2026-04-09,SUP021,TechForward Solutions,it-services,11506.19,PO-85353,CC-100
TXN007393,2026-04-09,SUP025,DataVault Analytics,it-services,3533.77,PO-26821,CC-200
TXN007394,2026-04-09,SUP026,CyberShield Security,it-services,1555.02,PO-75911,CC-100
TXN007395,2026-04-09,SUP031,National Facilities Group,facilities,7073.35,PO-49862,CC-200
TXN007396,2026-04-09,SUP033,Greenfield Maintenance,facilities,3042.07,PO-78012,CC-300
TXN007397,2026-04-09,SUP033,Greenfield Maintenance,facilities,6135.89,PO-42847,CC-200
TXN007398,2026-04-09,SUP034,Atlas HVAC,facilities,3664.94,PO-26406,CC-300
TXN007399,2026-04-09,SUP035,Cornerstone Electric,facilities,1532.36,PO-94015,CC-200
TXN007400,2026-04-09,SUP036,SafeGuard Fire Systems,facilities,2406.54,PO-32439,CC-300
TXN007401,2026-04-09,SUP041,Whitfield Consulting,professional-services,8780.9,PO-13718,CC-100
TXN007402,2026-04-09,SUP043,Meridian Legal,professional-services,5478.59,PO-95344,CC-200
TXN007403,2026-04-09,SUP044,Crestline Accounting,professional-services,3424.32,PO-93753,CC-100
TXN007404,2026-04-09,SUP045,Vanguard Staffing,professional-services,3423.42,PO-47967,CC-300
TXN007405,2026-04-09,SUP046,Catalyst Training,professional-services,2965.11,PO-99783,CC-400
TXN007406,2026-04-09,SUP050,Clearpath Compliance,professional-services,680.81,PO-36741,CC-300
TXN007407,2026-04-09,SUP051,Redstone Cloud,it-services,893.94,PO-51853,CC-300
TXN007408,2026-04-09,SUP052,Agile Platforms,it-services,881.09,PO-58567,CC-100
TXN007409,2026-04-09,SUP052,Agile Platforms,it-services,1203.09,PO-71141,CC-100
TXN007410,2026-04-10,SUP004,Apex Electronics,raw-materials,5409.87,PO-30932,CC-300
TXN007411,2026-04-10,SUP005,Cascade Fasteners,raw-materials,7088.88,PO-34881,CC-200
TXN007412,2026-04-10,SUP005,Cascade Fasteners,raw-materials,5660.11,PO-77466,CC-400
TXN007413,2026-04-10,SUP006,Summit Metals,raw-materials,3950.04,PO-13037,CC-100
TXN007414,2026-04-10,SUP007,Liberty Composites,raw-materials,3804.09,PO-41552,CC-200
TXN007415,2026-04-10,SUP007,Liberty Composites,raw-materials,4137.03,PO-16377,CC-100
TXN007416,2026-04-10,SUP011,Continental Freight,logistics,15738.46,PO-98148,CC-400
TXN007417,2026-04-10,SUP022,CloudBridge Systems,it-services,3827.5,PO-16705,CC-200
TXN007418,2026-04-10,SUP026,CyberShield Security,it-services,2829.02,PO-91689,CC-100
TXN007419,2026-04-10,SUP034,Atlas HVAC,facilities,3692.33,PO-57920,CC-200
TXN007420,2026-04-10,SUP034,Atlas HVAC,facilities,2286.72,PO-76731,CC-400
TXN007421,2026-04-10,SUP035,Cornerstone Electric,facilities,1378.1,PO-27961,CC-300
TXN007422,2026-04-10,SUP036,SafeGuard Fire Systems,facilities,2253.68,PO-29521,CC-200
TXN007423,2026-04-10,SUP042,Sterling Advisory,professional-services,4092.14,PO-90805,CC-300
TXN007424,2026-04-10,SUP043,Meridian Legal,professional-services,5082.78,PO-76809,CC-400
TXN007425,2026-04-10,SUP044,Crestline Accounting,professional-services,2925.13,PO-12180,CC-300
TXN007426,2026-04-10,SUP047,Blueprint Marketing,professional-services,1282.16,PO-92478,CC-100
TXN007427,2026-04-10,SUP048,Ironside Recruiting,professional-services,879.92,PO-95929,CC-200
TXN007428,2026-04-10,SUP049,Northstar Audit,professional-services,999.97,PO-32349,CC-400
TXN007429,2026-04-10,SUP051,Redstone Cloud,it-services,533.63,PO-24404,CC-200
TXN007430,2026-04-11,SUP001,Great Lakes Steel,raw-materials,11892.22,PO-90147,CC-400
TXN007431,2026-04-11,SUP002,Heartland Polymers,raw-materials,15164.48,PO-18163,CC-200
TXN007432,2026-04-11,SUP003,Pacific Aluminum,raw-materials,10439.38,PO-96799,CC-400
TXN007433,2026-04-11,SUP004,Apex Electronics,raw-materials,5969.61,PO-32699,CC-400
TXN007434,2026-04-11,SUP005,Cascade Fasteners,raw-materials,4660.4,PO-56437,CC-300
TXN007435,2026-04-11,SUP005,Cascade Fasteners,raw-materials,6376.93,PO-35200,CC-200
TXN007436,2026-04-11,SUP008,Frontier Plastics,raw-materials,4770.96,PO-47880,CC-200
TXN007437,2026-04-11,SUP008,Frontier Plastics,raw-materials,3751.69,PO-74094,CC-300
TXN007438,2026-04-11,SUP011,Continental Freight,logistics,12118.03,PO-45842,CC-300
TXN007439,2026-04-11,SUP013,Eagle Transport,logistics,5716.62,PO-61712,CC-300
TXN007440,2026-04-11,SUP014,Horizon Carriers,logistics,7200.55,PO-48070,CC-100
TXN007441,2026-04-11,SUP014,Horizon Carriers,logistics,4070.31,PO-20358,CC-300
TXN007442,2026-04-11,SUP015,Summit Shipping,logistics,5188.68,PO-72793,CC-200
TXN007443,2026-04-11,SUP015,Summit Shipping,logistics,2925.38,PO-80592,CC-300
TXN007444,2026-04-11,SUP016,Gateway Freight,logistics,4041.85,PO-27992,CC-100
TXN007445,2026-04-11,SUP016,Gateway Freight,logistics,3740.82,PO-86917,CC-200
TXN007446,2026-04-11,SUP022,CloudBridge Systems,it-services,8153.11,PO-93616,CC-200
TXN007447,2026-04-11,SUP024,Pinnacle Software,it-services,5887.26,PO-23178,CC-200
TXN007448,2026-04-11,SUP026,CyberShield Security,it-services,3977.14,PO-63334,CC-400
TXN007449,2026-04-11,SUP031,National Facilities Group,facilities,4576.56,PO-47649,CC-300
TXN007450,2026-04-11,SUP034,Atlas HVAC,facilities,4062.43,PO-40437,CC-100
TXN007451,2026-04-11,SUP035,Cornerstone Electric,facilities,1794.04,PO-33040,CC-100
TXN007452,2026-04-11,SUP035,Cornerstone Electric,facilities,4429.29,PO-62034,CC-400
TXN007453,2026-04-11,SUP041,Whitfield Consulting,professional-services,11639.29,PO-47941,CC-100
TXN007454,2026-04-11,SUP043,Meridian Legal,professional-services,2803.25,PO-53914,CC-300
TXN007455,2026-04-11,SUP044,Crestline Accounting,professional-services,4384.79,PO-78723,CC-400
TXN007456,2026-04-11,SUP045,Vanguard Staffing,professional-services,1755.44,PO-76088,CC-400
TXN007457,2026-04-11,SUP047,Blueprint Marketing,professional-services,1324.77,PO-70150,CC-300
TXN007458,2026-04-11,SUP048,Ironside Recruiting,professional-services,539.61,PO-54185,CC-300
TXN007459,2026-04-11,SUP049,Northstar Audit,professional-services,1179.44,PO-33002,CC-400
TXN007460,2026-04-11,SUP050,Clearpath Compliance,professional-services,705.12,PO-21368,CC-400
TXN007461,2026-04-11,SUP051,Redstone Cloud,it-services,730.08,PO-28430,CC-400
TXN007462,2026-04-12,SUP002,Heartland Polymers,raw-materials,18117.62,PO-49576,CC-100
TXN007463,2026-04-12,SUP006,Summit Metals,raw-materials,4843.89,PO-30934,CC-400
TXN007464,2026-04-12,SUP007,Liberty Composites,raw-materials,5589.17,PO-50760,CC-100
TXN007465,2026-04-12,SUP008,Frontier Plastics,raw-materials,4625.67,PO-58174,CC-200
TXN007466,2026-04-12,SUP014,Horizon Carriers,logistics,5996.39,PO-64505,CC-400
TXN007467,2026-04-12,SUP015,Summit Shipping,logistics,5916.8,PO-38627,CC-200
TXN007468,2026-04-12,SUP016,Gateway Freight,logistics,3666.54,PO-20730,CC-400
TXN007469,2026-04-12,SUP021,TechForward Solutions,it-services,7443.55,PO-83946,CC-100
TXN007470,2026-04-12,SUP023,Nexus IT Services,it-services,6023.43,PO-85065,CC-200
TXN007471,2026-04-12,SUP025,DataVault Analytics,it-services,3237.9,PO-99167,CC-200
TXN007472,2026-04-12,SUP026,CyberShield Security,it-services,2644.26,PO-76895,CC-400
TXN007473,2026-04-12,SUP031,National Facilities Group,facilities,6566.62,PO-77272,CC-400
TXN007474,2026-04-12,SUP032,Metro Building Services,facilities,2835.9,PO-70604,CC-300
TXN007475,2026-04-12,SUP033,Greenfield Maintenance,facilities,3892.13,PO-10395,CC-200
TXN007476,2026-04-12,SUP034,Atlas HVAC,facilities,1684.29,PO-55158,CC-100
TXN007477,2026-04-12,SUP035,Cornerstone Electric,facilities,1426.02,PO-19046,CC-400
TXN007478,2026-04-12,SUP041,Whitfield Consulting,professional-services,10682.54,PO-94085,CC-400
TXN007479,2026-04-12,SUP043,Meridian Legal,professional-services,4747.83,PO-59479,CC-400
TXN007480,2026-04-12,SUP045,Vanguard Staffing,professional-services,4260.48,PO-27431,CC-300
TXN007481,2026-04-12,SUP045,Vanguard Staffing,professional-services,1702.77,PO-80419,CC-400
TXN007482,2026-04-12,SUP046,Catalyst Training,professional-services,2773.56,PO-39188,CC-100
TXN007483,2026-04-12,SUP047,Blueprint Marketing,professional-services,2524.55,PO-70686,CC-400
TXN007484,2026-04-12,SUP048,Ironside Recruiting,professional-services,1634.9,PO-42441,CC-400
TXN007485,2026-04-12,SUP051,Redstone Cloud,it-services,1422.77,PO-24790,CC-100
TXN007486,2026-04-12,SUP051,Redstone Cloud,it-services,1531.06,PO-64950,CC-100
TXN007487,2026-04-12,SUP054,Precision Plumbing,facilities,1124.77,PO-98083,CC-100
TXN007488,2026-04-13,SUP003,Pacific Aluminum,raw-materials,10206.12,PO-17398,CC-200
TXN007489,2026-04-13,SUP004,Apex Electronics,raw-materials,5760.28,PO-85511,CC-300
TXN007490,2026-04-13,SUP005,Cascade Fasteners,raw-materials,7418.46,PO-52030,CC-200
TXN007491,2026-04-13,SUP008,Frontier Plastics,raw-materials,2114.0,PO-49387,CC-300
TXN007492,2026-04-13,SUP012,Patriot Logistics,logistics,13058.96,PO-32955,CC-400
TXN007493,2026-04-13,SUP012,Patriot Logistics,logistics,9713.85,PO-16145,CC-300
TXN007494,2026-04-13,SUP013,Eagle Transport,logistics,7897.99,PO-78742,CC-300
TXN007495,2026-04-13,SUP013,Eagle Transport,logistics,8084.72,PO-63511,CC-200
TXN007496,2026-04-13,SUP016,Gateway Freight,logistics,2339.51,PO-39536,CC-300
TXN007497,2026-04-13,SUP021,TechForward Solutions,it-services,5275.18,PO-70689,CC-100
TXN007498,2026-04-13,SUP022,CloudBridge Systems,it-services,12041.93,PO-83044,CC-200
TXN007499,2026-04-13,SUP031,National Facilities Group,facilities,5921.32,PO-80206,CC-200
TXN007500,2026-04-13,SUP034,Atlas HVAC,facilities,1661.79,PO-19539,CC-200
TXN007501,2026-04-13,SUP035,Cornerstone Electric,facilities,3116.36,PO-98008,CC-200
TXN007502,2026-04-13,SUP036,SafeGuard Fire Systems,facilities,3126.63,PO-53642,CC-300
TXN007503,2026-04-13,SUP041,Whitfield Consulting,professional-services,3703.64,PO-34906,CC-100
TXN007504,2026-04-13,SUP041,Whitfield Consulting,professional-services,10477.95,PO-72773,CC-200
TXN007505,2026-04-13,SUP042,Sterling Advisory,professional-services,8140.52,PO-61987,CC-200
TXN007506,2026-04-13,SUP043,Meridian Legal,professional-services,6611.15,PO-59894,CC-400
TXN007507,2026-04-13,SUP044,Crestline Accounting,professional-services,3179.3,PO-44283,CC-300
TXN007508,2026-04-13,SUP045,Vanguard Staffing,professional-services,2983.94,PO-22924,CC-400
TXN007509,2026-04-13,SUP046,Catalyst Training,professional-services,1757.29,PO-36624,CC-300
TXN007510,2026-04-13,SUP049,Northstar Audit,professional-services,1162.88,PO-12125,CC-300
TXN007511,2026-04-13,SUP050,Clearpath Compliance,professional-services,758.99,PO-64732,CC-300
TXN007512,2026-04-13,SUP054,Precision Plumbing,facilities,1196.31,PO-95800,CC-300
TXN007513,2026-04-14,SUP002,Heartland Polymers,raw-materials,18286.44,PO-94108,CC-400
TXN007514,2026-04-14,SUP003,Pacific Aluminum,raw-materials,12337.18,PO-56160,CC-200
TXN007515,2026-04-14,SUP005,Cascade Fasteners,raw-materials,3645.68,PO-81058,CC-100
TXN007516,2026-04-14,SUP006,Summit Metals,raw-materials,6973.32,PO-19742,CC-100
TXN007517,2026-04-14,SUP007,Liberty Composites,raw-materials,3406.39,PO-92667,CC-200
TXN007518,2026-04-14,SUP013,Eagle Transport,logistics,3328.85,PO-93588,CC-400
TXN007519,2026-04-14,SUP014,Horizon Carriers,logistics,2424.02,PO-79758,CC-400
TXN007520,2026-04-14,SUP016,Gateway Freight,logistics,2465.81,PO-47576,CC-100
TXN007521,2026-04-14,SUP021,TechForward Solutions,it-services,10795.09,PO-66436,CC-200
TXN007522,2026-04-14,SUP026,CyberShield Security,it-services,3632.36,PO-45038,CC-400
TXN007523,2026-04-14,SUP032,Metro Building Services,facilities,5408.37,PO-41877,CC-200
TXN007524,2026-04-14,SUP032,Metro Building Services,facilities,4388.88,PO-20566,CC-100
TXN007525,2026-04-14,SUP035,Cornerstone Electric,facilities,1412.75,PO-11238,CC-200
TXN007526,2026-04-14,SUP041,Whitfield Consulting,professional-services,9533.66,PO-53420,CC-100
TXN007527,2026-04-14,SUP042,Sterling Advisory,professional-services,9751.47,PO-40115,CC-200
TXN007528,2026-04-14,SUP043,Meridian Legal,professional-services,6136.87,PO-84289,CC-400
TXN007529,2026-04-14,SUP043,Meridian Legal,professional-services,3736.65,PO-19744,CC-300
TXN007530,2026-04-14,SUP044,Crestline Accounting,professional-services,4052.26,PO-14312,CC-200
TXN007531,2026-04-14,SUP045,Vanguard Staffing,professional-services,2365.45,PO-37152,CC-200
TXN007532,2026-04-14,SUP045,Vanguard Staffing,professional-services,3846.67,PO-62205,CC-100
TXN007533,2026-04-14,SUP047,Blueprint Marketing,professional-services,1761.88,PO-61007,CC-300
TXN007534,2026-04-14,SUP049,Northstar Audit,professional-services,1213.75,PO-20279,CC-300
TXN007535,2026-04-14,SUP051,Redstone Cloud,it-services,1568.49,PO-54642,CC-400
TXN007536,2026-04-14,SUP052,Agile Platforms,it-services,1215.5,PO-93115,CC-300
TXN007537,2026-04-14,SUP052,Agile Platforms,it-services,1997.08,PO-69054,CC-400
TXN007538,2026-04-14,SUP054,Precision Plumbing,facilities,1028.66,PO-34345,CC-400
TXN007539,2026-04-15,SUP002,Heartland Polymers,raw-materials,16006.55,PO-19634,CC-100
TXN007540,2026-04-15,SUP005,Cascade Fasteners,raw-materials,3454.82,PO-61068,CC-300
TXN007541,2026-04-15,SUP008,Frontier Plastics,raw-materials,2894.78,PO-45358,CC-100
TXN007542,2026-04-15,SUP008,Frontier Plastics,raw-materials,1804.97,PO-34561,CC-400
TXN007543,2026-04-15,SUP011,Continental Freight,logistics,12044.34,PO-63483,CC-100
TXN007544,2026-04-15,SUP015,Summit Shipping,logistics,3535.52,PO-60493,CC-100
TXN007545,2026-04-15,SUP023,Nexus IT Services,it-services,8728.39,PO-41816,CC-200
TXN007546,2026-04-15,SUP023,Nexus IT Services,it-services,7240.36,PO-32216,CC-200
TXN007547,2026-04-15,SUP034,Atlas HVAC,facilities,2921.67,PO-42321,CC-400
TXN007548,2026-04-15,SUP035,Cornerstone Electric,facilities,1859.7,PO-24021,CC-200
TXN007549,2026-04-15,SUP041,Whitfield Consulting,professional-services,6638.07,PO-91289,CC-400
TXN007550,2026-04-15,SUP041,Whitfield Consulting,professional-services,11007.61,PO-53193,CC-400
TXN007551,2026-04-15,SUP043,Meridian Legal,professional-services,7089.8,PO-87908,CC-200
TXN007552,2026-04-15,SUP045,Vanguard Staffing,professional-services,3653.93,PO-72784,CC-300
TXN007553,2026-04-15,SUP049,Northstar Audit,professional-services,1050.97,PO-85481,CC-200
TXN007554,2026-04-15,SUP052,Agile Platforms,it-services,1281.56,PO-83905,CC-200
TXN007555,2026-04-15,SUP053,Heritage Painting,facilities,695.77,PO-99353,CC-100
TXN007556,2026-04-15,SUP054,Precision Plumbing,facilities,1145.32,PO-37479,CC-400
TXN007557,2026-04-15,SUP054,Precision Plumbing,facilities,1600.16,PO-19064,CC-400
TXN007558,2026-04-16,SUP001,Great Lakes Steel,raw-materials,7835.39,PO-49692,CC-200
TXN007559,2026-04-16,SUP004,Apex Electronics,raw-materials,6510.17,PO-68860,CC-400
TXN007560,2026-04-16,SUP005,Cascade Fasteners,raw-materials,5891.56,PO-64827,CC-100
TXN007561,2026-04-16,SUP006,Summit Metals,raw-materials,4240.61,PO-80373,CC-100
TXN007562,2026-04-16,SUP011,Continental Freight,logistics,7064.29,PO-90304,CC-100
TXN007563,2026-04-16,SUP012,Patriot Logistics,logistics,10634.98,PO-94769,CC-400
TXN007564,2026-04-16,SUP013,Eagle Transport,logistics,5356.87,PO-66420,CC-100
TXN007565,2026-04-16,SUP013,Eagle Transport,logistics,2955.6,PO-43913,CC-200
TXN007566,2026-04-16,SUP014,Horizon Carriers,logistics,5469.98,PO-86089,CC-200
TXN007567,2026-04-16,SUP015,Summit Shipping,logistics,3868.12,PO-99070,CC-200
TXN007568,2026-04-16,SUP023,Nexus IT Services,it-services,9110.87,PO-25213,CC-200
TXN007569,2026-04-16,SUP026,CyberShield Security,it-services,2742.01,PO-55652,CC-400
TXN007570,2026-04-16,SUP032,Metro Building Services,facilities,5366.37,PO-18804,CC-300
TXN007571,2026-04-16,SUP034,Atlas HVAC,facilities,1595.33,PO-54967,CC-100
TXN007572,2026-04-16,SUP035,Cornerstone Electric,facilities,1759.71,PO-41970,CC-200
TXN007573,2026-04-16,SUP036,SafeGuard Fire Systems,facilities,1784.11,PO-65885,CC-400
TXN007574,2026-04-16,SUP042,Sterling Advisory,professional-services,4256.31,PO-93948,CC-400
TXN007575,2026-04-16,SUP044,Crestline Accounting,professional-services,5418.17,PO-68926,CC-400
TXN007576,2026-04-16,SUP046,Catalyst Training,professional-services,1471.96,PO-18200,CC-100
TXN007577,2026-04-16,SUP047,Blueprint Marketing,professional-services,1706.68,PO-57945,CC-300
TXN007578,2026-04-16,SUP050,Clearpath Compliance,professional-services,684.91,PO-93769,CC-300
TXN007579,2026-04-16,SUP051,Redstone Cloud,it-services,1276.97,PO-86939,CC-100
TXN007580,2026-04-16,SUP053,Heritage Painting,facilities,749.42,PO-98288,CC-300
TXN007581,2026-04-16,SUP054,Precision Plumbing,facilities,1319.3,PO-98094,CC-200
TXN007582,2026-04-16,SUP054,Precision Plumbing,facilities,944.42,PO-41270,CC-300
TXN007583,2026-04-17,SUP005,Cascade Fasteners,raw-materials,6150.81,PO-65448,CC-200
TXN007584,2026-04-17,SUP006,Summit Metals,raw-materials,5254.11,PO-94575,CC-200
TXN007585,2026-04-17,SUP007,Liberty Composites,raw-materials,3736.55,PO-28388,CC-200
