transaction_id,date,category,supplier,description,amount_usd,po_number,cost_center
TXN-1972,2026-04-18,Raw materials,Apex Electronics,Raw materials services,80044.62,PO-1972,CC-866
TXN-1542,2025-07-25,Facilities,GreenSpace Facilities,Facilities services,66955.13,PO-1542,CC-519
TXN-1229,2025-05-18,Logistics,Redline Logistics LLC,Logistics services,93818.77,PO-1229,CC-399
TXN-2301,2025-09-24,MRO,FastParts Direct,MRO services,56392.35,PO-2301,CC-452
TXN-1942,2026-03-18,Raw materials,Pacific Aluminum,Raw materials services,48885.96,PO-1942,CC-567
TXN-1219,2026-04-17,IT services,NetSecure Corp,IT services services,77690.09,PO-1219,CC-452
TXN-1339,2025-10-27,Logistics,Horizon Distribution,Logistics services,69017.46,PO-1339,CC-753
TXN-1028,2025-06-21,IT services,Pinnacle IT Group,IT services services,110531.73,PO-1028,CC-569
TXN-1197,2026-03-20,IT services,NetSecure Corp,IT services services,107786.57,PO-1197,CC-924
TXN-1910,2026-02-18,Raw materials,Apex Electronics,Raw materials services,34416.19,PO-1910,CC-650
TXN-1395,2025-12-21,Logistics,Coastal Transport Co,Logistics services,70863.75,PO-1395,CC-670
TXN-1954,2026-04-12,Raw materials,Cascade Fasteners,Raw materials services,53953.36,PO-1954,CC-569
TXN-1444,2026-02-15,Logistics,SwiftLine Freight,Logistics services,92764.15,PO-1444,CC-205
TXN-1505,2025-05-07,Facilities,GreenSpace Facilities,Facilities services,35053.11,PO-1505,CC-144
TXN-2239,2025-05-25,MRO,ToolWorks Inc,MRO services,54678.22,PO-2239,CC-460
TXN-2135,2025-12-07,Professional services,Whitfield Advisory,Professional services services,31362.42,PO-2135,CC-450
TXN-1858,2025-11-15,Raw materials,Bayshore Materials,Raw materials services,54022.39,PO-1858,CC-177
TXN-1400,2025-12-24,Logistics,National Carriers Inc,Logistics services,36246.34,PO-1400,CC-748
TXN-1330,2025-09-18,Logistics,SwiftLine Freight,Logistics services,40228.35,PO-1330,CC-997
TXN-1868,2025-12-26,Raw materials,Cascade Fasteners,Raw materials services,79915.88,PO-1868,CC-451
TXN-1602,2025-11-16,Facilities,SafeGuard Security,Facilities services,97794.13,PO-1602,CC-638
TXN-1126,2025-11-09,IT services,CloudStack Solutions,IT services services,49119.39,PO-1126,CC-282
TXN-1294,2025-07-02,Logistics,SwiftLine Freight,Logistics services,63339.1,PO-1294,CC-229
TXN-2169,2026-02-02,Professional services,Broadview Analytics,Professional services services,39136.33,PO-2169,CC-661
TXN-1073,2025-08-25,IT services,CloudStack Solutions,IT services services,117261.98,PO-1073,CC-969
TXN-2353,2025-11-06,MRO,Grainger West,MRO services,61768.49,PO-2353,CC-324
TXN-2016,2025-07-18,Professional services,Keystone Legal,Professional services services,33175.05,PO-2016,CC-810
TXN-1456,2026-03-21,Logistics,Horizon Distribution,Logistics services,67385.95,PO-1456,CC-910
TXN-1472,2026-04-15,Logistics,Coastal Transport Co,Logistics services,94464.35,PO-1472,CC-887
TXN-1835,2025-10-18,Raw materials,Great Lakes Steel,Raw materials services,45786.76,PO-1835,CC-395
TXN-1349,2025-10-21,Logistics,SwiftLine Freight,Logistics services,88162.7,PO-1349,CC-201
TXN-2031,2025-07-16,Professional services,Broadview Analytics,Professional services services,29594.1,PO-2031,CC-907
TXN-1788,2025-08-26,Raw materials,Apex Electronics,Raw materials services,61669.94,PO-1788,CC-468
TXN-1471,2026-04-07,Logistics,National Carriers Inc,Logistics services,89343.82,PO-1471,CC-476
TXN-1008,2025-05-06,IT services,CloudStack Solutions,IT services services,100483.75,PO-1008,CC-814
TXN-2388,2026-01-20,MRO,ToolWorks Inc,MRO services,54734.82,PO-2388,CC-158
TXN-2081,2025-10-27,Professional services,Keystone Legal,Professional services services,25598.76,PO-2081,CC-912
TXN-2187,2026-03-28,Professional services,Sterling Consulting,Professional services services,72902.61,PO-2187,CC-263
TXN-2330,2025-10-16,MRO,FastParts Direct,MRO services,55833.22,PO-2330,CC-467
TXN-1697,2026-04-04,Facilities,Meridian Maintenance Group,Facilities services,95441.17,PO-1697,CC-864
TXN-1482,2026-04-12,Logistics,National Carriers Inc,Logistics services,95106.16,PO-1482,CC-329
TXN-1226,2026-04-04,IT services,RapidDeploy LLC,IT services services,87550.84,PO-1226,CC-952
TXN-1598,2025-10-11,Facilities,Meridian Maintenance Group,Facilities services,33875.08,PO-1598,CC-528
TXN-1934,2026-03-28,Raw materials,Heartland Polymers,Raw materials services,84568.55,PO-1934,CC-136
TXN-1982,2025-05-13,Professional services,Broadview Analytics,Professional services services,49015.74,PO-1982,CC-799
TXN-2264,2025-07-21,MRO,Industrial Supply Co,MRO services,57538.19,PO-2264,CC-730
TXN-1099,2025-10-10,IT services,RapidDeploy LLC,IT services services,52320.84,PO-1099,CC-719
TXN-1103,2025-10-27,IT services,CloudStack Solutions,IT services services,90543.76,PO-1103,CC-383
TXN-2269,2025-07-07,MRO,Industrial Supply Co,MRO services,38372.15,PO-2269,CC-779
TXN-1108,2025-10-12,IT services,RapidDeploy LLC,IT services services,42788.21,PO-1108,CC-696
TXN-2035,2025-07-06,Professional services,Sterling Consulting,Professional services services,28254.31,PO-2035,CC-484
TXN-1675,2026-03-22,Facilities,ProClean Services,Facilities services,61781.57,PO-1675,CC-820
TXN-1526,2025-06-19,Facilities,GreenSpace Facilities,Facilities services,82451.35,PO-1526,CC-240
TXN-2002,2025-06-01,Professional services,Keystone Legal,Professional services services,69576.79,PO-2002,CC-820
TXN-1805,2025-09-28,Raw materials,Bayshore Materials,Raw materials services,36345.95,PO-1805,CC-451
TXN-1418,2026-01-15,Logistics,Redline Logistics LLC,Logistics services,59577.61,PO-1418,CC-179
TXN-1664,2026-02-13,Facilities,GreenSpace Facilities,Facilities services,57082.87,PO-1664,CC-559
TXN-2202,2026-03-16,Professional services,Whitfield Advisory,Professional services services,28287.02,PO-2202,CC-428
TXN-1902,2026-01-17,Raw materials,Bayshore Materials,Raw materials services,64641.3,PO-1902,CC-112
TXN-1678,2026-03-10,Facilities,ProClean Services,Facilities services,41786.63,PO-1678,CC-339
TXN-1563,2025-08-28,Facilities,SafeGuard Security,Facilities services,80565.82,PO-1563,CC-453
TXN-1391,2025-12-08,Logistics,SwiftLine Freight,Logistics services,73610.49,PO-1391,CC-967
TXN-2436,2026-04-24,MRO,FastParts Direct,MRO services,59369.14,PO-2436,CC-376
TXN-2285,2025-08-02,MRO,Industrial Supply Co,MRO services,26541.51,PO-2285,CC-282
TXN-1003,2025-05-14,IT services,RapidDeploy LLC,IT services services,46852.13,PO-1003,CC-132
TXN-1939,2026-03-06,Raw materials,Bayshore Materials,Raw materials services,82841.97,PO-1939,CC-328
TXN-1268,2025-06-25,Logistics,Horizon Distribution,Logistics services,52390.15,PO-1268,CC-513
TXN-2101,2025-11-07,Professional services,Nexus Staffing,Professional services services,62975.77,PO-2101,CC-977
TXN-2070,2025-09-01,Professional services,Broadview Analytics,Professional services services,69733.36,PO-2070,CC-905
TXN-2012,2025-06-12,Professional services,Keystone Legal,Professional services services,71868.76,PO-2012,CC-821
TXN-1106,2025-10-14,IT services,Pinnacle IT Group,IT services services,83949.93,PO-1106,CC-674
TXN-1854,2025-11-28,Raw materials,Bayshore Materials,Raw materials services,37043.39,PO-1854,CC-235
TXN-1347,2025-10-24,Logistics,National Carriers Inc,Logistics services,55428.01,PO-1347,CC-813
TXN-1866,2025-12-11,Raw materials,Heartland Polymers,Raw materials services,58778.61,PO-1866,CC-948
TXN-1818,2025-09-13,Raw materials,Cascade Fasteners,Raw materials services,52510.5,PO-1818,CC-701
TXN-1935,2026-03-23,Raw materials,Cascade Fasteners,Raw materials services,77002.28,PO-1935,CC-858
TXN-1608,2025-11-12,Facilities,GreenSpace Facilities,Facilities services,53334.6,PO-1608,CC-673
TXN-2033,2025-07-26,Professional services,Whitfield Advisory,Professional services services,46809.38,PO-2033,CC-966
TXN-1946,2026-03-18,Raw materials,Heartland Polymers,Raw materials services,72827.38,PO-1946,CC-878
TXN-2317,2025-09-20,MRO,Industrial Supply Co,MRO services,30528.21,PO-2317,CC-183
TXN-1449,2026-03-22,Logistics,National Carriers Inc,Logistics services,81102.3,PO-1449,CC-712
TXN-1098,2025-10-04,IT services,DataVault Inc,IT services services,61023.16,PO-1098,CC-860
TXN-1079,2025-09-02,IT services,DataVault Inc,IT services services,63596.85,PO-1079,CC-693
TXN-2402,2026-02-04,MRO,ToolWorks Inc,MRO services,37945.83,PO-2402,CC-922
TXN-1248,2025-05-26,Logistics,SwiftLine Freight,Logistics services,90612.52,PO-1248,CC-910
TXN-1693,2026-04-22,Facilities,ProClean Services,Facilities services,50163.46,PO-1693,CC-719
TXN-2397,2026-02-18,MRO,Industrial Supply Co,MRO services,64111.96,PO-2397,CC-391
TXN-1683,2026-03-12,Facilities,GreenSpace Facilities,Facilities services,35699.38,PO-1683,CC-758
TXN-2426,2026-03-22,MRO,ToolWorks Inc,MRO services,40374.05,PO-2426,CC-894
TXN-1596,2025-10-22,Facilities,GreenSpace Facilities,Facilities services,42285.36,PO-1596,CC-348
TXN-1830,2025-10-27,Raw materials,Apex Electronics,Raw materials services,37613.41,PO-1830,CC-493
TXN-1192,2026-03-06,IT services,CloudStack Solutions,IT services services,101999.18,PO-1192,CC-418
TXN-2022,2025-07-19,Professional services,Nexus Staffing,Professional services services,35472.62,PO-2022,CC-206
TXN-1442,2026-02-26,Logistics,Redline Logistics LLC,Logistics services,60437.6,PO-1442,CC-685
TXN-1376,2025-11-20,Logistics,Horizon Distribution,Logistics services,56057.55,PO-1376,CC-643
TXN-2115,2025-11-17,Professional services,Keystone Legal,Professional services services,33871.69,PO-2115,CC-883
TXN-1831,2025-10-16,Raw materials,Cascade Fasteners,Raw materials services,59412.25,PO-1831,CC-518
TXN-1155,2026-01-02,IT services,TechBridge Systems,IT services services,81258.03,PO-1155,CC-670
TXN-1689,2026-03-05,Facilities,GreenSpace Facilities,Facilities services,69017.33,PO-1689,CC-497
TXN-1816,2025-09-22,Raw materials,Apex Electronics,Raw materials services,36279.16,PO-1816,CC-983
TXN-1735,2025-06-23,Raw materials,Heartland Polymers,Raw materials services,82802.49,PO-1735,CC-680
TXN-2219,2026-04-06,Professional services,Sterling Consulting,Professional services services,26855.75,PO-2219,CC-604
TXN-2305,2025-09-18,MRO,Industrial Supply Co,MRO services,61049.53,PO-2305,CC-572
TXN-1421,2026-01-20,Logistics,Horizon Distribution,Logistics services,42755.57,PO-1421,CC-571
TXN-1140,2025-12-27,IT services,NetSecure Corp,IT services services,72327.05,PO-1140,CC-100
TXN-2395,2026-01-13,MRO,ToolWorks Inc,MRO services,52840.0,PO-2395,CC-700
TXN-2372,2025-12-04,MRO,ToolWorks Inc,MRO services,41057.47,PO-2372,CC-258
TXN-1948,2026-03-21,Raw materials,Heartland Polymers,Raw materials services,61545.85,PO-1948,CC-959
TXN-1362,2025-11-26,Logistics,SwiftLine Freight,Logistics services,66195.53,PO-1362,CC-278
TXN-1459,2026-03-12,Logistics,Coastal Transport Co,Logistics services,54843.61,PO-1459,CC-416
TXN-2297,2025-08-05,MRO,ToolWorks Inc,MRO services,65962.21,PO-2297,CC-405
TXN-1518,2025-06-15,Facilities,GreenSpace Facilities,Facilities services,43517.09,PO-1518,CC-459
TXN-1305,2025-08-14,Logistics,SwiftLine Freight,Logistics services,79339.68,PO-1305,CC-200
TXN-1535,2025-07-18,Facilities,SafeGuard Security,Facilities services,78956.12,PO-1535,CC-655
TXN-1200,2026-03-21,IT services,NetSecure Corp,IT services services,45416.72,PO-1200,CC-449
TXN-1909,2026-02-14,Raw materials,Cascade Fasteners,Raw materials services,74874.68,PO-1909,CC-818
TXN-1907,2026-02-02,Raw materials,Heartland Polymers,Raw materials services,31898.86,PO-1907,CC-908
TXN-1966,2026-04-26,Raw materials,Great Lakes Steel,Raw materials services,34888.51,PO-1966,CC-802
TXN-2013,2025-06-11,Professional services,Broadview Analytics,Professional services services,53438.92,PO-2013,CC-409
TXN-2228,2025-05-25,MRO,Grainger West,MRO services,64346.58,PO-2228,CC-281
TXN-2366,2025-12-13,MRO,Grainger West,MRO services,58256.24,PO-2366,CC-458
TXN-1828,2025-10-27,Raw materials,Heartland Polymers,Raw materials services,40601.28,PO-1828,CC-561
TXN-1686,2026-03-16,Facilities,Meridian Maintenance Group,Facilities services,81885.5,PO-1686,CC-346
TXN-1144,2025-12-26,IT services,Pinnacle IT Group,IT services services,103271.86,PO-1144,CC-853
TXN-2026,2025-07-09,Professional services,Keystone Legal,Professional services services,46580.2,PO-2026,CC-314
TXN-1549,2025-08-17,Facilities,Meridian Maintenance Group,Facilities services,55226.51,PO-1549,CC-390
TXN-2252,2025-06-26,MRO,Grainger West,MRO services,41406.28,PO-2252,CC-801
TXN-2054,2025-08-23,Professional services,Sterling Consulting,Professional services services,32039.76,PO-2054,CC-783
TXN-1351,2025-10-15,Logistics,Horizon Distribution,Logistics services,45644.43,PO-1351,CC-341
TXN-2176,2026-02-04,Professional services,Keystone Legal,Professional services services,47448.57,PO-2176,CC-932
TXN-1479,2026-04-08,Logistics,National Carriers Inc,Logistics services,37654.5,PO-1479,CC-936
TXN-1010,2025-05-13,IT services,NetSecure Corp,IT services services,48071.17,PO-1010,CC-199
TXN-1426,2026-01-04,Logistics,Redline Logistics LLC,Logistics services,64303.48,PO-1426,CC-643
TXN-2300,2025-08-03,MRO,Grainger West,MRO services,46853.8,PO-2300,CC-412
TXN-2263,2025-07-11,MRO,FastParts Direct,MRO services,24392.05,PO-2263,CC-711
TXN-1348,2025-10-24,Logistics,Coastal Transport Co,Logistics services,58489.88,PO-1348,CC-844
TXN-1603,2025-11-06,Facilities,GreenSpace Facilities,Facilities services,53119.96,PO-1603,CC-570
TXN-1290,2025-07-08,Logistics,SwiftLine Freight,Logistics services,94231.11,PO-1290,CC-685
TXN-1458,2026-03-22,Logistics,Coastal Transport Co,Logistics services,37765.19,PO-1458,CC-533
TXN-1501,2025-05-12,Facilities,SafeGuard Security,Facilities services,41347.57,PO-1501,CC-659
TXN-1029,2025-06-08,IT services,DataVault Inc,IT services services,61056.22,PO-1029,CC-862
TXN-2290,2025-08-20,MRO,Industrial Supply Co,MRO services,51564.27,PO-2290,CC-164
TXN-1568,2025-09-28,Facilities,GreenSpace Facilities,Facilities services,48845.42,PO-1568,CC-263
TXN-1417,2026-01-28,Logistics,Horizon Distribution,Logistics services,36404.8,PO-1417,CC-859
TXN-1402,2025-12-11,Logistics,National Carriers Inc,Logistics services,58534.8,PO-1402,CC-261
TXN-1708,2026-04-22,Facilities,GreenSpace Facilities,Facilities services,68583.61,PO-1708,CC-445
TXN-1172,2026-02-28,IT services,NetSecure Corp,IT services services,100058.1,PO-1172,CC-955
TXN-1275,2025-07-10,Logistics,SwiftLine Freight,Logistics services,76986.18,PO-1275,CC-664
TXN-1236,2025-05-19,Logistics,SwiftLine Freight,Logistics services,41312.57,PO-1236,CC-411
TXN-1322,2025-09-24,Logistics,Redline Logistics LLC,Logistics services,89766.53,PO-1322,CC-608
TXN-1080,2025-09-24,IT services,TechBridge Systems,IT services services,83192.77,PO-1080,CC-421
TXN-1767,2025-07-08,Raw materials,Great Lakes Steel,Raw materials services,50884.65,PO-1767,CC-838
TXN-1836,2025-10-19,Raw materials,Heartland Polymers,Raw materials services,75680.1,PO-1836,CC-860
TXN-2355,2025-11-17,MRO,FastParts Direct,MRO services,50741.58,PO-2355,CC-370
TXN-1800,2025-09-24,Raw materials,Great Lakes Steel,Raw materials services,36404.1,PO-1800,CC-245
TXN-2384,2026-01-16,MRO,Industrial Supply Co,MRO services,59778.65,PO-2384,CC-714
TXN-1243,2025-05-03,Logistics,SwiftLine Freight,Logistics services,48659.3,PO-1243,CC-260
TXN-2221,2026-04-20,Professional services,Broadview Analytics,Professional services services,29866.36,PO-2221,CC-300
TXN-1967,2026-04-23,Raw materials,Pacific Aluminum,Raw materials services,78377.4,PO-1967,CC-717
TXN-1913,2026-02-13,Raw materials,Heartland Polymers,Raw materials services,61241.24,PO-1913,CC-700
TXN-1973,2025-05-26,Professional services,Sterling Consulting,Professional services services,47338.64,PO-1973,CC-912
TXN-1170,2026-01-01,IT services,RapidDeploy LLC,IT services services,115431.27,PO-1170,CC-977
TXN-1770,2025-07-20,Raw materials,Apex Electronics,Raw materials services,49176.47,PO-1770,CC-489
TXN-2422,2026-03-25,MRO,ToolWorks Inc,MRO services,44760.07,PO-2422,CC-623
TXN-1807,2025-09-06,Raw materials,Bayshore Materials,Raw materials services,43958.49,PO-1807,CC-665
TXN-1884,2025-12-04,Raw materials,Great Lakes Steel,Raw materials services,72726.93,PO-1884,CC-205
TXN-1841,2025-11-21,Raw materials,Great Lakes Steel,Raw materials services,73035.7,PO-1841,CC-869
TXN-1887,2026-01-22,Raw materials,Heartland Polymers,Raw materials services,67456.77,PO-1887,CC-246
TXN-1371,2025-11-28,Logistics,Redline Logistics LLC,Logistics services,95364.61,PO-1371,CC-511
TXN-1947,2026-03-14,Raw materials,Heartland Polymers,Raw materials services,38442.56,PO-1947,CC-124
TXN-1593,2025-10-09,Facilities,ProClean Services,Facilities services,71603.82,PO-1593,CC-771
TXN-1863,2025-12-15,Raw materials,Bayshore Materials,Raw materials services,35049.28,PO-1863,CC-750
TXN-1883,2025-12-08,Raw materials,Heartland Polymers,Raw materials services,57773.2,PO-1883,CC-492
TXN-2390,2026-01-26,MRO,FastParts Direct,MRO services,61012.49,PO-2390,CC-630
TXN-1576,2025-09-09,Facilities,ProClean Services,Facilities services,60768.9,PO-1576,CC-844
TXN-2147,2026-01-12,Professional services,Whitfield Advisory,Professional services services,35736.88,PO-2147,CC-419
TXN-1541,2025-07-13,Facilities,ProClean Services,Facilities services,36930.78,PO-1541,CC-834
TXN-1523,2025-06-03,Facilities,GreenSpace Facilities,Facilities services,34910.49,PO-1523,CC-341
TXN-1812,2025-09-01,Raw materials,Cascade Fasteners,Raw materials services,54928.12,PO-1812,CC-821
TXN-1929,2026-03-09,Raw materials,Heartland Polymers,Raw materials services,51272.46,PO-1929,CC-891
TXN-1158,2026-01-25,IT services,RapidDeploy LLC,IT services services,87444.0,PO-1158,CC-553
TXN-1035,2025-06-03,IT services,TechBridge Systems,IT services services,73611.01,PO-1035,CC-494
TXN-1945,2026-03-16,Raw materials,Pacific Aluminum,Raw materials services,64509.01,PO-1945,CC-891
TXN-2415,2026-03-08,MRO,Grainger West,MRO services,55887.09,PO-2415,CC-853
TXN-2299,2025-08-01,MRO,FastParts Direct,MRO services,28154.92,PO-2299,CC-686
TXN-1354,2025-10-07,Logistics,Redline Logistics LLC,Logistics services,57154.34,PO-1354,CC-225
TXN-1104,2025-10-25,IT services,CloudStack Solutions,IT services services,40195.31,PO-1104,CC-233
TXN-1328,2025-09-05,Logistics,Coastal Transport Co,Logistics services,55036.62,PO-1328,CC-192
TXN-1785,2025-08-13,Raw materials,Bayshore Materials,Raw materials services,54548.47,PO-1785,CC-175
TXN-1109,2025-10-05,IT services,RapidDeploy LLC,IT services services,51733.8,PO-1109,CC-142
TXN-2220,2026-04-24,Professional services,Whitfield Advisory,Professional services services,65042.85,PO-2220,CC-838
TXN-1413,2026-01-10,Logistics,SwiftLine Freight,Logistics services,80446.6,PO-1413,CC-435
TXN-1784,2025-08-22,Raw materials,Pacific Aluminum,Raw materials services,43846.71,PO-1784,CC-257
TXN-1180,2026-02-15,IT services,Pinnacle IT Group,IT services services,50744.43,PO-1180,CC-286
TXN-1637,2026-01-17,Facilities,GreenSpace Facilities,Facilities services,86622.95,PO-1637,CC-435
TXN-1876,2025-12-06,Raw materials,Bayshore Materials,Raw materials services,82951.83,PO-1876,CC-153
TXN-1757,2025-07-15,Raw materials,Great Lakes Steel,Raw materials services,40618.61,PO-1757,CC-670
TXN-1570,2025-09-16,Facilities,Meridian Maintenance Group,Facilities services,82453.76,PO-1570,CC-627
TXN-2313,2025-09-26,MRO,Industrial Supply Co,MRO services,36737.33,PO-2313,CC-326
TXN-1410,2026-01-22,Logistics,Coastal Transport Co,Logistics services,62785.72,PO-1410,CC-415
TXN-2231,2025-05-20,MRO,Grainger West,MRO services,41501.08,PO-2231,CC-809
TXN-1435,2026-02-16,Logistics,SwiftLine Freight,Logistics services,59803.09,PO-1435,CC-552
TXN-1652,2026-01-17,Facilities,ProClean Services,Facilities services,86739.42,PO-1652,CC-307
TXN-1487,2026-04-03,Logistics,Coastal Transport Co,Logistics services,32152.35,PO-1487,CC-119
TXN-1979,2025-05-03,Professional services,Broadview Analytics,Professional services services,64425.81,PO-1979,CC-967
TXN-2386,2026-01-02,MRO,ToolWorks Inc,MRO services,26203.55,PO-2386,CC-841
TXN-1239,2025-05-13,Logistics,SwiftLine Freight,Logistics services,81180.5,PO-1239,CC-561
TXN-1574,2025-09-10,Facilities,SafeGuard Security,Facilities services,35815.18,PO-1574,CC-606
TXN-1061,2025-08-08,IT services,NetSecure Corp,IT services services,45568.44,PO-1061,CC-385
TXN-2063,2025-09-15,Professional services,Sterling Consulting,Professional services services,71312.54,PO-2063,CC-277
TXN-1100,2025-10-07,IT services,DataVault Inc,IT services services,97195.36,PO-1100,CC-803
TXN-2242,2025-05-14,MRO,ToolWorks Inc,MRO services,62228.14,PO-2242,CC-927
TXN-2377,2026-01-10,MRO,Grainger West,MRO services,34052.24,PO-2377,CC-691
TXN-2164,2026-02-20,Professional services,Nexus Staffing,Professional services services,37887.76,PO-2164,CC-817
TXN-1971,2026-04-06,Raw materials,Pacific Aluminum,Raw materials services,78005.3,PO-1971,CC-131
TXN-2319,2025-09-21,MRO,FastParts Direct,MRO services,34479.46,PO-2319,CC-178
TXN-1710,2025-05-24,Raw materials,Apex Electronics,Raw materials services,56776.26,PO-1710,CC-914
TXN-2133,2025-12-17,Professional services,Broadview Analytics,Professional services services,68368.58,PO-2133,CC-222
TXN-1779,2025-08-25,Raw materials,Cascade Fasteners,Raw materials services,40177.52,PO-1779,CC-663
TXN-1833,2025-10-03,Raw materials,Apex Electronics,Raw materials services,58423.15,PO-1833,CC-678
TXN-1821,2025-10-19,Raw materials,Pacific Aluminum,Raw materials services,83831.24,PO-1821,CC-186
TXN-2307,2025-09-19,MRO,Industrial Supply Co,MRO services,31506.15,PO-2307,CC-598
TXN-1267,2025-06-03,Logistics,Coastal Transport Co,Logistics services,34153.45,PO-1267,CC-422
TXN-1255,2025-06-16,Logistics,Horizon Distribution,Logistics services,63666.41,PO-1255,CC-548
TXN-1289,2025-07-11,Logistics,Coastal Transport Co,Logistics services,55822.46,PO-1289,CC-990
TXN-1315,2025-08-12,Logistics,SwiftLine Freight,Logistics services,36518.48,PO-1315,CC-701
TXN-1528,2025-06-01,Facilities,Meridian Maintenance Group,Facilities services,95339.5,PO-1528,CC-853
TXN-1630,2025-12-18,Facilities,GreenSpace Facilities,Facilities services,97205.1,PO-1630,CC-636
TXN-2437,2026-04-28,MRO,FastParts Direct,MRO services,47675.45,PO-2437,CC-490
TXN-1802,2025-09-12,Raw materials,Heartland Polymers,Raw materials services,60338.6,PO-1802,CC-587
TXN-1792,2025-08-19,Raw materials,Bayshore Materials,Raw materials services,65749.15,PO-1792,CC-760
TXN-1270,2025-06-02,Logistics,Coastal Transport Co,Logistics services,61216.68,PO-1270,CC-292
TXN-1133,2025-11-14,IT services,TechBridge Systems,IT services services,55640.52,PO-1133,CC-171
TXN-2241,2025-05-27,MRO,Grainger West,MRO services,53046.96,PO-2241,CC-646
TXN-2125,2025-12-04,Professional services,Nexus Staffing,Professional services services,33516.21,PO-2125,CC-582
TXN-1885,2026-01-10,Raw materials,Pacific Aluminum,Raw materials services,51265.01,PO-1885,CC-240
TXN-1496,2025-05-17,Facilities,SafeGuard Security,Facilities services,37056.84,PO-1496,CC-657
TXN-1736,2025-06-03,Raw materials,Apex Electronics,Raw materials services,45564.71,PO-1736,CC-800
TXN-1544,2025-07-22,Facilities,ProClean Services,Facilities services,62012.22,PO-1544,CC-629
TXN-1060,2025-08-02,IT services,DataVault Inc,IT services services,45292.48,PO-1060,CC-980
TXN-1520,2025-06-26,Facilities,GreenSpace Facilities,Facilities services,50561.25,PO-1520,CC-158
TXN-1895,2026-01-08,Raw materials,Pacific Aluminum,Raw materials services,67636.67,PO-1895,CC-666
TXN-1700,2026-04-13,Facilities,SafeGuard Security,Facilities services,83262.71,PO-1700,CC-577
TXN-2213,2026-04-28,Professional services,Sterling Consulting,Professional services services,64784.52,PO-2213,CC-565
TXN-1282,2025-07-05,Logistics,Coastal Transport Co,Logistics services,79309.53,PO-1282,CC-984
TXN-2177,2026-02-28,Professional services,Whitfield Advisory,Professional services services,67616.43,PO-2177,CC-397
TXN-1900,2026-01-26,Raw materials,Great Lakes Steel,Raw materials services,75861.0,PO-1900,CC-345
TXN-1877,2025-12-24,Raw materials,Apex Electronics,Raw materials services,66512.98,PO-1877,CC-816
TXN-2449,2026-04-16,MRO,ToolWorks Inc,MRO services,52999.5,PO-2449,CC-893
TXN-1067,2025-08-21,IT services,TechBridge Systems,IT services services,44236.47,PO-1067,CC-761
TXN-1742,2025-06-18,Raw materials,Apex Electronics,Raw materials services,69552.07,PO-1742,CC-439
TXN-2238,2025-05-23,MRO,FastParts Direct,MRO services,45351.33,PO-2238,CC-752
TXN-2292,2025-08-22,MRO,Industrial Supply Co,MRO services,35681.21,PO-2292,CC-408
TXN-1378,2025-11-04,Logistics,Redline Logistics LLC,Logistics services,82287.93,PO-1378,CC-973
TXN-1331,2025-09-09,Logistics,Horizon Distribution,Logistics services,65599.7,PO-1331,CC-950
TXN-1307,2025-08-26,Logistics,Redline Logistics LLC,Logistics services,34744.88,PO-1307,CC-157
TXN-1096,2025-10-22,IT services,TechBridge Systems,IT services services,82134.74,PO-1096,CC-936
TXN-1037,2025-06-28,IT services,NetSecure Corp,IT services services,117428.19,PO-1037,CC-111
TXN-1832,2025-10-23,Raw materials,Bayshore Materials,Raw materials services,58601.98,PO-1832,CC-960
TXN-1467,2026-03-06,Logistics,Coastal Transport Co,Logistics services,83302.78,PO-1467,CC-838
TXN-1834,2025-10-08,Raw materials,Great Lakes Steel,Raw materials services,76574.78,PO-1834,CC-399
TXN-1292,2025-07-16,Logistics,Redline Logistics LLC,Logistics services,52065.77,PO-1292,CC-822
TXN-1166,2026-01-13,IT services,DataVault Inc,IT services services,51952.27,PO-1166,CC-810
TXN-1183,2026-02-27,IT services,NetSecure Corp,IT services services,99941.14,PO-1183,CC-531
TXN-2014,2025-06-06,Professional services,Keystone Legal,Professional services services,31317.46,PO-2014,CC-849
TXN-2142,2026-01-14,Professional services,Sterling Consulting,Professional services services,30970.77,PO-2142,CC-748
TXN-1759,2025-07-03,Raw materials,Great Lakes Steel,Raw materials services,50458.57,PO-1759,CC-711
TXN-2159,2026-01-01,Professional services,Sterling Consulting,Professional services services,56762.85,PO-2159,CC-149
TXN-2087,2025-10-25,Professional services,Broadview Analytics,Professional services services,61062.36,PO-2087,CC-628
TXN-1306,2025-08-23,Logistics,Redline Logistics LLC,Logistics services,60052.27,PO-1306,CC-406
TXN-1926,2026-02-23,Raw materials,Cascade Fasteners,Raw materials services,33319.71,PO-1926,CC-690
TXN-2347,2025-11-02,MRO,Grainger West,MRO services,23601.73,PO-2347,CC-230
TXN-1038,2025-06-22,IT services,TechBridge Systems,IT services services,97443.58,PO-1038,CC-649
TXN-1358,2025-10-27,Logistics,Coastal Transport Co,Logistics services,44876.72,PO-1358,CC-883
TXN-1057,2025-07-11,IT services,DataVault Inc,IT services services,57848.65,PO-1057,CC-121
TXN-1888,2026-01-01,Raw materials,Great Lakes Steel,Raw materials services,60893.67,PO-1888,CC-724
TXN-1719,2025-05-01,Raw materials,Bayshore Materials,Raw materials services,58373.21,PO-1719,CC-644
TXN-2053,2025-08-09,Professional services,Keystone Legal,Professional services services,35735.73,PO-2053,CC-677
