transaction_id,date,initiative_id,initiative_name,category,rate_applied,baseline_rate,volume,amount_usd,savings_usd
TXN050055,2026-06-09,SAV-001,Steel Consolidation,raw-materials,644.6535,720,314.54,202769.31,23699.48
TXN050149,2026-06-10,SAV-002,Logistics RFP,logistics,2.7591,3.2,15866.13,43776.24,6995.42
TXN050150,2026-06-11,SAV-002,Logistics RFP,logistics,2.7604,3.2,20548.58,56722.3,9032.33
TXN050151,2026-06-11,SAV-002,Logistics RFP,logistics,2.7569,3.2,17205.54,47433.95,7623.39
TXN050238,2026-06-11,SAV-003,IT License Rationalization,it-services,36.8682,45,1368.32,1681.58,11126.88
TXN050318,2026-06-11,SAV-004,Facilities Rebid,facilities,2.3715,2.8,16056.92,38078.99,6879.66
TXN050319,2026-06-11,SAV-004,Facilities Rebid,facilities,2.6251,2.8,23671.24,62139.37,4140.3
TXN050402,2026-06-11,SAV-005,Consulting Rate Card,professional-services,248.9516,285,468.65,116671.17,16894.07
TXN050237,2026-06-12,SAV-003,IT License Rationalization,it-services,34.798,45,1416.33,1642.85,14449.34
TXN050057,2026-06-13,SAV-001,Steel Consolidation,raw-materials,652.8391,720,237.32,154931.78,15938.62
TXN050058,2026-06-13,SAV-001,Steel Consolidation,raw-materials,654.0496,720,215.32,140829.96,14200.45
TXN050403,2026-06-15,SAV-005,Consulting Rate Card,professional-services,245.7032,285,435.83,107084.83,17126.74
TXN050239,2026-06-16,SAV-003,IT License Rationalization,it-services,36.2831,45,1036.23,1253.25,9032.68
TXN050320,2026-06-16,SAV-004,Facilities Rebid,facilities,2.3777,2.8,20284.59,48230.67,8566.43
TXN050404,2026-06-16,SAV-005,Consulting Rate Card,professional-services,237.1981,285,432.4,102564.46,20669.55
TXN050060,2026-06-17,SAV-001,Steel Consolidation,raw-materials,645.0295,720,306.98,198011.16,23014.44
TXN050152,2026-06-18,SAV-002,Logistics RFP,logistics,2.7658,3.2,21187.48,58600.33,9199.77
TXN050321,2026-06-18,SAV-004,Facilities Rebid,facilities,2.3904,2.8,26025.24,62210.73,10658.81
TXN050405,2026-06-18,SAV-005,Consulting Rate Card,professional-services,232.9673,285,286.75,66803.37,14920.38
TXN050059,2026-06-20,SAV-001,Steel Consolidation,raw-materials,649.9391,720,190.15,123585.92,13322.07
TXN050322,2026-06-21,SAV-004,Facilities Rebid,facilities,2.3153,2.8,18754.63,43422.59,9089.85
TXN050406,2026-06-21,SAV-005,Consulting Rate Card,professional-services,264.4223,285,311.27,82306.73,6405.21
TXN050323,2026-06-22,SAV-004,Facilities Rebid,facilities,2.3174,2.8,16565.49,38388.87,7994.66
TXN050153,2026-06-23,SAV-002,Logistics RFP,logistics,2.6949,3.2,22010.89,59317.15,11116.86
TXN050240,2026-06-23,SAV-003,IT License Rationalization,it-services,35.4939,45,1219.48,1442.8,11592.44
TXN050154,2026-06-24,SAV-002,Logistics RFP,logistics,2.7378,3.2,17036.26,46641.87,7873.66
TXN050061,2026-06-25,SAV-001,Steel Consolidation,raw-materials,636.6519,720,306.59,195191.11,25553.68
TXN050062,2026-06-26,SAV-001,Steel Consolidation,raw-materials,645.301,720,347.58,224293.72,25963.89
TXN050241,2026-06-26,SAV-003,IT License Rationalization,it-services,39.9075,45,1103.77,1468.29,5620.99
TXN050155,2026-06-28,SAV-002,Logistics RFP,logistics,2.7703,3.2,22169.5,61416.17,9525.97
TXN050242,2026-06-28,SAV-003,IT License Rationalization,it-services,37.0968,45,1237.32,1530.02,9778.83
TXN050407,2026-06-28,SAV-005,Consulting Rate Card,professional-services,241.0061,285,397.22,95732.44,17475.26
TXN050064,2026-06-29,SAV-001,Steel Consolidation,raw-materials,635.1633,720,272.13,172846.99,23086.62
TXN050063,2026-06-30,SAV-001,Steel Consolidation,raw-materials,644.8131,720,313.46,202123.11,23568.09
TXN050156,2026-07-01,SAV-002,Logistics RFP,logistics,2.7333,3.2,17241.25,47125.51,8046.82
TXN050243,2026-07-01,SAV-003,IT License Rationalization,it-services,35.3107,45,1741.55,2049.84,16874.45
TXN050324,2026-07-01,SAV-004,Facilities Rebid,facilities,2.346,2.8,16286.56,38208.27,7393.6
TXN050325,2026-07-01,SAV-004,Facilities Rebid,facilities,2.3741,2.8,22561.62,53563.54,9608.91
TXN050408,2026-07-02,SAV-005,Consulting Rate Card,professional-services,239.4175,285,448.41,107357.2,20439.63
TXN050326,2026-07-03,SAV-004,Facilities Rebid,facilities,2.6088,2.8,22070.92,57578.62,4220.88
TXN050157,2026-07-04,SAV-002,Logistics RFP,logistics,2.7426,3.2,14175.34,38877.29,6483.62
TXN050409,2026-07-04,SAV-005,Consulting Rate Card,professional-services,264.7986,285,378.19,100144.18,7639.98
TXN050065,2026-07-05,SAV-001,Steel Consolidation,raw-materials,650.3293,720,206.91,134559.64,14415.57
TXN050066,2026-07-05,SAV-001,Steel Consolidation,raw-materials,641.2422,720,291.25,186761.79,22938.19
TXN050244,2026-07-05,SAV-003,IT License Rationalization,it-services,33.5296,45,1404.61,1569.87,16111.47
TXN050410,2026-07-06,SAV-005,Consulting Rate Card,professional-services,249.0308,285,278.88,69449.71,10031.1
TXN050158,2026-07-07,SAV-002,Logistics RFP,logistics,2.7459,3.2,21684.52,59543.52,9846.79
TXN050246,2026-07-08,SAV-003,IT License Rationalization,it-services,33.7172,45,1528.21,1717.57,17242.43
TXN050160,2026-07-09,SAV-002,Logistics RFP,logistics,2.7701,3.2,20511.45,56818.77,8818.24
TXN050245,2026-07-09,SAV-003,IT License Rationalization,it-services,35.1842,45,1016.89,1192.62,9981.56
TXN050327,2026-07-09,SAV-004,Facilities Rebid,facilities,2.4139,2.8,23668.11,57132.45,9139.42
TXN050159,2026-07-10,SAV-002,Logistics RFP,logistics,3.0167,3.2,17285.68,52145.71,3167.9
TXN050412,2026-07-10,SAV-005,Consulting Rate Card,professional-services,245.3859,285,443.36,108794.29,17563.3
TXN050067,2026-07-11,SAV-001,Steel Consolidation,raw-materials,650.0006,720,326.41,212166.7,22848.52
TXN050411,2026-07-11,SAV-005,Consulting Rate Card,professional-services,262.6504,285,442.2,116144.01,9882.97
TXN050068,2026-07-12,SAV-001,Steel Consolidation,raw-materials,648.8384,720,272.13,176568.39,19365.2
TXN050328,2026-07-12,SAV-004,Facilities Rebid,facilities,2.3398,2.8,19495.26,45615.01,8971.86
TXN050161,2026-07-13,SAV-002,Logistics RFP,logistics,2.7552,3.2,21453.24,59107.97,9541.38
TXN050247,2026-07-13,SAV-003,IT License Rationalization,it-services,35.2559,45,1672.2,1965.16,16294.09
TXN050248,2026-07-13,SAV-003,IT License Rationalization,it-services,36.6746,45,1596.05,1951.15,13287.7
TXN050329,2026-07-14,SAV-004,Facilities Rebid,facilities,2.3361,2.8,22222.43,51913.82,10309.11
TXN050413,2026-07-14,SAV-005,Consulting Rate Card,professional-services,243.0586,285,318.98,77530.83,13378.46
TXN050414,2026-07-15,SAV-005,Consulting Rate Card,professional-services,239.4591,285,424.02,101535.45,19310.26
TXN050162,2026-07-17,SAV-002,Logistics RFP,logistics,2.7582,3.2,15438.6,42582.75,6820.33
TXN050163,2026-07-17,SAV-002,Logistics RFP,logistics,2.6418,3.2,20788.34,54918.64,11603.59
TXN050069,2026-07-19,SAV-001,Steel Consolidation,raw-materials,639.1414,720,221.95,141857.43,17946.56
TXN050249,2026-07-20,SAV-003,IT License Rationalization,it-services,35.3634,45,1256.65,1481.31,12109.84
TXN050070,2026-07-21,SAV-001,Steel Consolidation,raw-materials,650.583,720,250.39,162899.48,17381.32
TXN050250,2026-07-21,SAV-003,IT License Rationalization,it-services,35.5367,45,1003.96,1189.25,9500.81
TXN050330,2026-07-22,SAV-004,Facilities Rebid,facilities,2.5824,2.8,18411.81,47546.66,4005.61
TXN050331,2026-07-22,SAV-004,Facilities Rebid,facilities,2.4011,2.8,21065.48,50580.32,8403.93
TXN050415,2026-07-22,SAV-005,Consulting Rate Card,professional-services,241.4041,285,316.28,76351.29,13788.5
TXN050071,2026-07-23,SAV-001,Steel Consolidation,raw-materials,635.7655,720,215.87,137242.7,18183.71
TXN050332,2026-07-23,SAV-004,Facilities Rebid,facilities,2.3836,2.8,20116.25,47949.09,8376.27
TXN050164,2026-07-25,SAV-002,Logistics RFP,logistics,2.7452,3.2,17654.84,48466.07,8028.54
TXN050165,2026-07-25,SAV-002,Logistics RFP,logistics,2.7716,3.2,15031.62,41661.64,6439.72
TXN050416,2026-07-26,SAV-005,Consulting Rate Card,professional-services,243.8507,285,455.26,111015.47,18733.65
TXN050417,2026-07-26,SAV-005,Consulting Rate Card,professional-services,242.593,285,288.72,70041.45,12243.76
TXN050073,2026-07-27,SAV-001,Steel Consolidation,raw-materials,689.5749,720,339.54,234138.26,10330.54
TXN050252,2026-07-27,SAV-003,IT License Rationalization,it-services,37.0241,45,1183.45,1460.54,9439.05
TXN050072,2026-07-28,SAV-001,Steel Consolidation,raw-materials,639.5895,720,344.59,220396.15,27708.67
TXN050251,2026-07-28,SAV-003,IT License Rationalization,it-services,41.9469,45,1339.36,1872.73,4089.24
TXN050166,2026-07-30,SAV-002,Logistics RFP,logistics,2.7616,3.2,17176.66,47435.06,7530.98
TXN050418,2026-07-30,SAV-005,Consulting Rate Card,professional-services,248.2071,285,352.46,87483.07,12968.01
TXN050167,2026-07-31,SAV-002,Logistics RFP,logistics,2.6866,3.2,20102.68,54007.86,10320.98
TXN050074,2026-08-01,SAV-001,Steel Consolidation,raw-materials,674.8309,720,338.9,228700.19,15307.82
TXN050075,2026-08-01,SAV-001,Steel Consolidation,raw-materials,646.9571,720,286.96,185650.81,20960.4
TXN050253,2026-08-01,SAV-003,IT License Rationalization,it-services,37.0382,45,1708.0,2108.71,13598.8
TXN050333,2026-08-01,SAV-004,Facilities Rebid,facilities,2.2686,2.8,24687.78,56006.7,13119.41
TXN050334,2026-08-01,SAV-004,Facilities Rebid,facilities,2.6531,2.8,16138.2,42816.26,2370.72
TXN050419,2026-08-02,SAV-005,Consulting Rate Card,professional-services,244.1692,285,464.29,113365.32,18957.34
TXN050077,2026-08-05,SAV-001,Steel Consolidation,raw-materials,675.6236,720,207.8,140394.58,9221.41
TXN050168,2026-08-06,SAV-002,Logistics RFP,logistics,2.7762,3.2,14980.81,41589.72,6349.01
TXN050255,2026-08-06,SAV-003,IT License Rationalization,it-services,34.342,45,1797.87,2058.08,19161.7
TXN050335,2026-08-06,SAV-004,Facilities Rebid,facilities,2.4033,2.8,22944.52,55142.56,9101.59
TXN050170,2026-08-07,SAV-002,Logistics RFP,logistics,2.7091,3.2,22021.65,59658.85,10810.73
TXN050076,2026-08-08,SAV-001,Steel Consolidation,raw-materials,644.6932,720,269.03,173441.81,20259.79
TXN050078,2026-08-08,SAV-001,Steel Consolidation,raw-materials,652.5236,720,248.61,162223.89,16775.32
TXN050254,2026-08-08,SAV-003,IT License Rationalization,it-services,36.8108,45,1088.84,1336.04,8916.72
TXN050256,2026-08-08,SAV-003,IT License Rationalization,it-services,36.6499,45,1543.25,1885.33,12886.28
TXN050420,2026-08-08,SAV-005,Consulting Rate Card,professional-services,243.5133,285,305.13,74303.21,12658.83
TXN050169,2026-08-10,SAV-002,Logistics RFP,logistics,2.7662,3.2,16064.45,44437.48,6969.32
TXN050336,2026-08-11,SAV-004,Facilities Rebid,facilities,2.3383,2.8,25753.64,60219.74,11890.18
TXN050337,2026-08-11,SAV-004,Facilities Rebid,facilities,2.5401,2.8,21642.24,54973.45,5625.36
TXN050421,2026-08-11,SAV-005,Consulting Rate Card,professional-services,246.6694,285,355.47,87683.57,13625.37
TXN050257,2026-08-12,SAV-003,IT License Rationalization,it-services,35.0831,45,1123.29,1313.62,11139.59
TXN050338,2026-08-13,SAV-004,Facilities Rebid,facilities,2.3711,2.8,25599.78,60699.64,10980.27
TXN050080,2026-08-15,SAV-001,Steel Consolidation,raw-materials,647.1861,720,320.74,207578.47,23354.32
TXN050171,2026-08-15,SAV-002,Logistics RFP,logistics,2.6831,3.2,13335.18,35779.62,6893.08
TXN050172,2026-08-15,SAV-002,Logistics RFP,logistics,2.7638,3.2,14086.31,38931.74,6143.96
TXN050422,2026-08-15,SAV-005,Consulting Rate Card,professional-services,238.9612,285,333.15,79609.92,15337.82
TXN050079,2026-08-16,SAV-001,Steel Consolidation,raw-materials,688.7613,720,349.76,240901.15,10926.04
TXN050258,2026-08-16,SAV-003,IT License Rationalization,it-services,35.9519,45,1785.62,2139.88,16156.46
TXN050423,2026-08-16,SAV-005,Consulting Rate Card,professional-services,239.7978,285,262.2,62874.98,11852.02
TXN050424,2026-08-17,SAV-005,Consulting Rate Card,professional-services,248.1109,285,268.04,66503.65,9887.75
TXN050339,2026-08-19,SAV-004,Facilities Rebid,facilities,2.3583,2.8,20114.62,47436.31,8885.5
TXN050173,2026-08-20,SAV-002,Logistics RFP,logistics,2.7631,3.2,16568.97,45781.72,7238.58
TXN050174,2026-08-21,SAV-002,Logistics RFP,logistics,2.7839,3.2,14107.42,39273.65,5870.72
TXN050082,2026-08-22,SAV-001,Steel Consolidation,raw-materials,625.2546,720,228.77,143039.49,21674.9
TXN050340,2026-08-22,SAV-004,Facilities Rebid,facilities,2.3247,2.8,25884.46,60173.6,12303.69
TXN050081,2026-08-23,SAV-001,Steel Consolidation,raw-materials,688.8655,720,228.54,157433.32,7115.49
TXN050083,2026-08-23,SAV-001,Steel Consolidation,raw-materials,689.0216,720,281.83,194186.96,8730.65
TXN050260,2026-08-23,SAV-003,IT License Rationalization,it-services,33.4829,45,1592.33,1777.19,18339.08
TXN050425,2026-08-23,SAV-005,Consulting Rate Card,professional-services,244.6614,285,366.64,89702.66,14789.75
TXN050259,2026-08-24,SAV-003,IT License Rationalization,it-services,36.734,45,1240.58,1519.05,10254.67
TXN050341,2026-08-24,SAV-004,Facilities Rebid,facilities,2.3131,2.8,19909.83,46053.43,9694.68
TXN050427,2026-08-26,SAV-005,Consulting Rate Card,professional-services,263.8642,285,474.86,125298.55,10036.55
TXN050175,2026-08-27,SAV-002,Logistics RFP,logistics,3.0507,3.2,14761.19,45031.96,2204.19
TXN050342,2026-08-27,SAV-004,Facilities Rebid,facilities,2.3148,2.8,25120.16,58148.15,12188.36
TXN050426,2026-08-27,SAV-005,Consulting Rate Card,professional-services,244.734,285,308.15,75414.78,12407.98
TXN050176,2026-08-28,SAV-002,Logistics RFP,logistics,2.6874,3.2,16909.32,45442.11,8667.92
TXN050261,2026-08-29,SAV-003,IT License Rationalization,it-services,34.3859,45,1345.73,1542.47,14283.67
TXN050085,2026-08-30,SAV-001,Steel Consolidation,raw-materials,644.7127,720,308.57,198939.0,23231.41
TXN050177,2026-08-30,SAV-002,Logistics RFP,logistics,2.71,3.2,16011.36,43390.79,7846.18
TXN050428,2026-08-31,SAV-005,Consulting Rate Card,professional-services,246.0484,285,338.72,83341.51,13193.67
TXN050084,2026-09-01,SAV-001,Steel Consolidation,raw-materials,642.6774,720,202.42,130090.76,15651.65
TXN050262,2026-09-02,SAV-003,IT License Rationalization,it-services,35.2506,45,1402.73,1648.24,13675.83
TXN050087,2026-09-03,SAV-001,Steel Consolidation,raw-materials,637.7564,720,348.57,222302.75,28667.67
TXN050178,2026-09-03,SAV-002,Logistics RFP,logistics,3.0567,3.2,17455.2,53355.31,2502.02
TXN050343,2026-09-05,SAV-004,Facilities Rebid,facilities,2.3738,2.8,19719.82,46810.91,8405.28
TXN050429,2026-09-05,SAV-005,Consulting Rate Card,professional-services,248.7151,285,262.54,65297.66,9526.23
TXN050086,2026-09-06,SAV-001,Steel Consolidation,raw-materials,636.8424,720,322.25,205222.46,26797.55
TXN050263,2026-09-06,SAV-003,IT License Rationalization,it-services,36.9409,45,1393.99,1716.51,11234.27
TXN050430,2026-09-07,SAV-005,Consulting Rate Card,professional-services,240.0611,285,460.87,110636.96,20710.98
TXN050179,2026-09-08,SAV-002,Logistics RFP,logistics,2.7423,3.2,13139.39,36032.15,6013.85
TXN050180,2026-09-08,SAV-002,Logistics RFP,logistics,2.6849,3.2,21378.7,57399.67,11012.98
TXN050264,2026-09-08,SAV-003,IT License Rationalization,it-services,36.5924,45,1380.86,1684.3,11609.78
TXN050344,2026-09-08,SAV-004,Facilities Rebid,facilities,2.3525,2.8,23888.05,56196.64,10690.05
TXN050088,2026-09-09,SAV-001,Steel Consolidation,raw-materials,652.2679,720,276.2,180156.39,18707.61
TXN050265,2026-09-09,SAV-003,IT License Rationalization,it-services,35.5516,45,1115.36,1321.76,10538.34
TXN050345,2026-09-09,SAV-004,Facilities Rebid,facilities,2.3569,2.8,18634.16,43918.85,8256.24
TXN050346,2026-09-09,SAV-004,Facilities Rebid,facilities,2.4143,2.8,18633.85,44987.7,7186.23
TXN050089,2026-09-11,SAV-001,Steel Consolidation,raw-materials,651.9912,720,210.06,136957.27,14285.92
TXN050431,2026-09-12,SAV-005,Consulting Rate Card,professional-services,241.9411,285,440.73,106630.7,18977.35
TXN050181,2026-09-13,SAV-002,Logistics RFP,logistics,2.6971,3.2,16637.84,44873.92,8367.05
TXN050182,2026-09-13,SAV-002,Logistics RFP,logistics,3.0491,3.2,20704.1,63128.87,3123.33
TXN050266,2026-09-13,SAV-003,IT License Rationalization,it-services,35.1543,45,1154.46,1352.81,11366.47
TXN050267,2026-09-13,SAV-003,IT License Rationalization,it-services,36.9061,45,1502.14,1847.94,12158.12
TXN050090,2026-09-15,SAV-001,Steel Consolidation,raw-materials,651.9474,720,296.85,193530.59,20201.43
TXN050183,2026-09-16,SAV-002,Logistics RFP,logistics,2.7307,3.2,22588.69,61682.94,10600.81
TXN050433,2026-09-16,SAV-005,Consulting Rate Card,professional-services,244.0675,285,430.23,105005.16,17610.4
TXN050348,2026-09-17,SAV-004,Facilities Rebid,facilities,2.3907,2.8,26709.6,63854.64,10931.87
TXN050432,2026-09-17,SAV-005,Consulting Rate Card,professional-services,234.9164,285,399.15,93766.88,19990.89
TXN050347,2026-09-18,SAV-004,Facilities Rebid,facilities,2.4184,2.8,17907.82,43308.27,6833.51
TXN050091,2026-09-20,SAV-001,Steel Consolidation,raw-materials,627.4199,720,343.51,215525.01,31802.2
TXN050268,2026-09-20,SAV-003,IT License Rationalization,it-services,36.5023,45,1627.1,1979.76,13826.65
TXN050184,2026-09-21,SAV-002,Logistics RFP,logistics,2.7809,3.2,12682.5,35268.76,5315.38
TXN050435,2026-09-21,SAV-005,Consulting Rate Card,professional-services,262.5014,285,319.38,83837.7,7185.59
TXN050093,2026-09-23,SAV-001,Steel Consolidation,raw-materials,650.6392,720,275.38,179173.02,19100.58
TXN050434,2026-09-23,SAV-005,Consulting Rate Card,professional-services,269.908,285,286.58,77350.23,4325.07
TXN050092,2026-09-24,SAV-001,Steel Consolidation,raw-materials,642.6208,720,216.46,139101.7,16749.49
TXN050094,2026-09-25,SAV-001,Steel Consolidation,raw-materials,642.0244,720,288.21,185037.85,22473.35
TXN050269,2026-09-25,SAV-003,IT License Rationalization,it-services,41.1916,45,1108.44,1521.95,4221.42
TXN050270,2026-09-25,SAV-003,IT License Rationalization,it-services,36.5076,45,1051.71,1279.85,8931.54
TXN050349,2026-09-25,SAV-004,Facilities Rebid,facilities,2.3141,2.8,23349.0,54031.92,11345.57
TXN050185,2026-09-26,SAV-002,Logistics RFP,logistics,2.6868,3.2,21889.4,58812.44,11233.78
TXN050186,2026-09-27,SAV-002,Logistics RFP,logistics,3.0233,3.2,18628.78,56320.39,3292.58
TXN050350,2026-09-28,SAV-004,Facilities Rebid,facilities,2.5877,2.8,20671.39,53491.36,4389.41
TXN050436,2026-09-28,SAV-005,Consulting Rate Card,professional-services,265.4715,285,438.66,116451.73,8566.36
TXN050095,2026-09-29,SAV-001,Steel Consolidation,raw-materials,654.62086776,720,346.36,226734.48,22644.72
TXN050187,2026-09-30,SAV-002,Logistics RFP,logistics,2.7502,3.2,17574.55,48333.53,7905.03
TXN050271,2026-09-30,SAV-003,IT License Rationalization,it-services,35.63472812,45,1649.55,1959.38,15448.48
TXN050351,2026-09-30,SAV-004,Facilities Rebid,facilities,2.35750009,2.8,15847.33,37360.08,7012.44
TXN050437,2026-09-30,SAV-005,Consulting Rate Card,professional-services,240.9793866,285,409.28,98628.04,18016.76
