shipment_id,carrier_id,mode,from_location,to_location,total_gbp,ship_date
SH-00356,CAR005,sea_fcl,Felixstowe,Shanghai,3344.31,2025-07-15
SH-00646,CAR010,road_ftl,Birmingham,Glasgow,1325.82,2025-07-15
SH-00765,CAR018,parcel,Multiple UK,Multiple UK,13860.39,2025-07-15
SH-00860,CAR009,road_pallet_network,Birmingham,Glasgow,1190.14,2025-07-15
SH-01366,CAR012,air,Heathrow,Dubai,5962.26,2025-07-15
SH-00361,CAR023,sea_lcl,Cardiff,Genoa,1781.34,2025-07-16
SH-00520,CAR023,sea_lcl,Cardiff,Naples,1487.23,2025-07-16
SH-00693,CAR012,air,Heathrow,Frankfurt,4812.22,2025-07-16
SH-00026,CAR004,air,Heathrow,JFK New York,7173.91,2025-07-17
SH-00297,CAR023,sea_lcl,Felixstowe,Antwerp,501.81,2025-07-17
SH-01495,CAR010,road_ftl,Manchester,Hamburg,2999.76,2025-07-17
SH-01324,CAR005,sea_fcl,Liverpool,New York,2570.16,2025-07-18
SH-00152,CAR010,road_ftl,Birmingham,Lyon,2164.27,2025-07-19
SH-00519,CAR002,road_ftl,Birmingham,Hamburg,2877.14,2025-07-19
SH-00662,CAR018,parcel,Multiple UK,Multiple UK,15654.65,2025-07-19
SH-00735,CAR005,sea_fcl,Felixstowe,Hong Kong,3475.06,2025-07-19
SH-00493,CAR004,air,Heathrow,Dubai,5545.93,2025-07-20
SH-00757,CAR018,parcel,Multiple UK,Multiple UK,13893.08,2025-07-20
SH-01179,CAR014,sea_fcl,Liverpool,New York,2763.0,2025-07-20
SH-00350,CAR004,air,Heathrow,Frankfurt,4802.06,2025-07-21
SH-00012,CAR003,sea_fcl,Felixstowe,Shanghai,3304.57,2025-07-22
SH-00945,CAR007,road_temp_controlled,Manchester,Stockholm,3926.74,2025-07-22
SH-01124,CAR004,air,Heathrow,Singapore,9603.72,2025-07-22
SH-01134,CAR001,road_ftl,Coventry,Madrid,3278.65,2025-07-22
SH-01250,CAR004,air,Heathrow,Dubai,5858.58,2025-07-22
SH-01424,CAR010,road_ftl,Birmingham,Hamburg,3158.03,2025-07-22
SH-00802,CAR004,air,Heathrow,Frankfurt,4549.58,2025-07-23
SH-00157,CAR010,road_ftl,Birmingham,Glasgow,1503.37,2025-07-24
SH-00202,CAR002,road_ftl,Coventry,Madrid,3547.48,2025-07-24
SH-00647,CAR012,air,Heathrow,Dubai,6049.18,2025-07-24
SH-00648,CAR012,air,Heathrow,JFK New York,7465.53,2025-07-24
SH-01175,CAR003,sea_fcl,Liverpool,New York,2584.88,2025-07-24
SH-01267,CAR005,sea_fcl,Felixstowe,Shanghai,3182.79,2025-07-24
SH-00399,CAR018,parcel,Multiple UK,Multiple UK,15293.47,2025-07-25
SH-00642,CAR004,air,Heathrow,JFK New York,7140.76,2025-07-25
SH-00725,CAR014,sea_fcl,Felixstowe,Hong Kong,3415.52,2025-07-25
SH-00926,CAR002,road_ltl,Manchester,Hamburg,1371.17,2025-07-25
SH-01209,CAR001,road_ltl,Coventry,Lyon,1117.98,2025-07-25
SH-00998,CAR009,road_pallet_network,Birmingham,Newcastle,852.61,2025-07-26
SH-01456,CAR012,air,Heathrow,Frankfurt,4719.09,2025-07-26
SH-00502,CAR005,sea_lcl,Cardiff,Naples,1898.63,2025-07-27
SH-00724,CAR018,parcel,Multiple UK,Multiple UK,11898.3,2025-07-27
SH-00865,CAR018,parcel,Multiple UK,Multiple UK,10998.05,2025-07-27
SH-01188,CAR012,air,Heathrow,Singapore,9748.81,2025-07-27
SH-01447,CAR002,road_ltl,Birmingham,Lyon,1239.36,2025-07-27
SH-00109,CAR002,road_ftl,Birmingham,Lyon,2880.17,2025-07-28
SH-00958,CAR014,sea_fcl,Felixstowe,Singapore,3226.74,2025-07-28
SH-01320,CAR010,road_ftl,Birmingham,Antwerp,2413.15,2025-07-28
SH-01288,CAR023,sea_lcl,Felixstowe,Antwerp,547.71,2025-07-29
SH-01341,CAR018,parcel,Multiple UK,Multiple UK,14188.8,2025-07-29
SH-00400,CAR023,sea_lcl,Felixstowe,Antwerp,684.87,2025-07-30
SH-00627,CAR005,sea_fcl,Felixstowe,Singapore,2976.97,2025-07-30
SH-01109,CAR009,road_pallet_network,Birmingham,Newcastle,845.93,2025-07-30
SH-01159,CAR009,road_pallet_network,Birmingham,Manchester,439.49,2025-07-30
SH-01473,CAR012,air,Heathrow,Singapore,9277.87,2025-07-30
SH-00163,CAR018,parcel,Multiple UK,Multiple UK,12479.49,2025-07-31
SH-00175,CAR005,sea_fcl,Liverpool,New York,2866.43,2025-07-31
SH-00954,CAR014,sea_fcl,Felixstowe,Shanghai,3274.11,2025-07-31
SH-01325,CAR002,road_ltl,Birmingham,Munich,1212.67,2025-07-31
SH-01479,CAR001,road_ftl,Birmingham,Munich,3096.03,2025-07-31
SH-00078,CAR007,road_temp_controlled,Manchester,Oslo,4499.5,2025-08-01
SH-00128,CAR005,sea_fcl,Felixstowe,Shanghai,3258.31,2025-08-01
SH-00073,CAR005,sea_lcl,Cardiff,Genoa,1311.83,2025-08-02
SH-00990,CAR003,sea_fcl,Felixstowe,Singapore,2853.53,2025-08-02
SH-00997,CAR002,road_ltl,Birmingham,Munich,1311.2,2025-08-02
SH-01212,CAR002,road_ftl,Birmingham,Antwerp,1911.95,2025-08-02
SH-01491,CAR005,sea_fcl,Felixstowe,Shanghai,3080.67,2025-08-02
SH-00368,CAR005,sea_fcl,Felixstowe,Shanghai,3285.14,2025-08-03
SH-00801,CAR012,air,Heathrow,JFK New York,7576.15,2025-08-03
SH-00844,CAR001,road_ltl,Birmingham,Lyon,1250.0,2025-08-04
SH-00925,CAR012,air,Heathrow,Dubai,6256.31,2025-08-04
SH-01146,CAR009,road_pallet_network,Birmingham,Newcastle,836.5,2025-08-04
SH-00371,CAR005,sea_fcl,Felixstowe,Hong Kong,3477.48,2025-08-05
SH-01022,CAR014,sea_fcl,Felixstowe,Singapore,3040.46,2025-08-05
SH-01128,CAR010,road_ftl,Coventry,Madrid,3112.44,2025-08-05
SH-01351,CAR012,air,Heathrow,JFK New York,6864.71,2025-08-05
SH-00695,CAR018,parcel,Multiple UK,Multiple UK,11156.58,2025-08-06
SH-00896,CAR014,sea_fcl,Liverpool,New York,2602.73,2025-08-06
SH-01035,CAR009,road_pallet_network,Birmingham,Glasgow,1136.07,2025-08-06
SH-00614,CAR004,air,Heathrow,JFK New York,6874.69,2025-08-07
SH-00745,CAR007,road_temp_controlled,Manchester,Oslo,4431.5,2025-08-07
SH-00799,CAR004,air,Heathrow,Frankfurt,4994.94,2025-08-07
SH-01049,CAR002,road_ltl,Birmingham,Munich,1404.81,2025-08-07
SH-01078,CAR004,air,Heathrow,Frankfurt,5118.83,2025-08-07
SH-01378,CAR005,sea_fcl,Felixstowe,Hong Kong,3584.71,2025-08-07
SH-01393,CAR023,sea_lcl,Cardiff,Naples,1852.83,2025-08-07
SH-00883,CAR009,road_pallet_network,Birmingham,Newcastle,775.13,2025-08-08
SH-01426,CAR014,sea_fcl,Liverpool,New York,2459.26,2025-08-08
SH-00545,CAR012,air,Heathrow,JFK New York,7416.15,2025-08-09
SH-00741,CAR002,road_ftl,Manchester,Hamburg,2901.87,2025-08-09
SH-00616,CAR007,road_temp_controlled,Manchester,Stockholm,3935.92,2025-08-10
SH-01457,CAR003,sea_fcl,Felixstowe,Shanghai,3010.26,2025-08-10
SH-00503,CAR012,air,Heathrow,Dubai,6342.97,2025-08-11
SH-00726,CAR004,air,Heathrow,Frankfurt,4761.64,2025-08-11
SH-00086,CAR010,road_ftl,Manchester,Hamburg,2642.16,2025-08-13
SH-00569,CAR001,road_ftl,Birmingham,Lyon,2496.09,2025-08-13
SH-00818,CAR009,road_pallet_network,Birmingham,Glasgow,1502.2,2025-08-13
SH-01224,CAR009,road_pallet_network,Birmingham,Manchester,574.2,2025-08-13
SH-00048,CAR010,road_ftl,Birmingham,Lyon,2270.91,2025-08-15
SH-00422,CAR012,air,Heathrow,Singapore,9943.03,2025-08-15
SH-00908,CAR001,road_ftl,Manchester,Hamburg,2513.87,2025-08-15
SH-01200,CAR007,road_temp_controlled,Manchester,Hamburg,3014.97,2025-08-15
SH-00092,CAR010,road_ftl,Birmingham,Hamburg,2978.42,2025-08-16
SH-01190,CAR005,sea_lcl,Cardiff,Naples,1622.97,2025-08-16
SH-00298,CAR004,air,Heathrow,Dubai,5491.71,2025-08-17
SH-00413,CAR014,sea_fcl,Felixstowe,Hong Kong,3283.77,2025-08-17
SH-00718,CAR012,air,Heathrow,Singapore,9716.21,2025-08-17
SH-01007,CAR010,road_ftl,Birmingham,Glasgow,1104.6,2025-08-17
SH-01017,CAR004,air,Heathrow,Singapore,9503.36,2025-08-17
SH-01060,CAR014,sea_fcl,Felixstowe,Hong Kong,3575.1,2025-08-17
SH-00847,CAR004,air,Heathrow,JFK New York,7165.82,2025-08-18
SH-01131,CAR010,road_ftl,Manchester,Hamburg,2431.69,2025-08-18
SH-00151,CAR010,road_ftl,Coventry,Lyon,2103.3,2025-08-19
SH-00205,CAR014,sea_fcl,Felixstowe,Shanghai,3070.38,2025-08-19
SH-00537,CAR001,road_ftl,Birmingham,Glasgow,1122.89,2025-08-19
SH-00234,CAR018,parcel,Multiple UK,Multiple UK,12709.33,2025-08-20
SH-00822,CAR003,sea_fcl,Felixstowe,Shanghai,3287.48,2025-08-20
SH-00949,CAR007,road_temp_controlled,Manchester,Oslo,4081.65,2025-08-20
SH-01283,CAR018,parcel,Multiple UK,Multiple UK,14735.61,2025-08-20
SH-00198,CAR018,parcel,Multiple UK,Multiple UK,14654.45,2025-08-21
SH-00473,CAR009,road_pallet_network,Birmingham,Newcastle,952.51,2025-08-21
SH-00566,CAR014,sea_fcl,Felixstowe,Singapore,3038.85,2025-08-21
SH-00886,CAR005,sea_lcl,Cardiff,Naples,1459.54,2025-08-21
SH-01252,CAR023,sea_lcl,Cardiff,Naples,1885.07,2025-08-21
SH-00133,CAR004,air,Heathrow,Singapore,9229.27,2025-08-22
SH-00480,CAR012,air,Heathrow,Frankfurt,4478.15,2025-08-22
SH-00208,CAR004,air,Heathrow,Singapore,8951.68,2025-08-23
SH-00435,CAR018,parcel,Multiple UK,Multiple UK,12413.59,2025-08-23
SH-00877,CAR009,road_pallet_network,Birmingham,Glasgow,1252.71,2025-08-23
SH-01028,CAR014,sea_fcl,Felixstowe,Singapore,3020.23,2025-08-23
SH-00051,CAR018,parcel,Multiple UK,Multiple UK,14051.28,2025-08-24
SH-00088,CAR010,road_ftl,Birmingham,Hamburg,3018.42,2025-08-24
SH-00215,CAR001,road_ltl,Birmingham,Lyon,1043.96,2025-08-24
SH-00675,CAR014,sea_fcl,Liverpool,New York,2686.36,2025-08-24
SH-00768,CAR001,road_ftl,Coventry,Lyon,2362.95,2025-08-24
SH-00910,CAR023,sea_lcl,Felixstowe,Antwerp,671.65,2025-08-24
SH-00972,CAR003,sea_fcl,Felixstowe,Singapore,3286.64,2025-08-24
SH-01043,CAR005,sea_fcl,Felixstowe,Hong Kong,3412.62,2025-08-24
SH-01410,CAR023,sea_lcl,Felixstowe,Antwerp,503.47,2025-08-24
SH-00044,CAR002,road_ltl,Coventry,Madrid,1655.82,2025-08-25
SH-00069,CAR014,sea_fcl,Felixstowe,Singapore,3262.88,2025-08-25
SH-00305,CAR009,road_pallet_network,Birmingham,Glasgow,1565.7,2025-08-25
SH-00607,CAR005,sea_fcl,Felixstowe,Shanghai,3102.6,2025-08-25
SH-01080,CAR009,road_pallet_network,Birmingham,Newcastle,940.12,2025-08-25
SH-01160,CAR007,road_temp_controlled,Manchester,Hamburg,2798.53,2025-08-25
SH-01244,CAR003,sea_fcl,Felixstowe,Hong Kong,3213.89,2025-08-25
SH-01399,CAR023,sea_lcl,Felixstowe,Antwerp,709.99,2025-08-25
SH-01408,CAR004,air,Heathrow,Frankfurt,4827.93,2025-08-25
SH-00166,CAR007,road_temp_controlled,Manchester,Hamburg,2887.1,2025-08-26
SH-00585,CAR010,road_ftl,Birmingham,Glasgow,1589.07,2025-08-26
SH-01137,CAR014,sea_fcl,Liverpool,New York,2695.27,2025-08-26
SH-00028,CAR002,road_ftl,Birmingham,Glasgow,1267.62,2025-08-27
SH-00129,CAR002,road_ftl,Manchester,Hamburg,2755.18,2025-08-27
SH-00364,CAR001,road_ltl,Birmingham,Munich,1354.34,2025-08-27
SH-00477,CAR014,sea_fcl,Felixstowe,Hong Kong,3181.23,2025-08-27
SH-00576,CAR010,road_ftl,Manchester,Hamburg,2585.89,2025-08-27
SH-00219,CAR010,road_ftl,Birmingham,Munich,3186.79,2025-08-28
SH-00380,CAR010,road_ftl,Birmingham,Lyon,2839.5,2025-08-28
SH-00491,CAR005,sea_lcl,Cardiff,Naples,1850.57,2025-08-28
SH-00604,CAR023,sea_lcl,Cardiff,Naples,1850.22,2025-08-29
SH-01371,CAR023,sea_lcl,Felixstowe,Antwerp,494.68,2025-08-29
SH-00017,CAR018,parcel,Multiple UK,Multiple UK,11589.28,2025-08-30
SH-00386,CAR012,air,Heathrow,Dubai,5592.26,2025-08-30
SH-01062,CAR018,parcel,Multiple UK,Multiple UK,15200.65,2025-08-30
SH-01449,CAR009,road_pallet_network,Birmingham,Manchester,597.72,2025-08-30
SH-00042,CAR007,road_temp_controlled,Manchester,Stockholm,3678.55,2025-08-31
SH-00408,CAR002,road_ltl,Manchester,Hamburg,1101.22,2025-08-31
SH-00573,CAR014,sea_fcl,Felixstowe,Hong Kong,3422.31,2025-08-31
SH-00763,CAR012,air,Heathrow,Dubai,6061.71,2025-08-31
SH-00911,CAR012,air,Heathrow,JFK New York,7029.21,2025-08-31
SH-00967,CAR014,sea_fcl,Felixstowe,Shanghai,3487.3,2025-08-31
SH-01010,CAR002,road_ftl,Coventry,Madrid,3689.63,2025-08-31
SH-01430,CAR001,road_ltl,Birmingham,Lyon,1124.13,2025-08-31
SH-00966,CAR001,road_ltl,Birmingham,Lyon,928.41,2025-09-01
SH-01194,CAR014,sea_fcl,Felixstowe,Shanghai,3347.83,2025-09-02
SH-01334,CAR001,road_ftl,Manchester,Hamburg,2318.92,2025-09-02
SH-00444,CAR005,sea_fcl,Felixstowe,Singapore,2994.21,2025-09-03
SH-00738,CAR010,road_ftl,Coventry,Lyon,2788.89,2025-09-03
SH-00804,CAR009,road_pallet_network,Birmingham,Glasgow,1450.39,2025-09-03
SH-00929,CAR001,road_ftl,Birmingham,Lyon,2154.03,2025-09-03
SH-00203,CAR003,sea_fcl,Felixstowe,Hong Kong,3515.24,2025-09-04
SH-00266,CAR005,sea_lcl,Cardiff,Genoa,1351.4,2025-09-04
SH-00127,CAR018,parcel,Multiple UK,Multiple UK,11272.72,2025-09-05
SH-00700,CAR010,road_ftl,Coventry,Madrid,2963.51,2025-09-05
SH-00920,CAR009,road_pallet_network,Birmingham,Manchester,511.58,2025-09-05
SH-01315,CAR010,road_ftl,Manchester,Hamburg,2765.57,2025-09-05
SH-00930,CAR007,road_temp_controlled,Manchester,Oslo,4344.59,2025-09-06
SH-00950,CAR014,sea_fcl,Felixstowe,Hong Kong,3282.89,2025-09-06
SH-01170,CAR023,sea_lcl,Cardiff,Naples,1792.51,2025-09-06
SH-00024,CAR002,road_ltl,Birmingham,Glasgow,742.76,2025-09-07
SH-00525,CAR003,sea_fcl,Felixstowe,Singapore,3028.78,2025-09-07
SH-00906,CAR005,sea_fcl,Felixstowe,Shanghai,3350.41,2025-09-07
SH-00056,CAR023,sea_lcl,Cardiff,Naples,1506.58,2025-09-08
SH-00061,CAR003,sea_fcl,Felixstowe,Singapore,3143.75,2025-09-08
SH-00076,CAR018,parcel,Multiple UK,Multiple UK,13483.54,2025-09-08
SH-00146,CAR010,road_ftl,Birmingham,Antwerp,2300.41,2025-09-08
SH-00181,CAR018,parcel,Multiple UK,Multiple UK,12816.94,2025-09-08
SH-00653,CAR003,sea_fcl,Felixstowe,Hong Kong,3323.31,2025-09-08
SH-01379,CAR007,road_temp_controlled,Manchester,Hamburg,2571.26,2025-09-08
SH-00409,CAR001,road_ltl,Birmingham,Lyon,1045.5,2025-09-09
SH-00793,CAR005,sea_lcl,Cardiff,Naples,1428.3,2025-09-09
SH-01186,CAR005,sea_fcl,Felixstowe,Hong Kong,3267.48,2025-09-09
SH-01270,CAR018,parcel,Multiple UK,Multiple UK,11922.78,2025-09-09
SH-00589,CAR009,road_pallet_network,Birmingham,Glasgow,1323.12,2025-09-10
SH-00672,CAR004,air,Heathrow,Singapore,9116.74,2025-09-10
SH-00013,CAR009,road_pallet_network,Birmingham,Glasgow,1377.36,2025-09-11
SH-00487,CAR001,road_ltl,Manchester,Hamburg,1121.55,2025-09-11
SH-01248,CAR007,road_temp_controlled,Manchester,Hamburg,2686.87,2025-09-11
SH-01264,CAR004,air,Heathrow,Singapore,9396.26,2025-09-11
SH-00169,CAR014,sea_fcl,Felixstowe,Hong Kong,3354.44,2025-09-12
SH-00756,CAR003,sea_fcl,Liverpool,New York,2881.15,2025-09-12
SH-01110,CAR010,road_ftl,Coventry,Madrid,3509.84,2025-09-12
SH-01121,CAR004,air,Heathrow,Dubai,6071.12,2025-09-12
SH-01318,CAR004,air,Heathrow,Singapore,9028.63,2025-09-12
SH-00464,CAR009,road_pallet_network,Birmingham,Glasgow,1417.65,2025-09-13
SH-00560,CAR003,sea_fcl,Felixstowe,Hong Kong,3179.49,2025-09-13
SH-01225,CAR014,sea_fcl,Felixstowe,Hong Kong,3131.61,2025-09-13
SH-00709,CAR004,air,Heathrow,Dubai,5463.84,2025-09-14
SH-00895,CAR005,sea_lcl,Cardiff,Genoa,1343.42,2025-09-14
SH-00898,CAR018,parcel,Multiple UK,Multiple UK,15779.73,2025-09-14
SH-00973,CAR010,road_ftl,Birmingham,Munich,2567.36,2025-09-14
SH-01195,CAR004,air,Heathrow,Dubai,6322.7,2025-09-14
SH-01236,CAR009,road_pallet_network,Birmingham,Newcastle,864.17,2025-09-14
SH-00074,CAR005,sea_fcl,Felixstowe,Shanghai,3483.44,2025-09-15
SH-00333,CAR009,road_pallet_network,Birmingham,Manchester,428.03,2025-09-15
SH-00767,CAR014,sea_fcl,Felixstowe,Singapore,2965.45,2025-09-15
SH-00803,CAR012,air,Heathrow,Dubai,5440.63,2025-09-15
SH-01082,CAR010,road_ftl,Birmingham,Antwerp,2505.73,2025-09-15
SH-01297,CAR010,road_ftl,Birmingham,Antwerp,2425.03,2025-09-15
SH-01394,CAR002,road_ltl,Coventry,Madrid,1255.04,2025-09-15
SH-01404,CAR009,road_pallet_network,Birmingham,Newcastle,723.76,2025-09-15
SH-00214,CAR018,parcel,Multiple UK,Multiple UK,13693.91,2025-09-16
SH-00923,CAR012,air,Heathrow,Singapore,9996.06,2025-09-16
SH-00600,CAR023,sea_lcl,Cardiff,Genoa,1738.5,2025-09-17
SH-00814,CAR005,sea_lcl,Felixstowe,Antwerp,546.71,2025-09-17
SH-00961,CAR001,road_ftl,Birmingham,Lyon,2975.1,2025-09-17
SH-01323,CAR005,sea_lcl,Cardiff,Genoa,1368.47,2025-09-17
SH-01339,CAR014,sea_fcl,Felixstowe,Singapore,3157.91,2025-09-17
SH-01428,CAR002,road_ltl,Birmingham,Munich,1209.34,2025-09-17
SH-00944,CAR002,road_ftl,Birmingham,Glasgow,1260.55,2025-09-18
SH-01006,CAR023,sea_lcl,Cardiff,Naples,1417.33,2025-09-18
SH-01284,CAR007,road_temp_controlled,Manchester,Stockholm,3548.34,2025-09-18
SH-00098,CAR007,road_temp_controlled,Manchester,Oslo,4039.87,2025-09-19
SH-00934,CAR007,road_temp_controlled,Manchester,Stockholm,3781.07,2025-09-19
SH-01120,CAR010,road_ftl,Coventry,Madrid,3000.56,2025-09-19
SH-00532,CAR023,sea_lcl,Cardiff,Naples,1483.43,2025-09-20
SH-01312,CAR018,parcel,Multiple UK,Multiple UK,13922.88,2025-09-20
SH-00260,CAR007,road_temp_controlled,Manchester,Hamburg,2912.11,2025-09-21
SH-00360,CAR004,air,Heathrow,JFK New York,6896.81,2025-09-21
SH-00436,CAR009,road_pallet_network,Birmingham,Glasgow,1402.34,2025-09-21
SH-00788,CAR010,road_ftl,Birmingham,Antwerp,2299.33,2025-09-21
SH-01292,CAR002,road_ftl,Birmingham,Glasgow,1431.74,2025-09-21
SH-00668,CAR003,sea_fcl,Felixstowe,Singapore,2885.42,2025-09-22
SH-00187,CAR018,parcel,Multiple UK,Multiple UK,14776.86,2025-09-23
SH-01068,CAR014,sea_fcl,Liverpool,New York,2483.24,2025-09-23
SH-01493,CAR018,parcel,Multiple UK,Multiple UK,10786.95,2025-09-23
SH-00082,CAR009,road_pallet_network,Birmingham,Manchester,452.67,2025-09-24
SH-00136,CAR004,air,Heathrow,Frankfurt,5066.1,2025-09-24
SH-00405,CAR010,road_ftl,Birmingham,Munich,3136.62,2025-09-24
SH-00575,CAR018,parcel,Multiple UK,Multiple UK,14487.06,2025-09-24
SH-01259,CAR014,sea_fcl,Felixstowe,Singapore,2866.36,2025-09-24
SH-01467,CAR012,air,Heathrow,JFK New York,7323.09,2025-09-24
SH-00387,CAR004,air,Heathrow,JFK New York,7741.49,2025-09-25
SH-00971,CAR012,air,Heathrow,Singapore,9473.72,2025-09-25
SH-01396,CAR014,sea_fcl,Felixstowe,Shanghai,3156.95,2025-09-25
SH-00054,CAR003,sea_fcl,Felixstowe,Singapore,3135.85,2025-09-26
SH-00081,CAR023,sea_lcl,Cardiff,Naples,1824.01,2025-09-26
SH-00186,CAR014,sea_fcl,Liverpool,New York,2483.18,2025-09-26
SH-00442,CAR003,sea_fcl,Felixstowe,Singapore,3224.67,2025-09-26
SH-00567,CAR005,sea_lcl,Cardiff,Genoa,1456.68,2025-09-26
SH-01388,CAR007,road_temp_controlled,Manchester,Stockholm,4146.43,2025-09-26
SH-00706,CAR018,parcel,Multiple UK,Multiple UK,11309.25,2025-09-27
SH-00826,CAR005,sea_lcl,Felixstowe,Antwerp,684.59,2025-09-27
SH-01111,CAR005,sea_fcl,Felixstowe,Singapore,2985.79,2025-09-27
SH-01233,CAR010,road_ftl,Birmingham,Hamburg,2827.19,2025-09-27
SH-01309,CAR004,air,Heathrow,Frankfurt,5058.24,2025-09-27
SH-00602,CAR001,road_ftl,Birmingham,Glasgow,1494.66,2025-09-28
SH-01053,CAR012,air,Heathrow,Dubai,6361.2,2025-09-28
SH-01067,CAR023,sea_lcl,Felixstowe,Antwerp,594.28,2025-09-28
SH-00562,CAR018,parcel,Multiple UK,Multiple UK,12378.05,2025-09-29
SH-00732,CAR004,air,Heathrow,Dubai,5903.34,2025-09-29
SH-01260,CAR003,sea_fcl,Felixstowe,Shanghai,3239.89,2025-09-29
SH-00421,CAR005,sea_lcl,Cardiff,Naples,1631.19,2025-09-30
SH-00245,CAR004,air,Heathrow,Singapore,9783.78,2025-10-01
SH-00263,CAR003,sea_fcl,Felixstowe,Shanghai,3197.88,2025-10-01
SH-01459,CAR002,road_ftl,Manchester,Hamburg,3001.1,2025-10-01
SH-01119,CAR002,road_ftl,Birmingham,Munich,2977.56,2025-10-02
SH-01327,CAR002,road_ltl,Coventry,Madrid,1387.71,2025-10-02
SH-00053,CAR001,road_ltl,Coventry,Lyon,913.96,2025-10-03
SH-00077,CAR001,road_ltl,Coventry,Lyon,1155.13,2025-10-03
SH-00381,CAR001,road_ftl,Birmingham,Antwerp,1815.15,2025-10-03
SH-00384,CAR003,sea_fcl,Liverpool,New York,2662.74,2025-10-03
SH-00528,CAR010,road_ftl,Birmingham,Hamburg,2872.11,2025-10-03
SH-01343,CAR007,road_temp_controlled,Manchester,Oslo,3712.85,2025-10-03
SH-00475,CAR012,air,Heathrow,Frankfurt,4543.48,2025-10-04
SH-00572,CAR010,road_ftl,Coventry,Madrid,3763.25,2025-10-04
SH-00612,CAR007,road_temp_controlled,Manchester,Stockholm,3691.68,2025-10-04
SH-00905,CAR005,sea_lcl,Cardiff,Naples,1750.59,2025-10-04
SH-00927,CAR007,road_temp_controlled,Manchester,Hamburg,2813.61,2025-10-04
SH-00344,CAR009,road_pallet_network,Birmingham,Newcastle,665.08,2025-10-05
SH-00637,CAR005,sea_lcl,Cardiff,Genoa,1418.28,2025-10-05
SH-00978,CAR012,air,Heathrow,JFK New York,7287.84,2025-10-05
SH-01093,CAR023,sea_lcl,Felixstowe,Antwerp,638.3,2025-10-05
SH-01403,CAR001,road_ltl,Birmingham,Glasgow,764.61,2025-10-05
SH-00652,CAR004,air,Heathrow,JFK New York,7146.81,2025-10-06
SH-01291,CAR005,sea_fcl,Felixstowe,Singapore,3273.89,2025-10-06
SH-00230,CAR007,road_temp_controlled,Manchester,Stockholm,4299.27,2025-10-07
SH-00813,CAR003,sea_fcl,Felixstowe,Shanghai,3341.28,2025-10-07
SH-00347,CAR014,sea_fcl,Felixstowe,Hong Kong,3182.33,2025-10-08
SH-00556,CAR003,sea_fcl,Felixstowe,Singapore,3047.36,2025-10-08
SH-01024,CAR003,sea_fcl,Felixstowe,Hong Kong,3488.39,2025-10-08
SH-01072,CAR003,sea_fcl,Liverpool,New York,2445.09,2025-10-08
SH-00249,CAR007,road_temp_controlled,Manchester,Stockholm,3770.05,2025-10-09
SH-01243,CAR009,road_pallet_network,Birmingham,Glasgow,1548.25,2025-10-09
SH-00110,CAR001,road_ltl,Coventry,Lyon,917.36,2025-10-10
SH-00481,CAR018,parcel,Multiple UK,Multiple UK,15813.52,2025-10-10
SH-00613,CAR023,sea_lcl,Cardiff,Naples,1815.95,2025-10-10
SH-00618,CAR002,road_ftl,Birmingham,Munich,2615.02,2025-10-10
SH-00456,CAR023,sea_lcl,Felixstowe,Antwerp,519.63,2025-10-11
SH-00497,CAR023,sea_lcl,Cardiff,Naples,1589.94,2025-10-11
SH-00472,CAR003,sea_fcl,Liverpool,New York,2722.45,2025-10-12
SH-00478,CAR009,road_pallet_network,Birmingham,Newcastle,944.82,2025-10-12
SH-00663,CAR010,road_ftl,Birmingham,Lyon,2148.2,2025-10-12
SH-00687,CAR002,road_ftl,Birmingham,Munich,2795.79,2025-10-12
SH-00719,CAR005,sea_fcl,Liverpool,New York,2794.05,2025-10-12
SH-00747,CAR007,road_temp_controlled,Manchester,Hamburg,3146.5,2025-10-12
SH-00810,CAR002,road_ltl,Birmingham,Lyon,1145.13,2025-10-12
SH-00861,CAR005,sea_lcl,Cardiff,Naples,1515.17,2025-10-12
SH-00964,CAR023,sea_lcl,Cardiff,Naples,1795.71,2025-10-12
SH-00070,CAR018,parcel,Multiple UK,Multiple UK,10148.72,2025-10-13
SH-00448,CAR012,air,Heathrow,Dubai,5608.89,2025-10-13
SH-01239,CAR010,road_ftl,Birmingham,Antwerp,2147.74,2025-10-14
SH-01265,CAR012,air,Heathrow,Frankfurt,4896.36,2025-10-14
SH-01268,CAR010,road_ftl,Birmingham,Antwerp,1910.72,2025-10-14
SH-00935,CAR007,road_temp_controlled,Manchester,Stockholm,4040.58,2025-10-15
SH-01500,CAR012,air,Heathrow,Frankfurt,5045.45,2025-10-15
SH-00040,CAR012,air,Heathrow,Frankfurt,4722.1,2025-10-16
SH-00204,CAR018,parcel,Multiple UK,Multiple UK,14479.36,2025-10-16
SH-00278,CAR002,road_ftl,Birmingham,Glasgow,1371.19,2025-10-16
SH-01102,CAR005,sea_lcl,Cardiff,Genoa,1397.01,2025-10-16
SH-01045,CAR018,parcel,Multiple UK,Multiple UK,11353.5,2025-10-17
SH-01101,CAR004,air,Heathrow,Frankfurt,4948.67,2025-10-17
SH-01138,CAR010,road_ftl,Manchester,Hamburg,2583.82,2025-10-17
SH-01208,CAR001,road_ftl,Coventry,Madrid,3334.63,2025-10-17
SH-00275,CAR002,road_ltl,Manchester,Hamburg,977.96,2025-10-18
