transaction_id,date,supplier_id,supplier_name,category,amount_usd,cost_center
TXN006714,2025-07-01,SUP048,Ironside Recruiting,professional-services,8229.4,CC-300
TXN005554,2025-07-02,SUP016,Gateway Freight,logistics,44840.56,CC-100
TXN006104,2025-07-02,SUP031,National Facilities Group,facilities,56083.75,CC-200
TXN006105,2025-07-02,SUP031,National Facilities Group,facilities,37659.41,CC-200
TXN006435,2025-07-02,SUP040,Heritage Painting,facilities,4922.54,CC-200
TXN005365,2025-07-03,SUP011,Continental Freight,logistics,126653.34,CC-400
TXN005690,2025-07-03,SUP020,Bridgewater Cold Chain,logistics,13006.14,CC-100
TXN005803,2025-07-03,SUP023,Nexus IT Services,it-services,56666.37,CC-200
TXN005880,2025-07-03,SUP025,DataVault Analytics,it-services,21512.38,CC-300
TXN006213,2025-07-03,SUP034,Atlas HVAC,facilities,45317.15,CC-300
TXN006611,2025-07-03,SUP045,Vanguard Staffing,professional-services,15777.51,CC-100
TXN006612,2025-07-03,SUP045,Vanguard Staffing,professional-services,23082.3,CC-400
TXN005436,2025-07-04,SUP013,Eagle Transport,logistics,62966.49,CC-200
TXN005769,2025-07-04,SUP022,CloudBridge Systems,it-services,65823.91,CC-200
TXN005881,2025-07-04,SUP025,DataVault Analytics,it-services,22268.3,CC-200
TXN006178,2025-07-04,SUP033,Greenfield Maintenance,facilities,38170.17,CC-100
TXN006180,2025-07-04,SUP033,Greenfield Maintenance,facilities,27435.32,CC-400
TXN006751,2025-07-04,SUP049,Northstar Audit,professional-services,4914.51,CC-100
TXN005158,2025-07-05,SUP005,Cascade Fasteners,raw-materials,29906.3,CC-500
TXN005199,2025-07-05,SUP006,Summit Metals,raw-materials,38722.19,CC-100
TXN005623,2025-07-05,SUP018,Valley Haulage,logistics,31789.58,CC-200
TXN005656,2025-07-05,SUP019,Lakeshore Drayage,logistics,21128.37,CC-500
TXN006507,2025-07-05,SUP042,Sterling Advisory,professional-services,90447.87,CC-100
TXN005045,2025-07-06,SUP002,Heartland Polymers,raw-materials,117262.87,CC-500
TXN005079,2025-07-06,SUP003,Pacific Aluminum,raw-materials,59241.67,CC-500
TXN005081,2025-07-06,SUP003,Pacific Aluminum,raw-materials,59623.85,CC-100
TXN005295,2025-07-06,SUP009,Harbor Wire,raw-materials,18741.46,CC-100
TXN005401,2025-07-06,SUP012,Patriot Logistics,logistics,71463.59,CC-400
TXN005995,2025-07-06,SUP028,Agile Platforms,it-services,10013.0,CC-200
TXN005955,2025-07-07,SUP027,Quantum Hosting,it-services,12103.79,CC-100
TXN006065,2025-07-07,SUP030,Beacon Consulting,it-services,14918.66,CC-100
TXN006506,2025-07-07,SUP042,Sterling Advisory,professional-services,104171.53,CC-100
TXN006784,2025-07-07,SUP050,Clearpath Compliance,professional-services,3743.07,CC-300
TXN005121,2025-07-08,SUP004,Apex Electronics,raw-materials,71391.0,CC-100
TXN005802,2025-07-08,SUP023,Nexus IT Services,it-services,57897.16,CC-500
TXN005804,2025-07-08,SUP023,Nexus IT Services,it-services,63248.45,CC-100
TXN005839,2025-07-08,SUP024,Pinnacle Software,it-services,68564.25,CC-200
TXN005879,2025-07-08,SUP025,DataVault Analytics,it-services,29509.8,CC-200
TXN006682,2025-07-08,SUP047,Blueprint Marketing,professional-services,18434.63,CC-500
TXN005156,2025-07-09,SUP005,Cascade Fasteners,raw-materials,29601.16,CC-500
TXN005293,2025-07-09,SUP009,Harbor Wire,raw-materials,16026.82,CC-400
TXN005475,2025-07-09,SUP014,Horizon Carriers,logistics,33074.71,CC-400
TXN006609,2025-07-09,SUP045,Vanguard Staffing,professional-services,24811.17,CC-300
TXN006750,2025-07-09,SUP049,Northstar Audit,professional-services,6903.36,CC-100
TXN005122,2025-07-10,SUP004,Apex Electronics,raw-materials,82226.54,CC-500
TXN005198,2025-07-10,SUP006,Summit Metals,raw-materials,48458.81,CC-300
TXN005364,2025-07-10,SUP011,Continental Freight,logistics,116960.0,CC-300
TXN005840,2025-07-10,SUP024,Pinnacle Software,it-services,56715.61,CC-400
TXN005956,2025-07-10,SUP027,Quantum Hosting,it-services,10253.17,CC-200
TXN006433,2025-07-10,SUP040,Heritage Painting,facilities,4426.73,CC-400
TXN006434,2025-07-10,SUP040,Heritage Painting,facilities,5183.45,CC-500
TXN006576,2025-07-10,SUP044,Crestline Accounting,professional-services,26949.52,CC-500
TXN006712,2025-07-10,SUP048,Ironside Recruiting,professional-services,8912.13,CC-500
TXN005514,2025-07-11,SUP015,Summit Shipping,logistics,33906.94,CC-500
TXN005994,2025-07-11,SUP028,Agile Platforms,it-services,10062.47,CC-400
TXN006394,2025-07-11,SUP039,Eastside Landscaping,facilities,13586.11,CC-500
TXN006322,2025-07-12,SUP037,ClearView Janitorial,facilities,21446.01,CC-200
TXN005082,2025-07-13,SUP003,Pacific Aluminum,raw-materials,50544.02,CC-300
TXN005586,2025-07-13,SUP017,Prairie Express,logistics,23954.73,CC-100
TXN005366,2025-07-14,SUP011,Continental Freight,logistics,107000.13,CC-400
TXN006395,2025-07-14,SUP039,Eastside Landscaping,facilities,15344.05,CC-400
TXN006785,2025-07-14,SUP050,Clearpath Compliance,professional-services,4872.3,CC-100
TXN005120,2025-07-15,SUP004,Apex Electronics,raw-materials,55099.0,CC-500
TXN005197,2025-07-15,SUP006,Summit Metals,raw-materials,56045.3,CC-400
TXN006286,2025-07-15,SUP036,SafeGuard Fire Systems,facilities,12836.77,CC-500
TXN006681,2025-07-15,SUP047,Blueprint Marketing,professional-services,19901.18,CC-200
TXN005044,2025-07-16,SUP002,Heartland Polymers,raw-materials,174313.75,CC-500
TXN005585,2025-07-16,SUP017,Prairie Express,logistics,24558.51,CC-100
TXN006144,2025-07-16,SUP032,Metro Building Services,facilities,75470.0,CC-400
TXN006471,2025-07-16,SUP041,Whitfield Consulting,professional-services,140360.16,CC-200
TXN006646,2025-07-16,SUP046,Catalyst Training,professional-services,23763.44,CC-500
TXN006786,2025-07-16,SUP050,Clearpath Compliance,professional-services,4201.26,CC-200
TXN006179,2025-07-17,SUP033,Greenfield Maintenance,facilities,48737.62,CC-400
TXN006787,2025-07-17,SUP050,Clearpath Compliance,professional-services,5556.29,CC-300
TXN005159,2025-07-18,SUP005,Cascade Fasteners,raw-materials,45208.54,CC-500
TXN006356,2025-07-18,SUP038,Precision Plumbing,facilities,7575.62,CC-300
TXN005007,2025-07-19,SUP001,Great Lakes Steel,raw-materials,89587.96,CC-500
TXN005229,2025-07-19,SUP007,Liberty Composites,raw-materials,34083.69,CC-200
TXN005230,2025-07-19,SUP007,Liberty Composites,raw-materials,28282.64,CC-500
TXN005294,2025-07-19,SUP009,Harbor Wire,raw-materials,25414.37,CC-200
TXN005515,2025-07-19,SUP015,Summit Shipping,logistics,36915.64,CC-400
TXN006107,2025-07-19,SUP031,National Facilities Group,facilities,35017.29,CC-100
TXN006143,2025-07-19,SUP032,Metro Building Services,facilities,65307.39,CC-300
TXN006610,2025-07-19,SUP045,Vanguard Staffing,professional-services,18924.59,CC-300
TXN006713,2025-07-19,SUP048,Ironside Recruiting,professional-services,7467.57,CC-400
TXN005402,2025-07-20,SUP012,Patriot Logistics,logistics,66387.48,CC-400
TXN005624,2025-07-20,SUP018,Valley Haulage,logistics,19781.63,CC-200
TXN005919,2025-07-20,SUP026,CyberShield Security,it-services,18480.53,CC-300
TXN006031,2025-07-20,SUP029,Redstone Cloud,it-services,15743.82,CC-200
TXN006066,2025-07-20,SUP030,Beacon Consulting,it-services,8804.29,CC-200
TXN006575,2025-07-20,SUP044,Crestline Accounting,professional-services,26841.32,CC-200
TXN005689,2025-07-21,SUP020,Bridgewater Cold Chain,logistics,15696.56,CC-500
TXN005918,2025-07-21,SUP026,CyberShield Security,it-services,19428.42,CC-400
TXN006030,2025-07-21,SUP029,Redstone Cloud,it-services,14196.9,CC-200
TXN006106,2025-07-21,SUP031,National Facilities Group,facilities,49094.75,CC-200
TXN006285,2025-07-21,SUP036,SafeGuard Fire Systems,facilities,18150.32,CC-500
TXN006470,2025-07-21,SUP041,Whitfield Consulting,professional-services,139681.11,CC-500
TXN006539,2025-07-21,SUP043,Meridian Legal,professional-services,63356.09,CC-300
TXN005231,2025-07-22,SUP007,Liberty Composites,raw-materials,39080.75,CC-500
TXN005729,2025-07-22,SUP021,TechForward Solutions,it-services,81149.82,CC-200
TXN005730,2025-07-22,SUP021,TechForward Solutions,it-services,64774.16,CC-200
TXN005768,2025-07-22,SUP022,CloudBridge Systems,it-services,76973.52,CC-500
TXN005993,2025-07-22,SUP028,Agile Platforms,it-services,8745.99,CC-400
TXN005996,2025-07-22,SUP028,Agile Platforms,it-services,12784.0,CC-500
TXN006577,2025-07-22,SUP044,Crestline Accounting,professional-services,23995.14,CC-100
TXN005477,2025-07-23,SUP014,Horizon Carriers,logistics,51472.14,CC-200
TXN005657,2025-07-23,SUP019,Lakeshore Drayage,logistics,19792.84,CC-100
TXN005767,2025-07-23,SUP022,CloudBridge Systems,it-services,56717.1,CC-100
TXN005878,2025-07-23,SUP025,DataVault Analytics,it-services,20467.02,CC-400
TXN005297,2025-07-25,SUP009,Harbor Wire,raw-materials,13560.69,CC-500
TXN005555,2025-07-25,SUP016,Gateway Freight,logistics,33697.93,CC-400
TXN005959,2025-07-25,SUP027,Quantum Hosting,it-services,17775.31,CC-500
TXN006651,2025-07-25,SUP046,Catalyst Training,professional-services,15620.68,CC-100
TXN005048,2025-07-26,SUP002,Heartland Polymers,raw-materials,85611.03,CC-300
TXN005480,2025-07-26,SUP014,Horizon Carriers,logistics,44285.23,CC-300
TXN005591,2025-07-26,SUP017,Prairie Express,logistics,13680.22,CC-500
TXN005625,2025-07-26,SUP018,Valley Haulage,logistics,12083.89,CC-500
TXN005842,2025-07-26,SUP024,Pinnacle Software,it-services,44186.68,CC-200
TXN006325,2025-07-26,SUP037,ClearView Janitorial,facilities,9243.8,CC-100
TXN006472,2025-07-26,SUP041,Whitfield Consulting,professional-services,52846.14,CC-500
TXN006650,2025-07-26,SUP046,Catalyst Training,professional-services,16442.41,CC-200
TXN006683,2025-07-26,SUP047,Blueprint Marketing,professional-services,11016.09,CC-100
TXN005478,2025-07-27,SUP014,Horizon Carriers,logistics,51602.21,CC-300
TXN005479,2025-07-27,SUP014,Horizon Carriers,logistics,43591.13,CC-200
TXN005518,2025-07-27,SUP015,Summit Shipping,logistics,29364.5,CC-200
TXN005922,2025-07-27,SUP026,CyberShield Security,it-services,20749.83,CC-200
TXN005924,2025-07-27,SUP026,CyberShield Security,it-services,16108.24,CC-200
TXN006287,2025-07-27,SUP036,SafeGuard Fire Systems,facilities,22712.53,CC-300
TXN006543,2025-07-27,SUP043,Meridian Legal,professional-services,26077.74,CC-400
TXN006615,2025-07-27,SUP045,Vanguard Staffing,professional-services,26257.82,CC-200
TXN005084,2025-07-28,SUP003,Pacific Aluminum,raw-materials,61616.63,CC-200
TXN005440,2025-07-28,SUP013,Eagle Transport,logistics,37657.08,CC-500
TXN005557,2025-07-28,SUP016,Gateway Freight,logistics,24007.57,CC-200
TXN005590,2025-07-28,SUP017,Prairie Express,logistics,12395.97,CC-400
TXN005806,2025-07-28,SUP023,Nexus IT Services,it-services,46346.38,CC-400
TXN006218,2025-07-28,SUP034,Atlas HVAC,facilities,21484.03,CC-200
TXN006473,2025-07-28,SUP041,Whitfield Consulting,professional-services,38050.24,CC-100
TXN005299,2025-07-29,SUP009,Harbor Wire,raw-materials,12947.16,CC-200
TXN005367,2025-07-29,SUP011,Continental Freight,logistics,132419.22,CC-400
TXN005517,2025-07-29,SUP015,Summit Shipping,logistics,25272.35,CC-300
TXN005960,2025-07-29,SUP027,Quantum Hosting,it-services,13328.99,CC-100
TXN006358,2025-07-29,SUP038,Precision Plumbing,facilities,12323.24,CC-100
TXN006359,2025-07-29,SUP038,Precision Plumbing,facilities,8558.95,CC-500
TXN006540,2025-07-29,SUP043,Meridian Legal,professional-services,26018.88,CC-100
TXN005659,2025-07-30,SUP019,Lakeshore Drayage,logistics,9761.78,CC-300
TXN005997,2025-07-30,SUP028,Agile Platforms,it-services,11543.24,CC-200
TXN006217,2025-07-30,SUP034,Atlas HVAC,facilities,26964.53,CC-500
TXN006398,2025-07-30,SUP039,Eastside Landscaping,facilities,7378.63,CC-200
TXN005660,2025-07-31,SUP019,Lakeshore Drayage,logistics,17128.52,CC-400
TXN005731,2025-07-31,SUP021,TechForward Solutions,it-services,50251.26,CC-400
TXN005770,2025-07-31,SUP022,CloudBridge Systems,it-services,94333.53,CC-500
TXN005807,2025-07-31,SUP023,Nexus IT Services,it-services,42172.13,CC-300
TXN006215,2025-07-31,SUP034,Atlas HVAC,facilities,29424.18,CC-200
TXN006251,2025-07-31,SUP035,Cornerstone Electric,facilities,20502.18,CC-100
TXN005124,2025-08-01,SUP004,Apex Electronics,raw-materials,78854.19,CC-400
TXN005264,2025-08-01,SUP008,Frontier Plastics,raw-materials,41807.45,CC-100
TXN005921,2025-08-01,SUP026,CyberShield Security,it-services,22563.83,CC-500
TXN005049,2025-08-02,SUP002,Heartland Polymers,raw-materials,90914.2,CC-300
TXN006068,2025-08-02,SUP030,Beacon Consulting,it-services,6479.37,CC-100
TXN006249,2025-08-02,SUP035,Cornerstone Electric,facilities,13677.21,CC-200
TXN005125,2025-08-03,SUP004,Apex Electronics,raw-materials,64808.43,CC-100
TXN005437,2025-08-03,SUP013,Eagle Transport,logistics,35040.49,CC-400
TXN005883,2025-08-03,SUP025,DataVault Analytics,it-services,55267.88,CC-500
TXN006326,2025-08-03,SUP037,ClearView Janitorial,facilities,8887.86,CC-500
TXN005083,2025-08-04,SUP003,Pacific Aluminum,raw-materials,93838.42,CC-200
TXN005368,2025-08-04,SUP011,Continental Freight,logistics,180745.2,CC-400
TXN005404,2025-08-04,SUP012,Patriot Logistics,logistics,59635.65,CC-100
TXN005692,2025-08-04,SUP020,Bridgewater Cold Chain,logistics,17703.79,CC-500
TXN006111,2025-08-04,SUP031,National Facilities Group,facilities,45622.69,CC-500
TXN006397,2025-08-04,SUP039,Eastside Landscaping,facilities,6279.07,CC-200
TXN006475,2025-08-04,SUP041,Whitfield Consulting,professional-services,53090.13,CC-100
TXN006613,2025-08-04,SUP045,Vanguard Staffing,professional-services,34241.57,CC-300
TXN005012,2025-08-05,SUP001,Great Lakes Steel,raw-materials,193518.11,CC-200
TXN006288,2025-08-05,SUP036,SafeGuard Fire Systems,facilities,23875.36,CC-400
TXN006788,2025-08-05,SUP050,Clearpath Compliance,professional-services,4322.48,CC-300
TXN006789,2025-08-05,SUP050,Clearpath Compliance,professional-services,5407.42,CC-400
TXN005520,2025-08-06,SUP015,Summit Shipping,logistics,30679.32,CC-100
TXN005691,2025-08-06,SUP020,Bridgewater Cold Chain,logistics,15076.52,CC-500
TXN006035,2025-08-06,SUP029,Redstone Cloud,it-services,6984.58,CC-100
TXN006145,2025-08-06,SUP032,Metro Building Services,facilities,80114.87,CC-400
TXN006396,2025-08-06,SUP039,Eastside Landscaping,facilities,4388.33,CC-200
TXN005882,2025-08-07,SUP025,DataVault Analytics,it-services,48652.76,CC-500
TXN005923,2025-08-07,SUP026,CyberShield Security,it-services,18166.06,CC-400
TXN006289,2025-08-07,SUP036,SafeGuard Fire Systems,facilities,24463.98,CC-100
TXN006357,2025-08-07,SUP038,Precision Plumbing,facilities,9310.09,CC-300
TXN006439,2025-08-07,SUP040,Heritage Painting,facilities,3181.92,CC-300
TXN006509,2025-08-07,SUP042,Sterling Advisory,professional-services,49183.47,CC-200
TXN006753,2025-08-07,SUP049,Northstar Audit,professional-services,12653.94,CC-300
TXN005588,2025-08-08,SUP017,Prairie Express,logistics,20253.64,CC-100
TXN005998,2025-08-08,SUP028,Agile Platforms,it-services,7955.33,CC-500
TXN005085,2025-08-09,SUP003,Pacific Aluminum,raw-materials,87027.95,CC-500
TXN005161,2025-08-09,SUP005,Cascade Fasteners,raw-materials,56262.19,CC-300
TXN005162,2025-08-09,SUP005,Cascade Fasteners,raw-materials,59472.46,CC-300
TXN005403,2025-08-09,SUP012,Patriot Logistics,logistics,61107.34,CC-400
TXN005733,2025-08-09,SUP021,TechForward Solutions,it-services,72736.37,CC-200
TXN006248,2025-08-09,SUP035,Cornerstone Electric,facilities,19040.49,CC-500
TXN006685,2025-08-09,SUP047,Blueprint Marketing,professional-services,14573.61,CC-100
TXN006716,2025-08-09,SUP048,Ironside Recruiting,professional-services,17439.17,CC-200
TXN005046,2025-08-10,SUP002,Heartland Polymers,raw-materials,92771.25,CC-500
TXN005160,2025-08-10,SUP005,Cascade Fasteners,raw-materials,59848.68,CC-500
TXN005232,2025-08-10,SUP007,Liberty Composites,raw-materials,37408.66,CC-100
TXN005732,2025-08-10,SUP021,TechForward Solutions,it-services,41535.17,CC-100
TXN005047,2025-08-11,SUP002,Heartland Polymers,raw-materials,56382.55,CC-400
TXN005439,2025-08-11,SUP013,Eagle Transport,logistics,44033.66,CC-500
TXN006182,2025-08-11,SUP033,Greenfield Maintenance,facilities,35940.58,CC-400
TXN006440,2025-08-11,SUP040,Heritage Painting,facilities,5178.36,CC-200
TXN006508,2025-08-11,SUP042,Sterling Advisory,professional-services,56967.45,CC-500
TXN006510,2025-08-11,SUP042,Sterling Advisory,professional-services,46399.04,CC-400
TXN006684,2025-08-11,SUP047,Blueprint Marketing,professional-services,11635.47,CC-100
TXN005233,2025-08-12,SUP007,Liberty Composites,raw-materials,25577.51,CC-500
TXN005298,2025-08-12,SUP009,Harbor Wire,raw-materials,17923.45,CC-300
TXN005337,2025-08-12,SUP010,Keystone Coatings,raw-materials,27017.78,CC-400
TXN005438,2025-08-12,SUP013,Eagle Transport,logistics,50116.1,CC-400
TXN005999,2025-08-12,SUP028,Agile Platforms,it-services,10956.48,CC-200
TXN006324,2025-08-12,SUP037,ClearView Janitorial,facilities,13472.6,CC-500
TXN005734,2025-08-13,SUP021,TechForward Solutions,it-services,68863.6,CC-200
TXN006034,2025-08-13,SUP029,Redstone Cloud,it-services,7907.68,CC-200
TXN006067,2025-08-13,SUP030,Beacon Consulting,it-services,7476.21,CC-100
TXN006069,2025-08-13,SUP030,Beacon Consulting,it-services,5620.64,CC-400
TXN006181,2025-08-13,SUP033,Greenfield Maintenance,facilities,32617.25,CC-100
TXN006250,2025-08-13,SUP035,Cornerstone Electric,facilities,21200.76,CC-100
TXN006578,2025-08-13,SUP044,Crestline Accounting,professional-services,63018.26,CC-200
TXN005123,2025-08-14,SUP004,Apex Electronics,raw-materials,84932.67,CC-400
TXN005200,2025-08-14,SUP006,Summit Metals,raw-materials,69632.0,CC-500
TXN005658,2025-08-14,SUP019,Lakeshore Drayage,logistics,10653.31,CC-400
TXN005958,2025-08-14,SUP027,Quantum Hosting,it-services,13544.34,CC-300
TXN006146,2025-08-14,SUP032,Metro Building Services,facilities,95546.75,CC-200
TXN006216,2025-08-14,SUP034,Atlas HVAC,facilities,22011.39,CC-100
TXN006541,2025-08-14,SUP043,Meridian Legal,professional-services,23647.49,CC-400
TXN006649,2025-08-14,SUP046,Catalyst Training,professional-services,13833.51,CC-500
TXN006715,2025-08-14,SUP048,Ironside Recruiting,professional-services,20573.37,CC-100
TXN005338,2025-08-15,SUP010,Keystone Coatings,raw-materials,27853.1,CC-300
TXN006032,2025-08-15,SUP029,Redstone Cloud,it-services,7548.62,CC-200
TXN006108,2025-08-15,SUP031,National Facilities Group,facilities,45631.62,CC-100
TXN006474,2025-08-15,SUP041,Whitfield Consulting,professional-services,65480.7,CC-100
TXN006542,2025-08-15,SUP043,Meridian Legal,professional-services,32068.04,CC-200
TXN005626,2025-08-16,SUP018,Valley Haulage,logistics,21186.22,CC-100
TXN006323,2025-08-16,SUP037,ClearView Janitorial,facilities,11927.03,CC-400
TXN005011,2025-08-17,SUP001,Great Lakes Steel,raw-materials,168455.71,CC-400
TXN005201,2025-08-17,SUP006,Summit Metals,raw-materials,75591.37,CC-100
TXN005263,2025-08-17,SUP008,Frontier Plastics,raw-materials,29667.13,CC-400
TXN005805,2025-08-17,SUP023,Nexus IT Services,it-services,42378.66,CC-300
TXN006000,2025-08-17,SUP028,Agile Platforms,it-services,11392.03,CC-300
TXN006033,2025-08-17,SUP029,Redstone Cloud,it-services,8335.16,CC-400
TXN006109,2025-08-18,SUP031,National Facilities Group,facilities,55653.29,CC-100
TXN006399,2025-08-18,SUP039,Eastside Landscaping,facilities,6810.34,CC-400
TXN005405,2025-08-19,SUP012,Patriot Logistics,logistics,90743.21,CC-100
TXN005519,2025-08-19,SUP015,Summit Shipping,logistics,23135.77,CC-300
TXN006437,2025-08-19,SUP040,Heritage Painting,facilities,3372.06,CC-200
TXN006438,2025-08-19,SUP040,Heritage Painting,facilities,4677.68,CC-400
TXN005808,2025-08-20,SUP023,Nexus IT Services,it-services,40133.05,CC-200
TXN005841,2025-08-20,SUP024,Pinnacle Software,it-services,74741.42,CC-500
TXN006579,2025-08-20,SUP044,Crestline Accounting,professional-services,49878.45,CC-400
TXN006614,2025-08-20,SUP045,Vanguard Staffing,professional-services,22662.75,CC-400
TXN006752,2025-08-20,SUP049,Northstar Audit,professional-services,15327.34,CC-300
TXN005296,2025-08-21,SUP009,Harbor Wire,raw-materials,13185.44,CC-200
TXN005556,2025-08-21,SUP016,Gateway Freight,logistics,33333.11,CC-300
TXN005627,2025-08-21,SUP018,Valley Haulage,logistics,17211.78,CC-300
TXN006110,2025-08-21,SUP031,National Facilities Group,facilities,45346.37,CC-500
TXN006790,2025-08-21,SUP050,Clearpath Compliance,professional-services,6334.9,CC-200
TXN005234,2025-08-22,SUP007,Liberty Composites,raw-materials,33443.07,CC-500
TXN005589,2025-08-22,SUP017,Prairie Express,logistics,20642.91,CC-300
TXN005771,2025-08-22,SUP022,CloudBridge Systems,it-services,129580.48,CC-400
TXN006183,2025-08-22,SUP033,Greenfield Maintenance,facilities,40301.82,CC-400
TXN005483,2025-08-24,SUP014,Horizon Carriers,logistics,29326.87,CC-100
TXN005593,2025-08-24,SUP017,Prairie Express,logistics,21175.08,CC-400
TXN006291,2025-08-24,SUP036,SafeGuard Fire Systems,facilities,31509.69,CC-400
TXN006477,2025-08-24,SUP041,Whitfield Consulting,professional-services,113374.72,CC-300
TXN006718,2025-08-24,SUP048,Ironside Recruiting,professional-services,10179.67,CC-400
TXN005203,2025-08-25,SUP006,Summit Metals,raw-materials,86553.54,CC-400
TXN005341,2025-08-25,SUP010,Keystone Coatings,raw-materials,11379.17,CC-200
TXN005522,2025-08-25,SUP015,Summit Shipping,logistics,32926.75,CC-400
TXN005810,2025-08-25,SUP023,Nexus IT Services,it-services,54302.17,CC-200
TXN005846,2025-08-25,SUP024,Pinnacle Software,it-services,31379.92,CC-500
TXN006219,2025-08-25,SUP034,Atlas HVAC,facilities,48062.95,CC-400
TXN006327,2025-08-25,SUP037,ClearView Janitorial,facilities,14140.77,CC-100
TXN006582,2025-08-25,SUP044,Crestline Accounting,professional-services,36178.56,CC-100
TXN005962,2025-08-26,SUP027,Quantum Hosting,it-services,11403.02,CC-300
TXN006002,2025-08-26,SUP028,Agile Platforms,it-services,17172.29,CC-200
TXN006328,2025-08-26,SUP037,ClearView Janitorial,facilities,13479.37,CC-300
TXN006511,2025-08-26,SUP042,Sterling Advisory,professional-services,52758.33,CC-500
TXN006654,2025-08-26,SUP046,Catalyst Training,professional-services,23152.11,CC-100
TXN005523,2025-08-27,SUP015,Summit Shipping,logistics,37800.9,CC-500
TXN005695,2025-08-27,SUP020,Bridgewater Cold Chain,logistics,9223.14,CC-200
TXN006617,2025-08-27,SUP045,Vanguard Staffing,professional-services,15562.65,CC-400
TXN005235,2025-08-28,SUP007,Liberty Composites,raw-materials,19968.06,CC-500
TXN005370,2025-08-28,SUP011,Continental Freight,logistics,88026.12,CC-500
TXN005484,2025-08-28,SUP014,Horizon Carriers,logistics,37407.36,CC-500
TXN005964,2025-08-28,SUP027,Quantum Hosting,it-services,10289.06,CC-200
TXN006114,2025-08-28,SUP031,National Facilities Group,facilities,44763.21,CC-400
TXN005594,2025-08-29,SUP017,Prairie Express,logistics,20781.67,CC-200
TXN006150,2025-08-29,SUP032,Metro Building Services,facilities,33981.57,CC-300
TXN006184,2025-08-29,SUP033,Greenfield Maintenance,facilities,65856.16,CC-400
TXN006720,2025-08-29,SUP048,Ironside Recruiting,professional-services,9293.5,CC-300
TXN005087,2025-08-30,SUP003,Pacific Aluminum,raw-materials,167634.96,CC-300
TXN005127,2025-08-30,SUP004,Apex Electronics,raw-materials,90411.55,CC-200
TXN005443,2025-08-30,SUP013,Eagle Transport,logistics,75475.48,CC-100
TXN005926,2025-08-30,SUP026,CyberShield Security,it-services,22492.86,CC-500
TXN005963,2025-08-30,SUP027,Quantum Hosting,it-services,12239.74,CC-500
TXN006036,2025-08-30,SUP029,Redstone Cloud,it-services,15204.4,CC-500
TXN006581,2025-08-30,SUP044,Crestline Accounting,professional-services,34888.48,CC-300
TXN006618,2025-08-30,SUP045,Vanguard Staffing,professional-services,21145.02,CC-100
TXN005014,2025-08-31,SUP001,Great Lakes Steel,raw-materials,119047.45,CC-300
TXN005560,2025-08-31,SUP016,Gateway Freight,logistics,36119.2,CC-500
TXN005663,2025-08-31,SUP019,Lakeshore Drayage,logistics,7575.5,CC-400
TXN006001,2025-08-31,SUP028,Agile Platforms,it-services,23137.67,CC-200
TXN006361,2025-08-31,SUP038,Precision Plumbing,facilities,8374.38,CC-200
TXN006580,2025-08-31,SUP044,Crestline Accounting,professional-services,36546.68,CC-200
TXN005086,2025-09-01,SUP003,Pacific Aluminum,raw-materials,150476.41,CC-400
TXN005302,2025-09-01,SUP009,Harbor Wire,raw-materials,24447.01,CC-400
TXN005662,2025-09-01,SUP019,Lakeshore Drayage,logistics,10963.59,CC-300
TXN006113,2025-09-01,SUP031,National Facilities Group,facilities,57366.69,CC-500
TXN006360,2025-09-01,SUP038,Precision Plumbing,facilities,8418.29,CC-500
TXN006442,2025-09-01,SUP040,Heritage Painting,facilities,10273.53,CC-300
TXN006400,2025-09-02,SUP039,Eastside Landscaping,facilities,9168.0,CC-400
TXN006401,2025-09-02,SUP039,Eastside Landscaping,facilities,8666.74,CC-100
TXN006756,2025-09-02,SUP049,Northstar Audit,professional-services,8380.61,CC-300
TXN005772,2025-09-03,SUP022,CloudBridge Systems,it-services,126816.29,CC-200
TXN005845,2025-09-03,SUP024,Pinnacle Software,it-services,26391.72,CC-300
TXN005925,2025-09-03,SUP026,CyberShield Security,it-services,15913.42,CC-300
TXN006687,2025-09-03,SUP047,Blueprint Marketing,professional-services,20614.53,CC-300
TXN005050,2025-09-04,SUP002,Heartland Polymers,raw-materials,133740.3,CC-100
TXN005628,2025-09-04,SUP018,Valley Haulage,logistics,28535.87,CC-400
TXN006616,2025-09-05,SUP045,Vanguard Staffing,professional-services,15973.17,CC-400
TXN005202,2025-09-06,SUP006,Summit Metals,raw-materials,81956.47,CC-200
TXN005737,2025-09-06,SUP021,TechForward Solutions,it-services,96233.65,CC-300
TXN006512,2025-09-06,SUP042,Sterling Advisory,professional-services,68284.32,CC-400
TXN006545,2025-09-06,SUP043,Meridian Legal,professional-services,47731.07,CC-400
TXN005126,2025-09-07,SUP004,Apex Electronics,raw-materials,94937.3,CC-400
TXN005236,2025-09-07,SUP007,Liberty Composites,raw-materials,19243.6,CC-200
TXN005369,2025-09-07,SUP011,Continental Freight,logistics,90084.17,CC-500
TXN006619,2025-09-07,SUP045,Vanguard Staffing,professional-services,22349.55,CC-100
TXN006717,2025-09-07,SUP048,Ironside Recruiting,professional-services,9616.8,CC-500
TXN005558,2025-09-08,SUP016,Gateway Freight,logistics,37237.41,CC-200
TXN006112,2025-09-08,SUP031,National Facilities Group,facilities,49483.08,CC-500
